mtype,tokens,label
FUNC,"['f', ':', '[', 'a', ',', 'b', ']', '\\to', '\\mathbb{R}']",0
FUNC,"['g', '(', 'z', ')', '=', 'e', '^', '{', 'f', '(', 'z', ')', '}']",0
SET,"['U', '\\cap', 'W']",0
FUNC,"['\arctan']",0
FUNC,"['f', '(', 'x', ')', '=', '1', '/', 'x']",0
FUNC,"['f', '(', 'x', ')', '=', 'e', 'x', '^', '{', '-', 'x', '}']",0
FUNC,"['f', '(', '1', ')', '=', 'g', '(', '1', ')']",0
FUNC,"['y']",0
FUNC,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '{', '2', '}', '+', 'b', 'x', '+', 'c']",0
FUNC,"['k']",0
FUNC,"['f']",0
SCAL,"['1']",0
SCAL,"['(', '1', ')']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']",0
SCAL,"['0']",0
FUNC,"['f']",0
FUNC,"['f', '(', 'x', ',', 'y', ',', 'z', ')', '=', 'z']",0
SCAL,"['(', '3', ')']",0
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']",0
FUNC,"['P']",0
FUNC,"['f']",0
FUNC,"['f']",0
FUNC,"['g', '(', 'y', ')', '=', '4', '-', 'y', '^', '2']",0
FUNC,"['f']",0
SCAL,"['1']",0
FUNC,"['d']",0
SCAL,"['1']",0
FUNC,"['f']",0
FUNC,"['g']",0
SCAL,"['0']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",0
SCAL,"['5']",0
FUNC,"['f', '(', 'a', ',', 'b', ')', '=', '\\frac', '{', '2', '}', '{', 'a', '^', '2', '}', '+', '\\frac', '{', '4', '}', '{', 'b', '^', '2', '}', '-', '1']",0
SCAL,"['1']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', 'x']",0
FUNC,"['T', ':', 'U', '\\to', 'E', '^', '3']",0
FUNC,"['f', '(', 'x', ')', '=', 'c']",0
SCAL,"['9']",0
FUNC,"['g', ':', '\\mathbb{C}', '\\rightarrow', '\\mathbb{C}']",0
FUNC,"['y']",0
SCAL,"['\\frac', '{', '1', '}', '{', '1', '}']",0
FUNC,"['f']",0
FUNC,"['f', ':', 'X', '\\to', '\\mathbb', 'C']",0
FUNC,"['f', '(', 'x', ')', '=', 'x']",0
FUNC,"['\exp']",0
FUNC,"['\\sin', '(', 'z', ')', '=', '\\dfrac', '{', 'e', '^', '{', 'i', 'z', '}', '-', 'e', '^', '{', '-', 'i', 'z', '}', '}', '{', '2', '}']",0
FUNC,"['f', '(', 'n', ')', '=', '\\frac', '{', '4', '^', 'n', '-', '2', '}', '{', '7', '}']",0
FUNC,"['f']",0
FUNC,"['\sin']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '{', '3', '}', '-', '3', 'x', '^', '{', '2', '}', '+', '5', 'x']",0
FUNC,"['f', '\\circ', 'g']",0
FUNC,"['R']",0
FUNC,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",0
SCAL,"['-', '4', '7']",0
FUNC,"['S']",0
SCAL,"['0', '1']",0
FUNC,"['g', '(', 'x', ')', '=', 'a', 'f', '(', 'x', ')']",0
FUNC,"['f']",0
FUNC,"['f', '(', 'n', ')', '=', '\\frac', '{', 'g', '(', 'n', ')', '+', '(', '-', '1', ')', '^', 'n', 'g', '(', 'n', ')', '}', '{', '2', '}']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']",0
FUNC,"['f']",0
FUNC,"['g', '(', 'a', ')', '=', 'x']",0
FUNC,"['A']",0
FUNC,"['j']",0
FUNC,"['f']",0
FUNC,"['h']",0
FUNC,"['F']",0
FUNC,"['f']",0
FUNC,"['f']",0
SCAL,"['1']",0
FUNC,"['F']",0
FUNC,"['f']",0
FUNC,"['g']",0
SCAL,"['1']",0
FUNC,"['g']",0
FUNC,"['f']",0
SET,"['\mathbb{Z}']",0
FUNC,"['f']",0
FUNC,"['q']",0
FUNC,"['f']",0
FUNC,"['g']",0
FUNC,"['y']",0
FUNC,"['g']",0
FUNC,"['f', '(', 'u', ')', '=', '\\frac', '{', 'u', '^', '2', '}', '{', '(', 'a', 'u', '^', '4', '+', 'b', 'u', '^', '2', '+', 'c', ')', '^', '{', '3', '/', '2', '}', '}']",0
SCAL,"['f', '(', 'x', ')']",0
FUNC,"['g', '(', 'x', ')', '=', 'f', '(', 'x', ')', 'f', '(', '-', 'x', ')']",0
FUNC,"['y']",0
FUNC,"['f', '(', 'x', ')', '=', 'e', '^', 'x', '-', 'k', 'x']",0
FUNC,"['f', '(', 'x', ',', 'y', ')', '=', '(', 'x', '-', 'y', ')', '^', '2']",0
FUNC,"['f']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['2']",0
SCAL,"['6']",0
SCAL,"['\\dfrac', '{', 'a', '}', '{', 'a', '+', 'b', '}']",0
SCAL,"['2']",0
SCAL,"['9']",0
SCAL,"['a', 'b', 'a', 'b', 'a', 'b']",0
SCAL,"['p', '(', 'x', ')']",0
SCAL,"['2']",0
SCAL,"['x', '^', '3']",0
FUNC,"['f']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['8']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['2']",0
SCAL,"['n', '+', '2']",0
SCAL,"['\\frac', '{', 'p', '}', '{', '2', '^', 'k', '(', '2', 'q', '+', '1', ')', '}']",0
SCAL,"['g', '(', 'n', ')']",0
SCAL,"['2', 'n']",0
SCAL,"['0']",0
SCAL,"['(', '2', 'n', '-', '1', ')']",0
SCAL,"['m', 'c', 'd', 'u']",0
SCAL,"['9']",0
SCAL,"['3', '+', '8', 'k']",0
SCAL,"['7']",0
SCAL,"['1']",0
SCAL,"['7']",0
SCAL,"['7', '^', '{', '7', '}']",0
SCAL,"['1']",0
SCAL,"['9']",0
SCAL,"['1']",0
SCAL,"['4']",0
SCAL,"['4', 'n', '+', '1']",0
SCAL,"['1']",0
SCAL,"['7']",0
SCAL,"['1']",0
SCAL,"['(', 'm', '^', '2', '-', 'n', '^', '2', ')', '^', '2']",0
SCAL,"['2']",0
FUNC,"['f']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['a', 'l', 't', 'a', 'b', '(', 'n', ')']",0
SCAL,"['6']",0
SCAL,"['6', 'n', '+', '1']",0
SCAL,"['3', '\\cdot', '5', '\\cdot', '1', '\\cdot', 'p']",0
SCAL,"['1']",0
SCAL,"['p', '^', '2', '+', '3', 'q', '^', '2']",0
SCAL,"['2']",0
SCAL,"['q', 'x']",0
SCAL,"['3']",0
SCAL,"['9']",0
SCAL,"['1']",0
SCAL,"['a', '/', 'b']",0
SCAL,"['6']",0
SCAL,"['0']",0
SCAL,"['9']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['a', 'b', 'c']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['x', '-', '1']",0
SCAL,"['k', '^', '2']",0
SCAL,"['4', 'm']",0
SCAL,"['\\frac', '{', 'n', '}', '{', 'p', '}']",0
SCAL,"['3', '^', '7']",0
SCAL,"['4']",0
SCAL,"['8', 'p']",0
SCAL,"['p', 'q']",0
FUNC,"['f']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '(', 'x', '-', '1', ')']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', 'n', '+', '1', '}', '{', '2', '}']",0
SCAL,"['1']",0
SCAL,"['a', '^', 'n', '+', '1']",0
SCAL,"['2']",0
SET,"['\mathbb{Z}']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['7']",0
SCAL,"['a', 'r']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['6']",0
SCAL,"['1']",0
SCAL,"['x', '-', '1']",0
SCAL,"['0']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['2', '^', '{', 'n', '+', '1', '}']",0
SCAL,"['x', '^', '8']",0
SCAL,"['1']",0
SCAL,"['x', '1']",0
SCAL,"['n', '^', '5', '+', 'n', '^', '4', '+', '1']",0
SCAL,"['1', '+', 'k', 'q']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['-', '1']",0
SCAL,"['k', '!']",0
SCAL,"['2']",0
SCAL,"['6']",0
SCAL,"['1']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']",0
SCAL,"['x', '^', 'y', '-', 'y', '^', 'x']",0
SCAL,"['\\frac', '{', 'p', '}', '{', 'q', '}']",0
SCAL,"['2']",0
SCAL,"['n', '(', 'n', '+', '1', ')']",0
FUNC,"['f']",0
SCAL,"['a', 'b', 'c']",0
SCAL,"['5']",0
SCAL,"['1']",0
SCAL,"['4', 'p', 'q', '+', '2', 'p', '+', '1']",0
SCAL,"['1']",0
SCAL,"['2', '^', 'k']",0
SCAL,"['1']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['6']",0
SCAL,"['j', '^', '2']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['4']",0
SCAL,"['2', '^', '2']",0
SCAL,"['0']",0
FUNC,"['f', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['t', '(', 'j', ')']",0
SCAL,"['\\frac', '{', 'x', '}', '{', 'y', '}']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['4']",0
SCAL,"['1']",0
SCAL,"['2', 'n']",0
SCAL,"['f', '(', 'n', ')']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['5']",0
SCAL,"['9']",0
SCAL,"['9']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['2', '^', '3']",0
SCAL,"['1']",0
SCAL,"['p', '^', '2']",0
SCAL,"['3']",0
SCAL,"['6']",0
SCAL,"['m', '(', 'd', ')']",0
SCAL,"['1']",0
FUNC,"['h']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']",0
SCAL,"['5']",0
FUNC,"['f', ':', 'S', '\\to', 'Q', '^', '3']",0
SCAL,"['f', '(', 'n', ')']",0
SCAL,"['9']",0
SCAL,"['1']",0
SCAL,"['2', 'n']",0
SCAL,"['2', '^', '{', '2', '}']",0
FUNC,"['f']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['0']",0
SCAL,"['7']",0
SCAL,"['n', '+', '1']",0
SCAL,"['n', '(', 'n', '+', '1', ')']",0
SCAL,"['8']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['f']",0
SCAL,"['1']",0
FUNC,"['f']",0
SCAL,"['2']",0
SCAL,"['0']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['5']",0
SCAL,"['1']",0
FUNC,"['F']",0
SCAL,"['2']",0
SCAL,"['7']",0
SCAL,"['1', '/', '3']",0
SCAL,"['0']",0
SCAL,"['2']",0
SCAL,"['3']",0
SCAL,"['a', 'b', 'c', 'a', 'b', 'c']",0
SET,"['(', 'a', ',', 'b', ')']",0
SCAL,"['1']",0
FUNC,"['f']",0
SCAL,"['k', '^', '2']",0
SCAL,"['0']",0
SCAL,"['3', '^', '{', '1', '}', '+', '5', '^', '{', '1', '}', '+', '7', '^', '{', '1', '}']",0
SCAL,"['\\dfrac', '{', '2', 'n', '+', '4', '}', '{', '1', 'n', '+', '3', '}']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['4']",0
FUNC,"['f', '(', 'x', ')', '=', 'j', '^', 'k', 'x']",0
SCAL,"['p', '^', '2']",0
SCAL,"['7']",0
FUNC,"['p']",0
SCAL,"['7']",0
SCAL,"['2', 'k', '+', '1']",0
SCAL,"['b', '+', '1']",0
SCAL,"['5']",0
SCAL,"['2', '^', '{', '1', '}', '3', '^', '{', '1', '}', '5', '^', '{', '6', '}', 'x', '^', '{', '3', '}']",0
SCAL,"['6']",0
SCAL,"['1']",0
SCAL,"['7']",0
SCAL,"['n', '+', '1']",0
SCAL,"['p', '^', '2', '+', 'p', '+', '1']",0
SET,"['\\{', 'a', ',', 'b', '\\}']",0
SCAL,"['0']",0
SCAL,"['\\frac', '{', 'a', '^', '2', '+', 'a', 'b', '+', 'b', '^', '2', '}', '{', 'a', '+', 'b', '}']",0
SCAL,"['6']",0
SCAL,"['2']",0
SCAL,"['x', '^', '2', '-', 'y', '^', '2']",0
SCAL,"['1', 'u', '^', '6']",0
SCAL,"['5']",0
SCAL,"['n', '-', '3']",0
SCAL,"['1']",0
SCAL,"['(', 'e', '-', '1', ')']",0
SCAL,"['0']",0
SCAL,"['1']",0
SCAL,"['k', '^', '2', '-', '1']",0
SCAL,"['7']",0
SCAL,"['-', '1']",0
SET,"['\\{', 'm', '\\}']",0
SCAL,"['9']",0
SCAL,"['1']",0
SCAL,"['1', 'a', '+', 'b']",0
SCAL,"['1']",0
SCAL,"['0']",0
SCAL,"['9', '!']",0
SCAL,"['1']",0
SCAL,"['2', 'x']",0
SCAL,"['5']",0
SCAL,"['-', '1']",0
SCAL,"['7', '^', '{', '1', '}', '-', '1']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['0']",0
SCAL,"['5']",0
SCAL,"['m', '^', '2']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['5']",0
SCAL,"['1']",0
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",0
SCAL,"['-', '1']",0
SCAL,"['5']",0
SCAL,"['0']",0
SCAL,"['2', '^', 'n', '-', '1']",0
SET,"['S', '\\times', 'T']",0
SCAL,"['1']",0
FUNC,"['i']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['m', '!']",0
SCAL,"['9']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['9']",0
SCAL,"['d', '(', 'i', ')']",0
SCAL,"['0']",0
FUNC,"['f']",0
SCAL,"['0']",0
SCAL,"['3']",0
SCAL,"['(', 'n', '-', '1', ')', '!']",0
SCAL,"['d', '(', 'n', ')']",0
FUNC,"['P']",0
FUNC,"['f']",0
SCAL,"['0']",0
SCAL,"['a', '^', '4']",0
SET,"['\\{', 'x', ',', 'y', '\\}']",0
SCAL,"['1']",0
SCAL,"['f', '(', 'k', ')']",0
FUNC,"['R']",0
SCAL,"['1', 'a', '+', 'b']",0
FUNC,"['f']",0
SCAL,"['3']",0
SCAL,"['a', 'b']",0
SCAL,"['2']",0
FUNC,"['f']",0
SCAL,"['9']",0
SCAL,"['1']",0
SET,"['\\mathbb', 'P']",0
SCAL,"['2']",0
SCAL,"['1']",0
SCAL,"['0']",0
FUNC,"['f']",0
SCAL,"['7']",0
SCAL,"['4']",0
FUNC,"['f', ':', 'M', '\\to', 'M']",0
SCAL,"['f', '(', 'n', ')']",0
SCAL,"['1']",0
SCAL,"['9']",0
SCAL,"['f', 'o', 'r', 'w', 'h', 'i', 'c', 'h', 't', 'h', 'e', 'e', 'q', 'u', 'a', 't', 'i', 'o', 'n']",0
SCAL,"['2']",0
SCAL,"['3']",0
SCAL,"['2']",0
SET,"['S', '\\times', 'T']",0
SCAL,"['v', '(', 'd', ')']",0
SCAL,"['(', '1', '+', 'x', ')', '^', 'r']",0
SCAL,"['n', '^', '{', 'k', '-', '1', '}']",0
FUNC,"['f']",0
SCAL,"['2', '(', 'n', '-', '2', ')', '+', '1']",0
SCAL,"['8']",0
SCAL,"['2']",0
SCAL,"['1', '^', '{', 'n', '-', '1', '}']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '{', '1', '/', 'x', '}']",0
SCAL,"['f', '(', '2', '^', '{', 'm', '}', ')']",0
SCAL,"['4']",0
SCAL,"['2']",0
SCAL,"['-', '1']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['f']",0
SCAL,"['9']",0
SET,"['\mathbb{Q}']",0
FUNC,"['f']",0
SCAL,"['1']",0
SCAL,"['2', 'p', '+', '1']",0
SCAL,"['6', '^', '{', '1', '}']",0
FUNC,"['f', '(', 'a', ',', 'b', ')', '=', '\\frac', '{', '9', 'a', '+', 'b', '}', '{', 'a', '+', 'b', '}']",0
SCAL,"['4']",0
SCAL,"['4']",0
SCAL,"['1']",0
SCAL,"['0']",0
SCAL,"['8']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['m', '+', 'n', '-', '1']",0
FUNC,"['T']",0
SCAL,"['g', '(', 'i', ')']",0
SCAL,"['6']",0
SCAL,"['1']",0
SCAL,"['m', '-', '6']",0
SCAL,"['m', '0']",0
SCAL,"['1']",0
SCAL,"['9']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['a', 'b']",0
SCAL,"['1', '/', '3']",0
SCAL,"['\\frac', '{', '(', '1', '^', 'n', '-', '1', ')', '}', '{', 's', '}']",0
SCAL,"['4']",0
SCAL,"['1']",0
SCAL,"['8']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['(', '5', 'm', '+', '1', ')', '^', '3', '-', '1']",0
SCAL,"['9']",0
SCAL,"['1']",0
SCAL,"['3']",0
SCAL,"['0']",0
SCAL,"['2']",0
SCAL,"['1', '/', '3']",0
SCAL,"['3']",0
SCAL,"['n', '^', '5', '-', '1']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['0']",0
SCAL,"['4']",0
SCAL,"['3']",0
SCAL,"['9', '(', 'x', '-', 'z', ')']",0
SCAL,"['8']",0
SCAL,"['n', '+', '1']",0
SCAL,"['1']",0
SCAL,"['p', '^', 'n']",0
SCAL,"['0']",0
SCAL,"['6']",0
SCAL,"['5']",0
SCAL,"['5']",0
SCAL,"['a', '^', '2']",0
SCAL,"['2']",0
SCAL,"['8', 'k', '+', '7']",0
SCAL,"['n', '^', '2']",0
SCAL,"['2']",0
SCAL,"['4', '/', '1']",0
SCAL,"['6']",0
SCAL,"['2']",0
SCAL,"['5']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['(', '1', 'a', '+', 'b', ')', '(', '1', 'b', '+', 'c', ')', '(', '1', 'c', '+', 'a', ')']",0
SCAL,"['\\frac', '{', 'n', '}', '{', 'd', '}']",0
SCAL,"['2', 'k']",0
SCAL,"['2']",0
FUNC,"['f']",0
SCAL,"['8']",0
SCAL,"['0']",0
SCAL,"['8']",0
FUNC,"['h']",0
SCAL,"['2']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', 'x', '^', '2', '-', 'y', '^', '2', '}', '{', 'a', '^', '2', '-', 'b', '^', '2', '}']",0
SCAL,"['\\frac', '{', 'm', '}', '{', 'n', '}']",0
FUNC,"['g', ':', '\\mathbb', 'N', '\\to', '\\mathbb', 'N']",0
SCAL,"['-', '8']",0
SCAL,"['6']",0
SCAL,"['6']",0
SCAL,"['3']",0
SET,"['\\{', 'e', ',', 'f', ',', 'g', ',', 'i', ',', 'k', ',', 'l', '\\}']",0
SCAL,"['x', '+', '1']",0
SCAL,"['1']",0
SCAL,"['x', '(', 'x', '-', '1', ')']",0
SCAL,"['2', 'c']",0
SCAL,"['1']",0
SCAL,"['r', 'k']",0
SCAL,"['\\frac', '{', '2', '}', '{', '2', '}']",0
SCAL,"['7']",0
SCAL,"['1']",0
SCAL,"['1']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '{', '2', '-', 'x', '}']",0
SCAL,"['1']",0
SCAL,"['i', '^', '{', 't', 'h', '}']",0
SCAL,"['8', 'w', '^', '2', '+', '8', 'w', '+', '1']",0
SCAL,"['2', '!', '+', '3', '^', '{', '7', '}']",0
SCAL,"['4']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['1', 'a', '+', 'b']",0
SCAL,"['2']",0
SCAL,"['4', '*', '5', '*', '(', '1', '+', '1', 'x', ')']",0
SCAL,"['5']",0
SCAL,"['a', '(', 'n', ')']",0
SCAL,"['3']",0
SCAL,"['n', '(', 'n', '+', '1', ')', '(', 'n', '+', '2', ')', '(', 'n', '+', '3', ')', '(', 'n', '+', '4', ')']",0
SCAL,"['0']",0
FUNC,"['R']",0
FUNC,"['f']",0
SCAL,"['1']",0
SCAL,"['2', 's']",0
FUNC,"['h', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",0
SCAL,"['2', 't']",0
SCAL,"['0']",0
SCAL,"['9']",0
SCAL,"['n', '^', 'b']",0
SCAL,"['3']",0
FUNC,"['f']",0
SCAL,"['6']",0
SCAL,"['p', '^', '2']",0
SCAL,"['\\frac', '{', 't', '(', 't', '+', '1', ')', '}', '{', '2', '}']",0
SCAL,"['1']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['p', '(', 'n', ')']",0
SCAL,"['\\frac', '{', '1', '}', '{', 'm', '}']",0
SCAL,"['7']",0
SCAL,"['1', '!']",0
FUNC,"['f']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['1']",0
SCAL,"['p', '+', '5', 'n']",0
SCAL,"['f', '(', 'n', ')']",0
SCAL,"['4']",0
FUNC,"['S']",0
FUNC,"['p', '(', 'm', ',', 'n', ')', '=', '\\frac', '{', '(', 'm', '+', 'n', ')', '(', 'm', '+', 'n', '+', '1', ')', '}', '{', '2', '}', '+', 'n']",0
SCAL,"['0']",0
SET,"['\mathbb{R}']",0
SCAL,"['2', 'y', '+', '1']",0
SCAL,"['n', '^', '2', '+', '1']",0
SCAL,"['1']",0
SCAL,"['n', 'a']",0
SCAL,"['2']",0
SCAL,"['4']",0
FUNC,"['f', '(', 'x', ')', '=', '2', '^', 'x', '+', 'x', '^', '2', '-', 'a']",0
SCAL,"['k', '^', '2', '+', 'k', '-', '2']",0
SCAL,"['1']",0
SCAL,"['f', '(', 'x', ')']",0
SCAL,"['4']",0
SCAL,"['a', '/', 'b']",0
SCAL,"['0']",0
SCAL,"['1']",0
FUNC,"['C', '(', 'm', ',', 'n', ')', '=', '\\frac', '{', '(', 'm', '+', 'n', ')', '(', 'm', '+', 'n', '+', '1', ')', '}', '{', '2', '}', '+', 'm']",0
SCAL,"['1']",0
SCAL,"['3', 'x', '+', '7', 'y']",0
SCAL,"['p', '^', '0']",0
SCAL,"['2', '^', 'p', '-', '1']",0
SCAL,"['a', '+', 'b', '+', 'c']",0
SCAL,"['-', '(', 'p', '-', 'x', ')']",0
SCAL,"['n', '^', '2', '-', '6', 'n', '+', '5']",0
FUNC,"['g']",0
SCAL,"['2', 'n']",0
SCAL,"['1']",0
FUNC,"['a', ':', '\\mathbb', 'N', '\\rightarrow', 'X']",0
SCAL,"['2', 'r', '-', '1']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['n', '/', 'm']",0
FUNC,"['r', ':', 'S', '\\rightarrow', 'S']",0
SCAL,"['3']",0
SCAL,"['1']",0
SCAL,"['3']",0
SET,"['\\{', '0', ',', '1', ',', '6', '\\}']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['0']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['4']",0
SCAL,"['9']",0
SCAL,"['2']",0
SCAL,"['d', '(', 'n', ')']",0
SCAL,"['9']",0
SCAL,"['2', '^', '{', '6', '}', '+', '1']",0
SCAL,"['-', '5']",0
SCAL,"['2', 'j', '+', '1']",0
SCAL,"['f', '(', 'd', ')']",0
SCAL,"['2']",0
SCAL,"['f', '(', 'n', ')']",0
SCAL,"['2']",0
SCAL,"['a', '+', 'b']",0
SCAL,"['\\frac', '{', '7', '}', '{', 'n', '}']",0
SCAL,"['8']",0
SCAL,"['2']",0
SCAL,"['d', '(', 'n', ')']",0
FUNC,"['S']",0
SCAL,"['a', '(', 'n', ')']",0
SCAL,"['4']",0
SCAL,"['2']",0
SCAL,"['0']",0
SCAL,"['1']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']",0
SCAL,"['4']",0
SCAL,"['\\dfrac', '{', 'p', '}', '{', 'q', '}']",0
FUNC,"['f']",0
SCAL,"['(', '2', ')']",0
SCAL,"['2']",0
SCAL,"['a', '^', '2']",0
FUNC,"['f', '\\colon', '[', '0', ',', ')', '\\to', '[', '0', ',', '1', ')']",0
SCAL,"['1']",0
FUNC,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2', '+', 'b', 'x', '+', 'c']",0
SCAL,"['4']",0
FUNC,"['f']",0
SCAL,"['0']",0
SCAL,"['(', 'p', ')']",0
SCAL,"['2']",0
SCAL,"['2']",0
FUNC,"['W']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{Z}']",0
SCAL,"['1']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '3']",0
SCAL,"['5']",0
SCAL,"['1']",0
SCAL,"['2', '^', '{', 'p', '-', '1', '}']",0
SCAL,"['(', '3', 'b', '^', '2', '+', '6', 'b', '+', '3', ')', '^', '2', '+', '(', '4', 'b', '^', '2', '+', '8', 'b', '+', '4', ')', '^', '2']",0
SCAL,"['3']",0
SCAL,"['2']",0
SCAL,"['t', '(', 'p', ')']",0
SCAL,"['7']",0
SCAL,"['\\dfrac', '{', '1', '}', '{', '2', '}']",0
SCAL,"['0']",0
SCAL,"['1', 'x', '+', 'y']",0
SCAL,"['p', '/', 'q']",0
SCAL,"['p', '^', '2']",0
SCAL,"['5']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'c', '}']",0
SCAL,"['4']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['1']",0
SCAL,"['2', '^', '{', '5', '}', '+', '1']",0
SCAL,"['1']",0
SCAL,"['4']",0
SCAL,"['a', '\\cdot', '2', '^', 'k']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['4']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['a', 'd']",0
SCAL,"['(', '1', 'x', '+', 't', ')', '^', 'n']",0
SCAL,"['5', '\\div', 'x']",0
SET,"['\\{', '1', ',', 'k', ',', 'f', '\\}']",0
FUNC,"['f', ':', 'M', '\\rightarrow', 'M']",0
SCAL,"['1']",0
SCAL,"['2']",0
SCAL,"['5']",0
SCAL,"['0']",0
SCAL,"['2', '^', 'n', '+', '1']",0
SCAL,"['0']",0
SCAL,"['7', '^', '{', '1', '}']",0
SCAL,"['2']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'S']",0
FUNC,"['E']",0
SCAL,"['g', '+', 't', 'p']",0
SCAL,"['n', '-', '2']",0
SCAL,"['1']",0
SCAL,"['(', '2', ')']",0
SCAL,"['2']",0
SCAL,"['6']",0
SCAL,"['3']",0
SCAL,"['1']",0
FUNC,"['f', ',', 'g', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']",0
SCAL,"['7', '^', '{', 't', 'h', '}']",0
SCAL,"['2']",0
SCAL,"['(', 'p', '^', '2', ')', '!']",0
SCAL,"['5']",0
SCAL,"['2', '^', '{', '6', '}']",0
FUNC,"['f']",0
SCAL,"['1']",0
SCAL,"['0']",0
SCAL,"['1']",0
FUNC,"['F']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']",0
SCAL,"['6']",0
SCAL,"['a', 'b', 'a']",0
