mtype,tokens,type_tokens,label
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', 'n', '-', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['g', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",0
SCAL,"['-', '7']","['unary', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['(', '1', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']",0
SCAL,"['9', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
SCAL,"['-', 'x']","['unary', 'SUB', '__ANON_1']",0
SCAL,"['-', 'x']","['unary', 'SUB', '__ANON_1']",0
FUNC,"['f', '(', 'x', ')', '=', '2', 'x', '^', '3', '-', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['m', '-', '4']","['additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['6', '^', 'a']","['exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1']",0
SCAL,"['g', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",0
SCAL,"['1', 't', 'o']","['unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1']",0
SCAL,"['\\frac', '{', '1', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",0
SCAL,"['x', 'y']","['unary', '__ANON_1', '__ANON_1']",0
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '^', 'x', '}', '{', '1', '0', '5', '0', '-', 'x', '}', '-', '\\frac', '{', '1', '}', '{', '6', '9', '0', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'exp', 'expr_atom', 'number', 'CARET', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'SUB', 'unary', 'expr_atom', 'number', '__ANON_1', 'R_BRACE', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']",0
FUNC,"['f', '(', 'x', ')', '=', '1', '-', '\\frac', '{', '1', '}', '{', 'x', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",0
FUNC,"['\\exp', '(', 'z', ')', '=', 'e', '^', 'z']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', '__ANON_1']",0
FUNC,"['h', '(', 't', ')', '=', 'g', '(', 't', ')', '-', 'f', '(', 't', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'SUB', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",0
FUNC,"['f', '(', 'x', ')', '=', 'k', 'x', '^', '2', '-', '2', 'x', '+', 'k']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', '__ANON_1']",0
SCAL,"['1', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",0
FUNC,"['f', '\\circ', 'g']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",0
FUNC,"['f', ':', '[', 'a', ',', 'b', ']', '\\to', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_BRACKET', '__ANON_1', 'COMMA', '__ANON_1', 'R_BRACKET', 'TO', 'SET_FAT', '__ANON_0']",0
SCAL,"['5', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
SCAL,"['\\frac', '{', '(', 'd', '-', 'x', ')', 'd', '-', '(', 'd', '-', 'y', ')', 'd', '}', '{', 'b', 't', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', '__ANON_1', 'SUB', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', '__ANON_1', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE']",0
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '2', 'x', '}', '{', 'x', '+', '1', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']",0
SCAL,"['\\frac', '{', '1', '}', '{', '1', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",0
SCAL,"['a', '+', '\\frac', '{', '1', '}', '{', 'a', '}']","['additive', '__ANON_1', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '3', '+', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1']",0
SCAL,"['a', '+', 'b', 'i']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",0
SCAL,"['u', '(', 'z', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",0
FUNC,"['f', ':', 'S', '^', '1', '\\to', 'S', '^', '1', '\\times', 'S', '^', '1']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'CARET', '__ANON_3', 'TO', 'set_expr', 'set_expr', '__ANON_0', 'CARET', '__ANON_3', 'sets__OP_CART', 'set_expr', '__ANON_0', 'CARET', '__ANON_3']",0
FUNC,"['f', '(', 'x', ')', '=', '1', '-', 'e', '^', '{', '-', 'x', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', '__ANON_1', 'R_BRACE']",0
SCAL,"['5', '1', '0', '4', '8']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",0
SET,"['(', '1', '4', ',', '6', ')']","['interval', 'L_PAREN', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']",0
SCAL,"['n', '!']","['postfix', '__ANON_1', 'BANG']",0
SCAL,"['3', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",0
FUNC,"['f', '(', 'x', ')', '=', '\\dfrac', '{', 'b', 'x', '}', '{', '(', 'a', '-', '3', ')', 'x', '^', '3', '+', 'x', '^', '2', '+', '4', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', 'additive', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']",0
SCAL,"['x', '-', '1']","['additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['(', '1', '9', '^', 'x', '+', '5', '^', 'y', ')']","['group', 'L_PAREN', 'additive', 'exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_PAREN']",0
SCAL,"['2', '0', '0', '3', '^', '4', '+', '1']","['additive', 'exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",0
FUNC,"['g', ':', 'S', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '6', 'x', '-', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",0
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '}', '{', 'x', '^', '2', '-', '1', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']",0
FUNC,"['f', '(', 'x', ')', '=', '9', '^', 'x', '+', '6', '^', 'x', '-', '4', '(', '4', '^', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_PAREN']",0
SCAL,"['3', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '(', '1', '-', 'x', ')', '^', 'n']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'exp', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN', 'CARET', '__ANON_1']",0
SCAL,"['x', '(', 'y', '-', 'z', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN']",0
SCAL,"['\\frac', '{', 'x', '-', '9', '}', '{', 'x', '-', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']",0
SCAL,"['\\frac', '{', '3', '}', '{', '4', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",0
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '+', '3', '}', '{', 'x', '-', '1', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']",0
FUNC,"['f', '(', 'x', ')', '=', 'e', '(', 'x', ')', '+', 'o', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",0
SCAL,"['n', '^', '2', '+', '4', 'n', '-', '8']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['v', '/', 'm']","['mp', '__ANON_1', 'DIV', '__ANON_1']",0
SCAL,"['b', '^', '2', '-', 'b']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1']",0
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', 'p']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', '__ANON_1']",0
SCAL,"['\\frac', '{', '2', '}', '{', '1', '5', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE']",0
SCAL,"['2', '3', '0', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",0
SCAL,"['3', '7']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
FUNC,"['f', '(', 'x', ',', 'y', ')', '=', 'y', '^', '4', '-', '8', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",0
SCAL,"['9', '9', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",0
SCAL,"['4', '7', '0', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",0
SCAL,"['1', '0', '^', '4']","['exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3']",0
SCAL,"['x', '^', '2', '+', 'y', '^', '2']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",0
FUNC,"['g', '\\colon', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",0
SCAL,"['\\frac', '{', 'n', '(', 'n', '+', '1', ')', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', 'n', '-', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['3', '8', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",0
SCAL,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",0
SCAL,"['\\frac', '{', 'a', '^', '3', '+', 'a', 'b', '+', 'a', '^', '2', '-', 'b', '}', '{', 'a', '^', '3', '+', 'a', 'b', '+', 'a', '^', '2', '+', 'b', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'ADD', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_BRACE']",0
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",0
FUNC,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2', '+', 'b', 'x', '+', 'c']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']",0
SCAL,"['n', '^', '6', '+', 'n', '^', '4', '+', '1']","['additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3']",0
SCAL,"['9', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
SCAL,"['a', '/', 'b']","['mp', '__ANON_1', 'DIV', '__ANON_1']",0
SCAL,"['a', 'b', 'c', '(', 'a', '+', 'b', '+', 'c', ')']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'additive', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'ADD', '__ANON_1', 'R_PAREN']",0
SCAL,"['-', '2']","['unary', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['3', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '2', '^', 'x', '-', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",0
FUNC,"['s', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",0
SET,"['\\{', 'a', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",0
SCAL,"['1', '0', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",0
SCAL,"['a', '^', '{', '2', '0', '2', '1', '}', '+', 'b', '^', '{', '2', '0', '2', '1', '}', '+', 'c', '^', '{', '2', '0', '2', '1', '}']","['additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'ADD', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'ADD', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']",0
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",0
SET,"['\\mathbb', 'R']","['SET_FAT', '__ANON_0']",0
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",0
SCAL,"['8', '0', '6', '8']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",0
SCAL,"['-', '1', '0']","['unary', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
FUNC,"['f', '(', 't', ')', '=', '-', 't', '^', '2', '+', '2', '5', 't', '+', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', 'SUB', 'unary', 'expr_atom', 'number', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']",0
SCAL,"['-', '2']","['unary', 'SUB', 'expr_atom', '__ANON_3']",0
SCAL,"['-', '3', '\\cdot', '2', '^', '2']","['mp', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'CMD_CDOT', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3']",0
SCAL,"['a', '+', 'b', 'i']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']",0
FUNC,"['f', '(', 'x', ')', '=', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', '__ANON_1']",0
SCAL,"['1', '0', '2', '3', '4', '5', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",0
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
SCAL,"['s', '^', '3', '+', 't', '^', '3']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",0
SCAL,"['x', '^', 'n']","['exp', '__ANON_1', 'CARET', '__ANON_1']",0
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', 's', 'i', 'n', '(', '\\frac', '{', '1', '}', '{', 'x', '}', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE', 'R_PAREN']",0
SCAL,"['3', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
FUNC,"['g', '(', 'x', ',', 'y', ',', 'z', ')', '=', 'x', '^', '2', '+', 'y', '^', '2', '+', '2', 'z', '^', '2', '-', '6']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3']",0
FUNC,"['f', '(', 'x', ')', '=', 'a', '^', 'x', '+', 'a', '^', '{', '\\frac', '{', '1', '}', '{', 'x', '}', '}', '-', 'b']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'ADD', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE', 'R_BRACE', 'SUB', '__ANON_1']",0
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",0
FUNC,"['g', '\\colon', 'T', '\\to', 'U']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",0
SCAL,"['4', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",0
SCAL,"['w', '^', '4']","['exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']",0
