fid,mtype,exprstr,mention,tags
632f833f837ac920af66ab57_f_1_0_0,FUNC,\cos(x)=1,,"['ordinary-differential-equations', 'trigonometry', 'dynamical-systems', 'supremum-and-infimum']"
6327106606a69a3f488da641_f_1_1_0,SCAL,e(x),,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
6327106606a69a3f488da641_f_1_5_0,FUNC,n,,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
632f833f837ac920af66ab57_f_1_7_0,SCAL,1,,"['ordinary-differential-equations', 'trigonometry', 'dynamical-systems', 'supremum-and-infimum']"
6327106606a69a3f488da641_f_2_3_0,FUNC,n,odd degree,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
632f833f837ac920af66ab57_f_1_10_0,SCAL,2,,"['ordinary-differential-equations', 'trigonometry', 'dynamical-systems', 'supremum-and-infimum']"
6327106606a69a3f488da641_f_2_4_0,FUNC,n,even degree,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
632f833f837ac920af66ab57_f_2_0_0,FUNC,m,integers,"['ordinary-differential-equations', 'trigonometry', 'dynamical-systems', 'supremum-and-infimum']"
632f833f837ac920af66ab57_f_2_1_0,FUNC,n,,"['ordinary-differential-equations', 'trigonometry', 'dynamical-systems', 'supremum-and-infimum']"
6327106606a69a3f488da641_f_2_7_0,FUNC,n,,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
6327106606a69a3f488da641_f_2_8_0,SCAL,n+2,,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
632f833f837ac920af66ab57_f_2_6_0,SET,"(0,1)",,"['ordinary-differential-equations', 'trigonometry', 'dynamical-systems', 'supremum-and-infimum']"
632f833f837ac920af66ab57_f_2_7_0,FUNC,n,,"['ordinary-differential-equations', 'trigonometry', 'dynamical-systems', 'supremum-and-infimum']"
6327106606a69a3f488da641_f_2_18_0,FUNC,n,,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
6327106606a69a3f488da641_f_2_23_0,FUNC,n,,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
6327106606a69a3f488da641_f_2_28_0,FUNC,n,,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
6327106606a69a3f488da641_f_2_31_0,FUNC,n,,"['calculus', 'integration', 'trigonometry', 'recurrence-relations', 'reduction-formula']"
632f833f837ac920af66ac11_f_0_1_0,FUNC,f,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
632f833f837ac920af66ac11_f_2_0_0,SCAL,f(x),The function,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
632f833f837ac920af66ac11_f_2_1_0,FUNC,T,period,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
632f833f837ac920af66ac11_f_2_3_0,FUNC,T,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
632f833f837ac920af66ac11_f_2_4_0,FUNC,x,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
6327106606a69a3f488da647_f_1_0_0,SCAL,2 ,,['trigonometry']
632f833f837ac920af66ac11_f_2_7_0,FUNC,T,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
6327106606a69a3f488da647_f_1_1_0,SCAL,5 ,* f_1_0_0,['trigonometry']
632f833f837ac920af66ac11_f_2_8_0,FUNC,x,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
6327106606a69a3f488da647_f_1_2_0,SCAL,2 ,,['trigonometry']
6327106606a69a3f488da647_f_1_3_0,SCAL,2 ,,['trigonometry']
6327106606a69a3f488da647_f_1_4_0,FUNC,y,,['trigonometry']
6327106606a69a3f488da647_f_1_5_0,FUNC,x,,['trigonometry']
6327106606a69a3f488da647_f_1_6_0,SCAL,2 ,,['trigonometry']
632f833f837ac920af66ac11_f_5_1_0,FUNC,z,zero,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
632f833f837ac920af66ac11_f_5_5_0,SCAL,0,zero,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
632f833f837ac920af66ac11_f_5_6_0,FUNC,T,which,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
6327106606a69a3f488da65d_f_0_2_0,SCAL,45,angles,"['calculus', 'geometry', 'algebra-precalculus', 'trigonometry']"
6327106606a69a3f488da65d_f_0_3_0,SCAL,w/h,,"['calculus', 'geometry', 'algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ac11_f_5_8_0,FUNC,h,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
6327106606a69a3f488da65d_f_0_6_0,SCAL,45,,"['calculus', 'geometry', 'algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ac11_f_5_12_0,FUNC,k,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
6327106606a69a3f488da65d_f_0_9_0,FUNC,x,,"['calculus', 'geometry', 'algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ac11_f_5_15_0,FUNC,l,some integer,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
6327106606a69a3f488da65d_f_0_10_0,FUNC,a,,"['calculus', 'geometry', 'algebra-precalculus', 'trigonometry']"
632f833f837ac920af66ac11_f_6_1_0,FUNC,T,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
632f833f837ac920af66ac11_f_6_4_0,SCAL,0,,"['real-analysis', 'functions', 'trigonometry', 'proof-writing', 'periodic-functions']"
6327106606a69a3f488da65d_f_0_20_0,SCAL,2,,"['calculus', 'geometry', 'algebra-precalculus', 'trigonometry']"
6327106606a69a3f488da662_f_3_0_0,SCAL,0,,"['calculus', 'limits', 'trigonometry']"
6327106606a69a3f488da662_f_3_2_0,FUNC,x,,"['calculus', 'limits', 'trigonometry']"
6327106606a69a3f488da662_f_3_4_0,SCAL,0,,"['calculus', 'limits', 'trigonometry']"
6327106606a69a3f488da662_f_3_6_0,FUNC,x,,"['calculus', 'limits', 'trigonometry']"
6327106606a69a3f488da662_f_3_7_0,SCAL,0,f_3_6_0   approaches,"['calculus', 'limits', 'trigonometry']"
6327106606a69a3f488da662_f_3_9_0,SCAL,0,,"['calculus', 'limits', 'trigonometry']"
6327106606a69a3f488da6bb_f_0_10_0,SCAL,0 ,that   f_0_0 _ f_0_10_0,['trigonometry']
632f833f837ac920af66ac94_f_0_3_0,SCAL,0,the equation,['trigonometry']
6327106606a69a3f488da6bb_f_0_11_0,FUNC,a,a multiple,['trigonometry']
6327106606a69a3f488da6bb_f_0_12_0,SCAL,90 ,a multiple,['trigonometry']
6327106606a69a3f488da6bb_f_0_13_0,SCAL,4 ,f_0_12_0 degrees,['trigonometry']
6327106606a69a3f488da6bb_f_2_1_0,FUNC,x,an odd multiple,['trigonometry']
6327106606a69a3f488da6bb_f_2_4_0,SCAL,0,,['trigonometry']
6327106606a69a3f488da6bb_f_2_5_0,SCAL,4x,a multiple,['trigonometry']
632f833f837ac920af66ac94_f_3_0_0,FUNC,u,,['trigonometry']
6327106606a69a3f488da6bb_f_3_2_0,FUNC,y,,['trigonometry']
6327106606a69a3f488da6bb_f_3_3_0,SCAL,2,,['trigonometry']
632f833f837ac920af66ac94_f_3_3_0,FUNC,t,,['trigonometry']
6327106606a69a3f488da6bb_f_3_4_0,FUNC,x,,['trigonometry']
6327106606a69a3f488da6bb_f_3_5_0,FUNC,f,,['trigonometry']
632f833f837ac920af66ac94_f_3_5_0,SCAL,4,,['trigonometry']
6327106606a69a3f488da6bb_f_3_6_0,SCAL,0,,['trigonometry']
6327106606a69a3f488da6bb_f_3_7_0,SCAL,2,,['trigonometry']
632f833f837ac920af66ac94_f_3_7_0,SCAL,1,,['trigonometry']
6327106606a69a3f488da6bb_f_3_8_0,SCAL,0,,['trigonometry']
6327106606a69a3f488da6bb_f_3_9_0,SCAL,1,,['trigonometry']
6327106606a69a3f488da6bb_f_3_11_0,SCAL,0,,['trigonometry']
6327106606a69a3f488da6bb_f_3_12_0,SCAL,1,,['trigonometry']
632f833f837ac920af66acc4_f_0_0_0,FUNC,x,,['trigonometry']
6327106606a69a3f488da6bb_f_3_15_0,SCAL,3,,['trigonometry']
6327106606a69a3f488da6bb_f_3_18_0,SCAL,4,,['trigonometry']
632f833f837ac920af66acc4_f_2_2_0,SCAL,1 ,,['trigonometry']
6327106606a69a3f488da6bb_f_3_21_0,SCAL,2,,['trigonometry']
632f833f837ac920af66acc4_f_2_4_0,SCAL,-1,,['trigonometry']
632f833f837ac920af66acc4_f_2_5_0,FUNC,x,,['trigonometry']
6327106606a69a3f488da6bb_f_3_29_0,SCAL,5,,['trigonometry']
6327106606a69a3f488da6bb_f_3_37_0,FUNC,P,period,['trigonometry']
632f833f837ac920af66acc4_f_3_13_0,FUNC,x,,['trigonometry']
6327106606a69a3f488da6bb_f_3_39_0,FUNC,x,,['trigonometry']
6327106606a69a3f488da6bb_f_3_41_0,FUNC,x,,['trigonometry']
6327106606a69a3f488da6bb_f_3_47_0,FUNC,P,period,['trigonometry']
6327106606a69a3f488da6e4_f_0_0_0,FUNC,x,,"['trigonometry', 'closed-form', 'transcendental-equations']"
6327106606a69a3f488da6e4_f_0_1_0,SCAL,0.739085,,"['trigonometry', 'closed-form', 'transcendental-equations']"
6327106606a69a3f488da6e4_f_1_1_0,FUNC,g,,"['trigonometry', 'closed-form', 'transcendental-equations']"
6327106606a69a3f488da6e4_f_1_2_0,FUNC,g(x)=0,,"['trigonometry', 'closed-form', 'transcendental-equations']"
632f833f837ac920af66ad2c_f_0_11_0,SCAL,(1),formula,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_0_14_0,FUNC,p,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da6e4_f_3_0_0,FUNC,\cos(x)=x,,"['trigonometry', 'closed-form', 'transcendental-equations']"
632f833f837ac920af66ad2c_f_1_4_0,SCAL,27,this relation modulo   f_1_4_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da6e7_f_0_0_0,FUNC,A,a rectangle,"['geometry', 'trigonometry']"
6327106606a69a3f488da6e7_f_0_1_0,FUNC,B,another rectangle,"['geometry', 'trigonometry']"
6327106606a69a3f488da6e7_f_0_2_0,FUNC,A,,"['geometry', 'trigonometry']"
6327106606a69a3f488da6e7_f_0_3_0,FUNC,B,,"['geometry', 'trigonometry']"
632f833f837ac920af66ad2c_f_1_9_0,FUNC,w,an integer,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_1_10_0,FUNC,p,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da6e7_f_0_4_0,FUNC,A,,"['geometry', 'trigonometry']"
6327106606a69a3f488da6e7_f_0_5_0,FUNC,B,,"['geometry', 'trigonometry']"
6327106606a69a3f488da6e7_f_0_6_0,FUNC,B,,"['geometry', 'trigonometry']"
632f833f837ac920af66ad2c_f_1_12_0,FUNC,n,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da6e7_f_0_7_0,FUNC,A,,"['geometry', 'trigonometry']"
6327106606a69a3f488da6e7_f_0_8_0,FUNC,B,,"['geometry', 'trigonometry']"
6327106606a69a3f488da6e7_f_0_9_0,FUNC,A,,"['geometry', 'trigonometry']"
6327106606a69a3f488da6e7_f_0_10_0,FUNC,B,,"['geometry', 'trigonometry']"
632f833f837ac920af66ad2c_f_1_18_0,FUNC,x,a root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_1_20_0,FUNC,v,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_1_21_0,FUNC,v,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_1_26_0,SCAL,p^2,this lattice,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da70c_f_0_3_0,SCAL,1 ,,"['calculus', 'integration', 'trigonometry', 'definite-integrals']"
632f833f837ac920af66ad2c_f_1_29_0,FUNC,p,conductor,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da70c_f_0_4_0,SCAL,1 ,,"['calculus', 'integration', 'trigonometry', 'definite-integrals']"
632f833f837ac920af66ad2c_f_1_30_0,FUNC,H,the unique subgroup,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_1_31_0,SCAL,3,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_1_35_0,FUNC,K,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_2_0,SCAL,4p^2,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_3_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_4_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_5_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_6_0,SCAL,1 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_7_0,SCAL,7 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_8_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_9_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_10_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_11_0,SCAL,4 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_12_0,SCAL,1 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_13_0,SCAL,13 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_14_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_15_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_16_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da757_f_1_1_0,FUNC,a,,['trigonometry']
632f833f837ac920af66ad2c_f_2_17_0,SCAL,6 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da757_f_1_2_0,FUNC,b,,['trigonometry']
632f833f837ac920af66ad2c_f_2_18_0,SCAL,7 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da757_f_1_3_0,FUNC,b,,['trigonometry']
632f833f837ac920af66ad2c_f_2_19_0,SCAL,19 ,p    f_2_19_0 p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da757_f_1_4_0,FUNC,a,,['trigonometry']
632f833f837ac920af66ad2c_f_2_20_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_21_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da757_f_1_6_0,FUNC,a,,['trigonometry']
632f833f837ac920af66ad2c_f_2_22_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da757_f_1_7_0,SCAL,2x,,['trigonometry']
632f833f837ac920af66ad2c_f_2_23_0,SCAL,10 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_24_0,SCAL,8 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_25_0,SCAL,31 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_26_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da757_f_1_11_0,SCAL,5 ,,['trigonometry']
632f833f837ac920af66ad2c_f_2_27_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_28_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_29_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_30_0,SCAL,12 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_31_0,SCAL,11 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_32_0,SCAL,37 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_33_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_34_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da75d_f_1_0_0,FUNC,\sin,,['trigonometry']
632f833f837ac920af66ad2c_f_2_35_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da75d_f_1_1_0,FUNC,\cos,,['trigonometry']
632f833f837ac920af66ad2c_f_2_36_0,SCAL,14 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_37_0,SCAL,8 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_38_0,SCAL,43 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_39_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_40_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da75d_f_1_6_0,FUNC,A,some clever choice,['trigonometry']
632f833f837ac920af66ad2c_f_2_41_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_42_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_43_0,SCAL,20 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da75d_f_1_9_0,SCAL,1 ,,['trigonometry']
632f833f837ac920af66ad2c_f_2_44_0,SCAL,9 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da75d_f_2_0_0,FUNC,\cos,,['trigonometry']
632f833f837ac920af66ad2c_f_2_45_0,SCAL,61 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da75d_f_2_1_0,FUNC,\sin,,['trigonometry']
632f833f837ac920af66ad2c_f_2_46_0,SCAL,2 ,   p    f_2_45_0 p.root    f_2_46_0 exps,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_47_0,SCAL,2 ,d,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7a4_f_1_0_0,FUNC,B,,"['trigonometry', 'physics']"
632f833f837ac920af66ad2c_f_2_48_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_49_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7a4_f_1_1_0,FUNC,t,time,"['trigonometry', 'physics']"
632f833f837ac920af66ad2c_f_2_50_0,SCAL,22 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_51_0,SCAL,5 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_52_0,SCAL,67 ,p,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7a4_f_1_4_0,FUNC,B,,"['trigonometry', 'physics']"
632f833f837ac920af66ad2c_f_2_53_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_54_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7a4_f_1_6_0,FUNC,B,,"['trigonometry', 'physics']"
632f833f837ac920af66ad2c_f_2_55_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_56_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_57_0,SCAL,24 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_58_0,SCAL,27 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_59_0,SCAL,73 ,p.root,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_60_0,SCAL,5 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_61_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_62_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_0_5_0,SCAL,4,radius   f_0_5_0   units,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_63_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_64_0,SCAL,26 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_65_0,SCAL,41 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_66_0,SCAL,79 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_67_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_1_3_0,SCAL,dv,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_68_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_69_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_70_0,SCAL,32 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_71_0,SCAL,79 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_72_0,SCAL,97 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_73_0,SCAL,5 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_74_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_75_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_76_0,SCAL,34 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_77_0,SCAL,61 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_78_0,SCAL,103 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_1_14_0,FUNC,I,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_79_0,SCAL,5 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_80_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_81_0,SCAL,3 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_2_0,FUNC,R,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_82_0,SCAL,2 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_3_0,FUNC,R,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_83_0,SCAL,36 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_84_0,SCAL,4 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_5_0,SCAL,dw,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_85_0,SCAL,109 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
632f833f837ac920af66ad2c_f_2_86_0,SCAL,6 ,,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_7_0,SCAL,4,,"['calculus', 'trigonometry', 'circles', 'integration']"
632f833f837ac920af66ad2c_f_2_87_0,SCAL,4 ,d = 2^ f_2_87_0,"['trigonometry', 'roots', 'closed-form', 'roots-of-unity', 'cubics']"
6327106606a69a3f488da7f5_f_2_8_0,FUNC,R,,"['calculus', 'trigonometry', 'circles', 'integration']"
