fid,mtype,exprstr,mention,tags
6327106306a69a3f488d81a3_f_0_24_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_25_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_26_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_28_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_29_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_30_0,SCAL,2 ,my part,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_31_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_32_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_33_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_0_34_0,FUNC,X,the power set,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81a3_f_2_0_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_23_0,SCAL,0 ,f_0_0,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_1_0,FUNC,X,a complete lattice,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_2_0,FUNC,X,a topological space,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_4_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_5_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_6_0,SCAL,1 ,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_7_0,FUNC,X,topological,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_8_0,SCAL,1 ,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_9_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_10_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_11_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_0_16_0,FUNC,X,a topological space,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_0_0,FUNC,X,a complete lattice,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_5_0,SCAL,1,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_6_0,SCAL,1,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_11_0,FUNC,z,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_15_0,FUNC,x,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_16_0,FUNC,y,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_17_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_18_0,FUNC,x,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_19_0,FUNC,y,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_22_0,FUNC,X,ordered,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_23_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_25_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_26_0,FUNC,U,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_27_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_28_0,FUNC,K,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_35_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_36_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_38_0,FUNC,U,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_39_0,FUNC,V,neighborhoods,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_40_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_41_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_42_0,FUNC,U,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_44_0,FUNC,V,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_46_0,FUNC,K,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_51_0,FUNC,V,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_52_0,FUNC,V,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_53_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_54_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_56_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_58_0,FUNC,M,the limits,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_59_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_60_0,FUNC,V,an open neighborhood,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_61_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_63_0,FUNC,U,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_64_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_67_0,FUNC,K,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_74_0,FUNC,U,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_75_0,FUNC,V,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_76_0,FUNC,V,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_77_0,FUNC,U,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_79_0,FUNC,V,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_80_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_81_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_82_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_83_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_85_0,SCAL,3 ,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_93_0,FUNC,m,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_100_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_107_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_108_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_111_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_112_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_115_0,FUNC,U,an open neighborhood,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_118_0,FUNC,U,an interval,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_119_0,FUNC,L,an interval,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_120_0,FUNC,K,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_124_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_125_0,FUNC,H,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_128_0,FUNC,k,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_130_0,FUNC,U,the interval,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_131_0,FUNC,U,the interval,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_132_0,FUNC,U,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_134_0,FUNC,U,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_136_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_138_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_139_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_140_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_141_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_142_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_154_0,FUNC,x,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_155_0,FUNC,x,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_156_0,FUNC,x,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_157_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_158_0,FUNC,M,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_159_0,FUNC,x,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_162_0,FUNC,L,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_167_0,FUNC,X,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_168_0,SCAL,1,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_169_0,SET,\{1\},converging subsequences,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_170_0,FUNC,X,the space,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81ad_f_1_171_0,SCAL,1 ,,"['general-topology', 'elementary-set-theory', 'order-theory', 'lattice-orders', 'limsup-and-liminf']"
6327106306a69a3f488d81cc_f_0_0_0,FUNC,y,His definition,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_2_0,FUNC,y,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_3_0,FUNC,y,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_5_0,SCAL,19 ,"The following , question   f_0_5_0","['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_6_0,SCAL,5 ,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_7_0,FUNC,p,rational,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_8_0,FUNC,x,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_9_0,FUNC,q,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_10_0,FUNC,x,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_13_0,FUNC,x,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_14_0,FUNC,p,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_16_0,FUNC,x,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_19_0,FUNC,p,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_20_0,FUNC,q,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_21_0,SCAL,p+q,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_0_22_0,FUNC,x,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_1_0_0,FUNC,n,an integer,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_1_4_0,FUNC,m,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_1_8_0,FUNC,k,some integer,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_1_10_0,FUNC,m,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81cc_f_1_12_0,FUNC,k,,"['real-analysis', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_0_0_0,SET,"(0,1)",the open unit interval,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_0_3_0,FUNC,P,,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_0_4_0,FUNC,P,its projection,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_0_5_0,SET,"(0,1)",the open unit interval,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_1_1_0,SET,"(0,1)",,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_2_0_0,SCAL,(1/x)-2,,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_2_1_0,SET,"(0,1/2]",,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_2_3_0,SET,"(1/2,1)",,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d81f1_f_3_0_0,SCAL,1 ,,"['functions', 'elementary-set-theory']"
6327106306a69a3f488d8208_f_0_0_0,FUNC,A,,['elementary-set-theory']
6327106306a69a3f488d8208_f_0_1_0,FUNC,B,,['elementary-set-theory']
6327106306a69a3f488d8208_f_0_9_0,FUNC,A,a set   f_0_9_0   finite,['elementary-set-theory']
6327106306a69a3f488d8208_f_0_11_0,FUNC,n,some natural number,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_0_0,FUNC,A,an arbitrary finite,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_1_0,FUNC,B,,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_2_0,FUNC,B,finite,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_3_0,FUNC,B,,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_5_0,FUNC,n,minimal,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_6_0,FUNC,n,,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_8_0,FUNC,B,,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_11_0,FUNC,n,,['elementary-set-theory']
6327106306a69a3f488d8208_f_3_13_0,FUNC,n,,['elementary-set-theory']
6327106306a69a3f488d8242_f_0_0_0,FUNC,A,,['elementary-set-theory']
6327106306a69a3f488d8242_f_0_1_0,FUNC,B,,['elementary-set-theory']
6327106306a69a3f488d8242_f_0_2_0,SET,A \cup B,,['elementary-set-theory']
6327106306a69a3f488d8242_f_0_3_0,SET,A \cap B,,['elementary-set-theory']
6327106306a69a3f488d8242_f_1_0_0,SCAL,16,,['elementary-set-theory']
6327106306a69a3f488d8258_f_2_11_0,SET,"\{0,1\}",,"['elementary-set-theory', 'cardinals']"
6327106306a69a3f488d8258_f_2_13_0,SET,"\{0,1\}",,"['elementary-set-theory', 'cardinals']"
6327106306a69a3f488d8273_f_3_4_0,FUNC,x,,['elementary-set-theory']
6327106306a69a3f488d8273_f_3_5_0,SET,A \cap B,,['elementary-set-theory']
6327106306a69a3f488d8273_f_3_10_0,FUNC,x,,['elementary-set-theory']
6327106306a69a3f488d8273_f_3_11_0,SET, A \cap B,,['elementary-set-theory']
6327106306a69a3f488d8273_f_5_0_0,FUNC,X,a universe,['elementary-set-theory']
6327106306a69a3f488d827e_f_0_1_0,FUNC,n,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_0_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_7_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_10_0,FUNC,I,an index,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_21_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_26_0,FUNC,D,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_38_0,FUNC,D,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_41_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_46_0,SCAL,2 ,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_49_0,SET,A\times A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_51_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_56_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_58_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_63_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_67_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d827e_f_2_68_0,FUNC,A,,"['elementary-set-theory', 'relations', 'cardinals']"
6327106306a69a3f488d829d_f_0_2_0,FUNC,E,,"['sequences-and-series', 'elementary-set-theory', 'intuition']"
6327106306a69a3f488d829d_f_0_3_0,FUNC,E,the sequence,"['sequences-and-series', 'elementary-set-theory', 'intuition']"
6327106306a69a3f488d829d_f_1_1_0,FUNC,k,,"['sequences-and-series', 'elementary-set-theory', 'intuition']"
6327106306a69a3f488d829d_f_3_0_0,FUNC,A,,"['sequences-and-series', 'elementary-set-theory', 'intuition']"
6327106306a69a3f488d829d_f_3_1_0,FUNC,B,,"['sequences-and-series', 'elementary-set-theory', 'intuition']"
6327106306a69a3f488d829d_f_3_3_0,FUNC,n,,"['sequences-and-series', 'elementary-set-theory', 'intuition']"
6327106306a69a3f488d829d_f_3_7_0,FUNC,n,,"['sequences-and-series', 'elementary-set-theory', 'intuition']"
6327106306a69a3f488d829d_f_3_10_0,FUNC,m,,"['sequences-and-series', 'elementary-set-theory', 'intuition']"
6327106306a69a3f488d82a4_f_1_1_0,SET,E \cap F,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_1_2_0,FUNC,U,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_1_0,SCAL,150 ,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_2_0,SCAL,90 ,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_3_0,SCAL,75 ,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_4_0,SCAL,80 ,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_5_0,SCAL,45 ,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_6_0,SCAL,35 ,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_7_0,SCAL,175 ,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_9_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_14_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_15_0,SCAL,10,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_16_0,FUNC,E,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_17_0,FUNC,F,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_19_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_20_0,SCAL,35,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_21_0,FUNC,E,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_22_0,FUNC,F,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_26_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_27_0,SCAL,25,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_28_0,FUNC,F,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_29_0,FUNC,E,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_31_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_32_0,SCAL,20,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_33_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_34_0,FUNC,E,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_35_0,FUNC,F,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_37_0,FUNC,E,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_38_0,SCAL,10,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_39_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_40_0,FUNC,F,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_41_0,SCAL,35,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_42_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_43_0,FUNC,F,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_44_0,SCAL,15,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_45_0,FUNC,F,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_46_0,FUNC,M,,['elementary-set-theory']
6327106306a69a3f488d82a4_f_2_47_0,SCAL,15,,['elementary-set-theory']
