fid,mtype,exprstr,mention,tags,tokens,type_tokens
632f7c4e837ac920af661c2f_f_0_0_0,SET,\mathbb R^2,,"['linear-algebra', 'matrices', 'trigonometry', 'linear-transformations', 'reflection']","['\\mathbb', 'R', '^', '2']","['set_expr', 'SET_FAT', '__ANON_0', 'CARET', '__ANON_3']"
632f7c4e837ac920af661c79_f_1_4_0,SCAL,\dfrac{1+4k}{2},,"['real-analysis', 'trigonometry', 'analytic-number-theory']","['\\dfrac', '{', '1', '+', '4', 'k', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fb211837ac920af6af674_f_3_13_0,SCAL,3 \times 19,degree   f_3_13_0,"['calculus', 'multivariable-calculus', 'trigonometry', 'classical-mechanics', 'projectile-motion']","['3', '\\times', '19']","['mp', 'expr_atom', '__ANON_3', 'CMD_TIMES', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']"
632ff017837ac920af70f01f_f_1_31_0,SET,\mathbb{C}^2,,"['trigonometry', 'quaternions']","['\\mathbb{C}', '^', '2']","['set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3']"
632fb211837ac920af6af674_f_3_36_0,SCAL,(x-d)^2 + ((-ax^2+bx)-r)^2 - r^2,the expression,"['calculus', 'multivariable-calculus', 'trigonometry', 'classical-mechanics', 'projectile-motion']","['(', 'x', '-', 'd', ')', '^', '2', '+', '(', '(', '-', 'a', 'x', '^', '2', '+', 'b', 'x', ')', '-', 'r', ')', '^', '2', '-', 'r', '^', '2']","['additive', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'exp', 'group', 'L_PAREN', 'additive', 'group', 'L_PAREN', 'additive', 'unary', 'SUB', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', '__ANON_1', 'R_PAREN', 'SUB', '__ANON_1', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']"
632fb211837ac920af6af674_f_3_46_0,SCAL,x^2 - 2dx +2d(d-r),,"['calculus', 'multivariable-calculus', 'trigonometry', 'classical-mechanics', 'projectile-motion']","['x', '^', '2', '-', '2', 'd', 'x', '+', '2', 'd', '(', 'd', '-', 'r', ')']","['additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN']"
632fb211837ac920af6af674_f_3_53_0,SCAL,(d-r)^2d^2(2d^4-6d^3r+6d^2r^2-8dr^3+9r^4)(2d^4-6d^3r+6d^2r^2-4dr^3+r^4),,"['calculus', 'multivariable-calculus', 'trigonometry', 'classical-mechanics', 'projectile-motion']","['(', 'd', '-', 'r', ')', '^', '2', 'd', '^', '2', '(', '2', 'd', '^', '4', '-', '6', 'd', '^', '3', 'r', '+', '6', 'd', '^', '2', 'r', '^', '2', '-', '8', 'd', 'r', '^', '3', '+', '9', 'r', '^', '4', ')', '(', '2', 'd', '^', '4', '-', '6', 'd', '^', '3', 'r', '+', '6', 'd', '^', '2', 'r', '^', '2', '-', '4', 'd', 'r', '^', '3', '+', 'r', '^', '4', ')']","['unary', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', '__ANON_1', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN', 'group', 'L_PAREN', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN']"
632fb211837ac920af6af674_f_5_21_0,SCAL,d^2\times (1)-(2),,"['calculus', 'multivariable-calculus', 'trigonometry', 'classical-mechanics', 'projectile-motion']","['d', '^', '2', '\\times', '(', '1', ')', '-', '(', '2', ')']","['additive', 'mp', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'CMD_TIMES', 'group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN', 'SUB', 'group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']"
632fb211837ac920af6af7d2_f_1_0_0,SCAL,\frac{2}{3},,"['calculus', 'trigonometry', 'barycentric-coordinates']","['\\frac', '{', '2', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fb211837ac920af6af7d2_f_1_1_0,SCAL,\frac{1}{3},,"['calculus', 'trigonometry', 'barycentric-coordinates']","['\\frac', '{', '1', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f7c4f837ac920af662168_f_0_2_0,FUNC,\sinh(x) = \frac{e^{x} - e^{-x}}{2},,['trigonometry'],"['\\sinh', '(', 'x', ')', '=', '\\frac', '{', 'e', '^', '{', 'x', '}', '-', 'e', '^', '{', '-', 'x', '}', '}', '{', '2', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', '__ANON_1', 'R_BRACE', 'SUB', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', '__ANON_1', 'R_BRACE', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f7c4f837ac920af662168_f_0_3_0,FUNC,\cosh(x) = \frac{e^{x} + e^{-x}}{2},,['trigonometry'],"['\\cosh', '(', 'x', ')', '=', '\\frac', '{', 'e', '^', '{', 'x', '}', '+', 'e', '^', '{', '-', 'x', '}', '}', '{', '2', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', '__ANON_1', 'R_BRACE', 'ADD', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', '__ANON_1', 'R_BRACE', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
6330264d837ac920af76cb4f_f_3_2_0,SCAL,(1-\frac {y^2}{2}),,"['calculus', 'limits', 'trigonometry']","['(', '1', '-', '\\frac', '{', 'y', '^', '2', '}', '{', '2', '}', ')']","['group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_PAREN']"
632fb211837ac920af6af976_f_0_2_0,FUNC,\tan(x)= \dfrac{1}{4},,['trigonometry'],"['\\tan', '(', 'x', ')', '=', '\\dfrac', '{', '1', '}', '{', '4', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632fb211837ac920af6af976_f_0_3_0,FUNC,\tan(y)= \dfrac{3}{5},,['trigonometry'],"['\\tan', '(', 'y', ')', '=', '\\dfrac', '{', '3', '}', '{', '5', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f7c4f837ac920af662303_f_2_9_0,SCAL,c^2 + s^2 - 1,,"['trigonometry', 'maxima-minima']","['c', '^', '2', '+', 's', '^', '2', '-', '1']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3']"
632ff017837ac920af70f2c2_f_3_45_0,SCAL,e^{i\cdot angle},,"['algebra-precalculus', 'trigonometry', 'complex-numbers']","['e', '^', '{', 'i', '\\cdot', 'a', 'n', 'g', 'l', 'e', '}']","['exp', '__ANON_1', 'CARET', 'L_BRACE', 'mp', '__ANON_1', 'CMD_CDOT', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', 'R_BRACE']"
6330264d837ac920af76cd09_f_3_6_0,SCAL, 2cos^4(x) ,,"['algebra-precalculus', 'trigonometry']","['2', 'c', 'o', 's', '^', '4', '(', 'x', ')']","['unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
6330264d837ac920af76cd09_f_3_7_0,SCAL, -2cos^4(x) ,,"['algebra-precalculus', 'trigonometry']","['-', '2', 'c', 'o', 's', '^', '4', '(', 'x', ')']","['unary', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
632ff017837ac920af70f370_f_1_4_0,SCAL,\frac{1}{2},some angle,"['algebra-precalculus', 'trigonometry', 'problem-solving', 'pi']","['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632ff017837ac920af70f387_f_0_0_0,SCAL,8^{\frac{1}{3}},,"['algebra-precalculus', 'trigonometry', 'complex-numbers', 'pi', 'cubics']","['8', '^', '{', '\\frac', '{', '1', '}', '{', '3', '}', '}']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE']"
632ff017837ac920af70f387_f_0_11_0,SCAL,8^{\frac{1}{3}},,"['algebra-precalculus', 'trigonometry', 'complex-numbers', 'pi', 'cubics']","['8', '^', '{', '\\frac', '{', '1', '}', '{', '3', '}', '}']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE']"
632ff017837ac920af70f387_f_0_12_0,SCAL,(8+i0)^{\frac{1}{3}},,"['algebra-precalculus', 'trigonometry', 'complex-numbers', 'pi', 'cubics']","['(', '8', '+', 'i', '0', ')', '^', '{', '\\frac', '{', '1', '}', '{', '3', '}', '}']","['exp', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'ADD', 'unary', '__ANON_1', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'L_BRACE', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE']"
632ff017837ac920af70f387_f_3_0_0,SCAL,8^{\frac{1}{3}},,"['algebra-precalculus', 'trigonometry', 'complex-numbers', 'pi', 'cubics']","['8', '^', '{', '\\frac', '{', '1', '}', '{', '3', '}', '}']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE']"
632ff017837ac920af70f406_f_0_0_0,SCAL,-8^{\frac{1}{3}},,"['algebra-precalculus', 'trigonometry', 'complex-numbers']","['-', '8', '^', '{', '\\frac', '{', '1', '}', '{', '3', '}', '}']","['unary', 'SUB', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'R_BRACE']"
6330264d837ac920af76cdd1_f_1_6_0,SCAL,3a^6+5a^5b-5a^4b^2-12a^3b^3-a^2b^4+7ab^5+3b^6+7a^5c+12a^4bc-5a^3b^2c-3a^2b^3c+12ab^4c+5b^5c-a^4c^2-3a^3bc^2-3a^2b^2c^2-5ab^3c^2-5b^4c^2-12a^3c^3-5a^2bc^3-3ab^2c^3-12b^3c^3-5a^2c^4+12abc^4-b^2c^4+5ac^5+7bc^5+3c^6,two variables,"['geometry', 'trigonometry', 'triangles']",COULD NOT TRANSFORM,COULD NOT TRANSFORM
632fb212837ac920af6afdf6_f_0_4_0,FUNC,\arcsin(y) = \frac{1}{x},,"['functions', 'trigonometry']","['\\arcsin', '(', 'y', ')', '=', '\\frac', '{', '1', '}', '{', 'x', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
632fb212837ac920af6afdf6_f_2_1_0,FUNC,g(x) = \frac{1}{x},,"['functions', 'trigonometry']","['g', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', 'x', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']"
632fb212837ac920af6afe18_f_0_16_0,SCAL,(90+0.067\cdot40)+(90+0.133\cdot40)+(90+0.200\cdot40)+(90+0.267\cdot40)+(90+0.333\cdot40),,"['trigonometry', 'summation', 'trigonometric-series']","['(', '90', '+', '0067', '\\cdot', '40', ')', '+', '(', '90', '+', '0133', '\\cdot', '40', ')', '+', '(', '90', '+', '0200', '\\cdot', '40', ')', '+', '(', '90', '+', '0267', '\\cdot', '40', ')', '+', '(', '90', '+', '0333', '\\cdot', '40', ')']","['additive', 'additive', 'group', 'L_PAREN', 'additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'ADD', 'mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'CMD_CDOT', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN', 'ADD', 'additive', 'group', 'L_PAREN', 'additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'ADD', 'mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'CMD_CDOT', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN', 'ADD', 'group', 'L_PAREN', 'additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'ADD', 'mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'CMD_CDOT', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN', 'ADD', 'additive', 'group', 'L_PAREN', 'additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'ADD', 'mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'CMD_CDOT', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN', 'ADD', 'group', 'L_PAREN', 'additive', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'ADD', 'mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'CMD_CDOT', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN']"
632ff017837ac920af70f504_f_0_11_0,FUNC,f(n) = \frac{1}{2},,"['general-topology', 'trigonometry', 'solution-verification']","['f', '(', 'n', ')', '=', '\\frac', '{', '1', '}', '{', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f7c50837ac920af662716_f_0_2_0,SCAL,0.15328786038074973385826057\cdots,,"['calculus', 'number-theory', 'trigonometry', 'transcendental-numbers']","['015328786038074973385826057', '\\cdot', 's']","['mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'CMD_CDOT', '__ANON_1']"
632ff017837ac920af70f504_f_0_15_0,SCAL,\frac{1}{2},,"['general-topology', 'trigonometry', 'solution-verification']","['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632ff017837ac920af70f504_f_0_16_0,SCAL,\frac{1}{2},,"['general-topology', 'trigonometry', 'solution-verification']","['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f7c50837ac920af6627da_f_0_5_0,SCAL,\dfrac{(n+1)!}{(n-1)!2!},,"['functions', 'trigonometry', 'complex-numbers']","['\\dfrac', '{', '(', 'n', '+', '1', ')', '!', '}', '{', '(', 'n', '-', '1', ')', '!', '2', '!', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'postfix', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'BANG', 'R_BRACE', 'L_BRACE', 'unary', 'postfix', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'BANG', 'postfix', 'expr_atom', '__ANON_3', 'BANG', 'R_BRACE']"
632f7c50837ac920af6627da_f_0_7_0,SCAL,\dfrac{n!}{(n-2)!2!},,"['functions', 'trigonometry', 'complex-numbers']","['\\dfrac', '{', 'n', '!', '}', '{', '(', 'n', '-', '2', ')', '!', '2', '!', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'postfix', '__ANON_1', 'BANG', 'R_BRACE', 'L_BRACE', 'unary', 'postfix', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'BANG', 'postfix', 'expr_atom', '__ANON_3', 'BANG', 'R_BRACE']"
632f7c50837ac920af6627da_f_1_9_0,SCAL,product for ,,"['functions', 'trigonometry', 'complex-numbers']","['p', 'r', 'o', 'd', 'u', 'c', 't', 'f', 'o', 'r']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
6330264e837ac920af76cf7b_f_2_7_0,SCAL,opposite/hypotenuse,the ratio   f_2_7_0,['trigonometry'],"['o', 'p', 'p', 'o', 's', 'i', 't', 'e', '/', 'h', 'y', 'p', 'o', 't', 'e', 'n', 'u', 's', 'e']","['mp', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', 'DIV', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632ff018837ac920af70f741_f_0_9_0,SCAL,\frac{12}{13},,"['geometry', 'trigonometry', 'euclidean-geometry', 'triangles']","['\\frac', '{', '12', '}', '{', '13', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE']"
632ff018837ac920af70f741_f_0_10_0,SCAL,\frac{3}{2},,"['geometry', 'trigonometry', 'euclidean-geometry', 'triangles']","['\\frac', '{', '3', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
6330264e837ac920af76cf7b_f_2_11_0,SCAL,adjacent / hypotenuse,hence the ratio   f_2_11_0,['trigonometry'],"['a', 'd', 'j', 'a', 'c', 'e', 'n', 't', '/', 'h', 'y', 'p', 'o', 't', 'e', 'n', 'u', 's', 'e']","['mp', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', 'DIV', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632f7c50837ac920af66281d_f_5_12_0,SCAL,\frac{1}{(1-\frac{s^2}{c})},,"['integration', 'trigonometry', 'hyperbolic-functions', 'trigonometric-integrals']","['\\frac', '{', '1', '}', '{', '(', '1', '-', '\\frac', '{', 's', '^', '2', '}', '{', 'c', '}', ')', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE', 'R_PAREN', 'R_BRACE']"
632f7c50837ac920af66281d_f_5_16_0,SCAL,\frac{1}{(1-p^2)},,"['integration', 'trigonometry', 'hyperbolic-functions', 'trigonometric-integrals']","['\\frac', '{', '1', '}', '{', '(', '1', '-', 'p', '^', '2', ')', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE']"
632f7c50837ac920af66281d_f_5_17_0,SCAL,tanh^{-1}(p),,"['integration', 'trigonometry', 'hyperbolic-functions', 'trigonometric-integrals']","['t', 'a', 'n', 'h', '^', '{', '-', '1', '}', '(', 'p', ')']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']"
6330264e837ac920af76d141_f_1_3_0,SCAL, could be larger or smaller than ,,['trigonometry'],"['c', 'o', 'u', 'l', 'd', 'b', 'e', 'l', 'a', 'r', 'g', 'e', 'r', 'o', 'r', 's', 'm', 'a', 'l', 'l', 'e', 'r', 't', 'h', 'a', 'n']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']"
632f7c50837ac920af662b20_f_1_3_0,SCAL,\frac{25}{2},,"['geometry', 'trigonometry', 'area']","['\\frac', '{', '25', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f7c50837ac920af662b3e_f_0_6_0,SCAL,1- 1/{x^2 +2},,"['algebra-precalculus', 'trigonometry']","['1', '-', '1', '/', '{', 'x', '^', '2', '+', '2', '}']","['additive', 'expr_atom', '__ANON_3', 'SUB', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'group', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']"
632f7c50837ac920af662b9c_f_0_4_0,FUNC,\sin(x) = -1,,['trigonometry'],"['\\sin', '(', 'x', ')', '=', '-', '1']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', 'SUB', 'expr_atom', '__ANON_3']"
632f7c50837ac920af662b9c_f_1_0_0,FUNC,\cos(x) = 0,,['trigonometry'],"['\\cos', '(', 'x', ')', '=', '0']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', '__ANON_3']"
