fid,mtype,exprstr,mention,tags,tokens,type_tokens
632f9726837ac920af68a0f8_f_2_5_0,FUNC,u,length,"['probability', 'euclidean-geometry']",['u'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7720_f_0_0_0,FUNC,M,the orthocenter,"['geometry', 'euclidean-geometry']",['M'],"['func_name', '__ANON_0']"
632f9726837ac920af68a0f8_f_2_9_0,FUNC,n,the whole polygon,"['probability', 'euclidean-geometry']",['n'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7720_f_0_2_0,FUNC,D,a point,"['geometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_0_5_0,FUNC,N,the orthocenter,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_0_7_0,FUNC,P,,"['geometry', 'euclidean-geometry']",['P'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_0_8_0,FUNC,Q,,"['geometry', 'euclidean-geometry']",['Q'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_0_12_0,FUNC,R,,"['geometry', 'euclidean-geometry']",['R'],"['func_name', '__ANON_0']"
632f9726837ac920af68a0f8_f_2_21_0,SET,"(r,0)",the point   f_2_21_0,"['probability', 'euclidean-geometry']","['(', 'r', ',', '0', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106b06a69a3f488de3ee_f_1_24_0,SCAL,(1),,"['reference-request', 'euclidean-geometry', 'proof-writing']","['(', '1', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106b06a69a3f488de3ee_f_1_25_0,SCAL,(1),,"['reference-request', 'euclidean-geometry', 'proof-writing']","['(', '1', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']"
632fc632837ac920af6d7720_f_1_2_0,FUNC,P,,"['geometry', 'euclidean-geometry']",['P'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de3ee_f_1_26_0,SCAL,(2),algebra,"['reference-request', 'euclidean-geometry', 'proof-writing']","['(', '2', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']"
632fc632837ac920af6d7720_f_1_3_0,FUNC,P,its center,"['geometry', 'euclidean-geometry']",['P'],"['func_name', '__ANON_0']"
632f9726837ac920af68a0f8_f_2_25_0,FUNC,r,distance,"['probability', 'euclidean-geometry']",['r'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de3ee_f_1_27_0,SCAL,(1),,"['reference-request', 'euclidean-geometry', 'proof-writing']","['(', '1', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']"
632fc632837ac920af6d7720_f_1_6_0,FUNC,M,the orthocenter,"['geometry', 'euclidean-geometry']",['M'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de3ee_f_1_31_0,FUNC,E,,"['reference-request', 'euclidean-geometry', 'proof-writing']",['E'],"['func_name', '__ANON_0']"
632f9726837ac920af68a0f8_f_2_30_0,SET,"(1,0)",,"['probability', 'euclidean-geometry']","['(', '1', ',', '0', ')']","['interval', 'L_PAREN', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
632f9726837ac920af68a0f8_f_2_33_0,FUNC,u,,"['probability', 'euclidean-geometry']",['u'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de409_f_0_0_0,SCAL,24,the perimeter,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['24'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
632f9726837ac920af68a0f8_f_2_34_0,FUNC,v,,"['probability', 'euclidean-geometry']",['v'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de409_f_0_1_0,SCAL,24,the area,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['24'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
6327106b06a69a3f488de409_f_0_6_0,FUNC,c,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['c'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de409_f_1_0_0,FUNC,a,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['a'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de409_f_1_1_0,FUNC,b,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['b'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7720_f_1_20_0,FUNC,B,,"['geometry', 'euclidean-geometry']",['B'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de409_f_1_2_0,FUNC,c,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['c'],"['func_name', '__ANON_1']"
632f9726837ac920af68a0f8_f_2_42_0,SET,"(r,0)",,"['probability', 'euclidean-geometry']","['(', 'r', ',', '0', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106b06a69a3f488de409_f_1_6_0,SCAL,(2),,"['algebra-precalculus', 'euclidean-geometry', 'triangles']","['(', '2', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']"
6327106b06a69a3f488de409_f_1_7_0,FUNC,c,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['c'],"['func_name', '__ANON_1']"
632f9726837ac920af68a0f8_f_3_0_0,FUNC,N,,"['probability', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de409_f_1_8_0,FUNC,a,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['a'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de409_f_1_9_0,FUNC,b,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['b'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7720_f_1_28_0,FUNC,D,,"['geometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de409_f_1_16_0,FUNC,a,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['a'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7720_f_1_34_0,FUNC,D,,"['geometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_37_0,FUNC,N,,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de409_f_1_24_0,SCAL,2,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['2'],"['expr_atom', '__ANON_3']"
632fc632837ac920af6d7720_f_1_46_0,FUNC,N,,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
632f9726837ac920af68a122_f_1_4_0,SET,"[0,3]",,"['geometry', 'euclidean-geometry']","['[', '0', ',', '3', ']']","['interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_BRACKET']"
632fc632837ac920af6d7720_f_1_50_0,FUNC,N,,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_51_0,FUNC,N,,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
632f9726837ac920af68a142_f_1_0_0,SCAL,4 ,3 - dimensional hypersurface,"['algebraic-topology', 'euclidean-geometry']",['4'],"['expr_atom', '__ANON_3']"
6327106b06a69a3f488de409_f_2_6_0,SCAL,48 ,ab= f_2_6_0,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['48'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3']"
632fc632837ac920af6d7720_f_1_52_0,FUNC,D,the complicated point,"['geometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
632f9726837ac920af68a142_f_1_1_0,FUNC,w,,"['algebraic-topology', 'euclidean-geometry']",['w'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7720_f_1_53_0,FUNC,N,,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de409_f_3_1_0,FUNC,A,,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de409_f_3_2_0,FUNC,a,the hypotenuse,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['a'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7720_f_1_56_0,FUNC,D,,"['geometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de409_f_3_4_0,FUNC,b,length,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['b'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7720_f_1_57_0,FUNC,N,,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de409_f_3_6_0,FUNC,c,length   f_3_6_0   units,"['algebra-precalculus', 'euclidean-geometry', 'triangles']",['c'],"['func_name', '__ANON_1']"
632f9726837ac920af68a142_f_2_7_0,FUNC,X,,"['algebraic-topology', 'euclidean-geometry']",['X'],"['func_name', '__ANON_0']"
632f9726837ac920af68a142_f_2_10_0,SET,S^1,,"['algebraic-topology', 'euclidean-geometry']","['S', '^', '1']","['set_expr', '__ANON_0', 'CARET', '__ANON_3']"
632f9726837ac920af68a142_f_2_11_0,FUNC,Y,,"['algebraic-topology', 'euclidean-geometry']",['Y'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_66_0,FUNC,N,,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_67_0,FUNC,D,,"['geometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_69_0,FUNC,A,,"['geometry', 'euclidean-geometry']",['A'],"['func_name', '__ANON_0']"
632f9726837ac920af68a193_f_0_0_0,SCAL,3 ,,['euclidean-geometry'],['3'],"['expr_atom', '__ANON_3']"
632fc632837ac920af6d7720_f_1_70_0,FUNC,C,,"['geometry', 'euclidean-geometry']",['C'],"['func_name', '__ANON_0']"
632f9726837ac920af68a193_f_0_1_0,SCAL,5 ,,['euclidean-geometry'],['5'],"['expr_atom', '__ANON_3']"
632f9726837ac920af68a193_f_0_2_0,SCAL,20 cm^2 ,,['euclidean-geometry'],"['20', 'c', 'm', '^', '2']","['unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_0_0_0,SCAL,1803 ,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['1803'],"['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']"
6327106b06a69a3f488de470_f_1_0_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_1_0,FUNC,O,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['O'],"['func_name', '__ANON_0']"
632f9726837ac920af68a1a4_f_0_0_0,SCAL,2 ,a relationship,"['intuition', 'euclidean-geometry']",['2'],"['expr_atom', '__ANON_3']"
632f9726837ac920af68a229_f_1_0_0,SCAL,5 ,,"['euclidean-geometry', 'education', 'calculus-of-variations']",['5'],"['expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_3_0,FUNC,B,the circle,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['B'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_4_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_5_0,FUNC,P,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['P'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_80_0,FUNC,Q,the center,"['geometry', 'euclidean-geometry']",['Q'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_7_0,FUNC,M,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['M'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_82_0,FUNC,Q,,"['geometry', 'euclidean-geometry']",['Q'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_8_0,FUNC,R,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['R'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_83_0,FUNC,Q,the point   f_1_83_0,"['geometry', 'euclidean-geometry']",['Q'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_9_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_84_0,FUNC,M,,"['geometry', 'euclidean-geometry']",['M'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_11_0,FUNC,C,the circle,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['C'],"['func_name', '__ANON_0']"
632f9726837ac920af68a241_f_0_7_0,SCAL,0,,"['real-analysis', 'general-topology', 'euclidean-geometry', 'manifolds', 'fixed-point-theorems']",['0'],"['expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_12_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_13_0,FUNC,B,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['B'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_88_0,FUNC,M,,"['geometry', 'euclidean-geometry']",['M'],"['func_name', '__ANON_0']"
632f9726837ac920af68a241_f_1_2_0,FUNC,i,,"['real-analysis', 'general-topology', 'euclidean-geometry', 'manifolds', 'fixed-point-theorems']",['i'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de470_f_1_15_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_16_0,FUNC,B,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['B'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_1_91_0,FUNC,D,,"['geometry', 'euclidean-geometry']",['D'],"['func_name', '__ANON_0']"
632f9726837ac920af68a241_f_1_5_0,FUNC,B,a ball,"['real-analysis', 'general-topology', 'euclidean-geometry', 'manifolds', 'fixed-point-theorems']",['B'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_18_0,FUNC,R,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['R'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_19_0,FUNC,M,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['M'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_21_0,FUNC,Q,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['Q'],"['func_name', '__ANON_0']"
632f9726837ac920af68a369_f_1_0_0,FUNC,d,this distance,"['geometry', 'euclidean-geometry']",['d'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de470_f_1_22_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_23_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_24_0,FUNC,B,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['B'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_25_0,FUNC,T,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['T'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_26_0,FUNC,B,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['B'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_27_0,FUNC,Q,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['Q'],"['func_name', '__ANON_0']"
632f9726837ac920af68a369_f_1_7_0,FUNC,d,,"['geometry', 'euclidean-geometry']",['d'],"['func_name', '__ANON_1']"
632f9726837ac920af68a369_f_1_8_0,FUNC,d,,"['geometry', 'euclidean-geometry']",['d'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de470_f_1_30_0,FUNC,C,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['C'],"['func_name', '__ANON_0']"
632f9726837ac920af68a369_f_1_9_0,FUNC,d,,"['geometry', 'euclidean-geometry']",['d'],"['func_name', '__ANON_1']"
6327106b06a69a3f488de470_f_1_31_0,FUNC,D,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['D'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_32_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_33_0,FUNC,T,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['T'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_35_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_36_0,FUNC,T,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['T'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_37_0,FUNC,M,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['M'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_39_0,FUNC,R,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['R'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_40_0,FUNC,K,the point,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['K'],"['func_name', '__ANON_0']"
632f9726837ac920af68a4d3_f_1_0_0,SCAL,1 ,sides,"['geometry', 'euclidean-geometry', 'triangles']",['1'],"['expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_43_0,FUNC,N,the point,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['N'],"['func_name', '__ANON_0']"
632f9726837ac920af68a4d3_f_1_3_0,SCAL,9 ,the big square,"['geometry', 'euclidean-geometry', 'triangles']",['9'],"['expr_atom', '__ANON_3']"
632f9726837ac920af68a4d3_f_1_4_0,SCAL,9 ,,"['geometry', 'euclidean-geometry', 'triangles']",['9'],"['expr_atom', '__ANON_3']"
632fc632837ac920af6d7720_f_2_6_0,FUNC,E,,"['geometry', 'euclidean-geometry']",['E'],"['func_name', '__ANON_0']"
632f9726837ac920af68a4d3_f_1_5_0,SCAL,8 ,,"['geometry', 'euclidean-geometry', 'triangles']",['8'],"['expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_46_0,FUNC,N,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['N'],"['func_name', '__ANON_0']"
632f9726837ac920af68a4d3_f_1_6_0,SCAL,4 ,,"['geometry', 'euclidean-geometry', 'triangles']",['4'],"['expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_47_0,FUNC,R,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['R'],"['func_name', '__ANON_0']"
632f9726837ac920af68a4d3_f_1_7_0,SCAL,4 ,little triangles,"['geometry', 'euclidean-geometry', 'triangles']",['4'],"['expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_49_0,FUNC,X,the intersection,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['X'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_2_10_0,FUNC,N,,"['geometry', 'euclidean-geometry']",['N'],"['func_name', '__ANON_0']"
632f9726837ac920af68a4e8_f_0_0_0,SET,R^3,,"['geometry', 'euclidean-geometry', 'approximation', 'random', '3d']","['R', '^', '3']","['set_expr', '__ANON_0', 'CARET', '__ANON_3']"
6327106b06a69a3f488de470_f_1_51_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_52_0,FUNC,N,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['N'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_53_0,FUNC,O,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['O'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7720_f_2_14_0,FUNC,O,,"['geometry', 'euclidean-geometry']",['O'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_54_0,FUNC,Y,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['Y'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_55_0,FUNC,T,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['T'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_57_0,FUNC,Z,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['Z'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_0_1_0,FUNC,A,,"['geometry', 'euclidean-geometry']",['A'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_0_2_0,FUNC,B,,"['geometry', 'euclidean-geometry']",['B'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_0_0,FUNC,L,      A variable line,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['L'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_0_6_0,FUNC,A,,"['geometry', 'euclidean-geometry']",['A'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_4_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['A'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_0_7_0,FUNC,B,,"['geometry', 'euclidean-geometry']",['B'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_5_0,FUNC,B,,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['B'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_0_8_0,FUNC,A,,"['geometry', 'euclidean-geometry']",['A'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_6_0,FUNC,Q,A point   f_0_6_0,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['Q'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_0_9_0,FUNC,B,,"['geometry', 'euclidean-geometry']",['B'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_7_0,FUNC,L,,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['L'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_68_0,FUNC,D,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['D'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_69_0,FUNC,N,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['N'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_9_0,FUNC,Q,,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['Q'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_70_0,FUNC,N,the centre,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['N'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_1_2_0,FUNC,x,,"['geometry', 'euclidean-geometry']",['x'],"['func_name', '__ANON_1']"
632fc632837ac920af6d7723_f_0_10_0,FUNC,L,variable line   f_0_10_0,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['L'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_71_0,FUNC,D,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['D'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_1_3_0,SCAL,0,,"['geometry', 'euclidean-geometry']",['0'],"['expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_72_0,FUNC,C,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['C'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_1_4_0,SCAL,yz,,"['geometry', 'euclidean-geometry']","['y', 'z']","['unary', '__ANON_1', '__ANON_1']"
6327106b06a69a3f488de470_f_1_73_0,FUNC,D,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['D'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_12_0,FUNC, L ,,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['L'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_74_0,FUNC,M,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['M'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_1_75_0,FUNC,C,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['C'],"['func_name', '__ANON_0']"
632f9726837ac920af68a64b_f_1_7_0,SCAL,0.8609,,"['geometry', 'euclidean-geometry']",[],"['expr_atom', 'number']"
6327106b06a69a3f488de470_f_1_77_0,FUNC,M,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['M'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_16_0,SCAL,r1,,"['geometry', 'euclidean-geometry', 'analytic-geometry']","['r', '1']","['unary', '__ANON_1', 'expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_78_0,FUNC,C,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['C'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_0_17_0,SCAL,r2,,"['geometry', 'euclidean-geometry', 'analytic-geometry']","['r', '2']","['unary', '__ANON_1', 'expr_atom', '__ANON_3']"
6327106b06a69a3f488de470_f_1_80_0,FUNC,C,both cases,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['C'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_2_0_0,FUNC,A,the big circle,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['A'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_2_1_0,FUNC,O,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['O'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_1_0_0,FUNC,L,this line,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['L'],"['func_name', '__ANON_0']"
632f9726837ac920af68a658_f_1_0_0,FUNC,G,a directed graph   f_1_0_0,"['geometry', 'graph-theory', 'euclidean-geometry']",['G'],"['func_name', '__ANON_0']"
6327106b06a69a3f488de470_f_2_3_0,FUNC,B,,"['geometry', 'euclidean-geometry', 'triangles', 'circles', 'sangaku']",['B'],"['func_name', '__ANON_0']"
632fc632837ac920af6d7723_f_1_2_0,FUNC,A,,"['geometry', 'euclidean-geometry', 'analytic-geometry']",['A'],"['func_name', '__ANON_0']"
632f9726837ac920af68a658_f_1_1_0,FUNC,A,triangle   f_1_1_0   lies,"['geometry', 'graph-theory', 'euclidean-geometry']",['A'],"['func_name', '__ANON_0']"
