fid,mtype,exprstr,mention,tokens,tags
63301964837ac920af7548c4_f_2_4_0,FUNC,f,a trig function,['f'],"['calculus', 'trigonometry']"
63301964837ac920af7548c4_f_2_5_0,FUNC,g,a trig function,['g'],"['calculus', 'trigonometry']"
632f9dae837ac920af6991e0_f_5_1_0,SCAL,-1,a value   f_5_1_0,"['-', '1']","['trigonometry', 'inequality', 'polynomials', 'optimization']"
632fdafd837ac920af6f69d2_f_0_13_0,FUNC,f,the map,['f'],"['trigonometry', 'elementary-set-theory', 'complex-numbers', 'equivalence-relations']"
632fdafd837ac920af6f69d2_f_1_29_0,FUNC,f,the function,['f'],"['trigonometry', 'elementary-set-theory', 'complex-numbers', 'equivalence-relations']"
63301964837ac920af7549c9_f_4_9_0,FUNC,g(x) = x (1-x),the function,"['g', '(', 'x', ')', '=', 'x', '(', '1', '-', 'x', ')']","['calculus', 'trigonometry']"
632f9dae837ac920af699443_f_2_1_0,SCAL,-c,output values,"['-', 'c']",['trigonometry']
632f9dae837ac920af6994dc_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},a function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['real-analysis', 'trigonometry']"
632fdafd837ac920af6f6b88_f_1_0_0,SCAL,-2^{-53},nonzero value,"['-', '2', '^', '{', '-', '5', '}']","['algebra-precalculus', 'trigonometry']"
632fdafd837ac920af6f6c3a_f_0_1_0,FUNC,\sin(z) = \dfrac{e^{iz}-e^{-iz}}{2i},the trigonometric functions,"['\\sin', '(', 'z', ')', '=', '\\dfrac', '{', 'e', '^', '{', 'i', 'z', '}', '-', 'e', '^', '{', '-', 'i', 'z', '}', '}', '{', '2', 'i', '}']",['trigonometry']
632f6d11837ac920af650d40_f_2_4_0,SCAL,0,f_2_3_0   value,0,"['trigonometry', 'roots', 'graphing-functions', 'pi']"
632fdafe837ac920af6f6db9_f_3_3_0,SCAL,f(x),the value,"['f', '(', 'x', ')']",['trigonometry']
632f9daf837ac920af69977a_f_0_3_0,FUNC,"f(x,y)=x/y",the function,"['f', '(', 'x', ',', 'y', ')', '=', 'x', '/', 'y']","['trigonometry', 'inequality']"
632f6d12837ac920af65119a_f_1_13_0,FUNC,T,a contraction mapping,['T'],"['geometry', 'trigonometry', 'triangles']"
632f6d12837ac920af65119a_f_1_14_0,FUNC,T,a contraction mapping,['T'],"['geometry', 'trigonometry', 'triangles']"
63301965837ac920af75504c_f_1_8_0,FUNC,f,an invertible function,['f'],"['calculus', 'real-analysis', 'analysis', 'trigonometry']"
632f6d12837ac920af65121b_f_1_1_0,FUNC,f,"rational , function   f_1_1_0",['f'],"['calculus', 'trigonometry']"
632f6d12837ac920af65127e_f_2_0_0,FUNC,f,a function,['f'],"['calculus', 'limits', 'trigonometry']"
632fdafe837ac920af6f70f3_f_0_0_0,FUNC,f,a function,['f'],"['algebra-precalculus', 'number-theory', 'functions', 'trigonometry']"
632f6d12837ac920af65127e_f_4_9_0,SCAL,1,Therefore the numbers,1,"['calculus', 'limits', 'trigonometry']"
632fa42f837ac920af699fb2_f_1_6_0,FUNC,\cot,a convex function,\cot,"['geometry', 'multivariable-calculus', 'trigonometry', 'optimization', 'jensen-inequality']"
63301966837ac920af755750_f_1_1_0,SCAL,0,", minimum value   f_1_1_0",0,"['geometry', 'functions', 'trigonometry', 'polygons']"
632fa42f837ac920af69a0fa_f_1_3_0,SCAL,1,a maximal value,1,"['trigonometry', 'optimization', 'functional-inequalities']"
632f6d12837ac920af6514e9_f_1_1_0,FUNC,f:X\to X,  and a continuous function   f_1_1_0,"['f', ':', 'X', '\\to', 'X']","['real-analysis', 'sequences-and-series', 'functions', 'trigonometry']"
632fa42f837ac920af69a0fa_f_1_6_0,SCAL,\frac{1}{2},a minimal value,"['\\frac', '{', '1', '}', '{', '2', '}']","['trigonometry', 'optimization', 'functional-inequalities']"
632fa42f837ac920af69a0fa_f_1_9_0,FUNC,f,a continuous function,['f'],"['trigonometry', 'optimization', 'functional-inequalities']"
632fdaff837ac920af6f763e_f_0_0_0,FUNC,f : \mathbb{R}\to\mathbb{R},all function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['analysis', 'functions', 'trigonometry', 'fourier-series', 'functional-equations']"
632fdaff837ac920af6f763e_f_1_11_0,FUNC,h,infinitely many such functions,['h'],"['analysis', 'functions', 'trigonometry', 'fourier-series', 'functional-equations']"
63301966837ac920af755a0b_f_1_0_0,FUNC,f:\mathbb{R} \rightarrow \mathbb{R},A function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['limits', 'trigonometry', 'continuity']"
63301967837ac920af755c79_f_1_0_0,FUNC,f,the function,['f'],"['functions', 'trigonometry']"
632fa430837ac920af69a291_f_0_2_0,FUNC,x,a function,['x'],"['ordinary-differential-equations', 'trigonometry']"
632fa430837ac920af69a4f6_f_1_32_0,SCAL,2k+1,a number,"['2', 'k', '+', '1']","['trigonometry', 'primitive-roots', 'cyclotomic-polynomials']"
632fdb00837ac920af6f7c71_f_3_5_0,FUNC,f,the function   f_3_5_0,['f'],['trigonometry']
632fdb00837ac920af6f7c71_f_3_10_0,FUNC,f,the function,['f'],['trigonometry']
632fdb00837ac920af6f7d44_f_0_18_0,SCAL,1 ,\sqrt{2}\left[\overline{a(t)\cdot\cos(\omega _ f_0_18_0 t)}\right]\\ \text{and}\nonumber\\ D,1,"['trigonometry', 'fourier-series']"
632fdb00837ac920af6f7d44_f_0_19_0,SCAL,1 ,_ f_0_18_0 t)}\right]\\ \text{and}\nonumber\\ D,1,"['trigonometry', 'fourier-series']"
632fa431837ac920af69aa01_f_2_2_0,SCAL,\frac{1}{2},a positive number,"['\\frac', '{', '1', '}', '{', '2', '}']","['algebra-precalculus', 'trigonometry']"
63301968837ac920af7563d0_f_1_0_0,SCAL,-1+i,The complex number,"['-', '1', '+', 'i']","['algebra-precalculus', 'trigonometry', 'complex-numbers']"
63301968837ac920af7563d0_f_1_3_0,SCAL,-1+i,the numbers,"['-', '1', '+', 'i']","['algebra-precalculus', 'trigonometry', 'complex-numbers']"
632fa431837ac920af69aa78_f_2_7_0,FUNC,f,a convex function,['f'],"['calculus', 'algebra-precalculus', 'trigonometry']"
63301968837ac920af75661d_f_0_1_0,SCAL,3 ,the numbers   f_0_1_0,3,"['trigonometry', 'graphing-functions', 'parametric']"
632fa431837ac920af69ab31_f_3_0_0,FUNC,f : A \to B,triple,"['f', ':', 'A', '\\to', 'B']","['trigonometry', 'numerical-methods', 'catastrophic-cancellation']"
632fdb01837ac920af6f82bc_f_1_15_0,SCAL,-xyz,The constant term   f_1_15_0,"['-', 'x', 'y', 'z']","['geometry', 'trigonometry', 'geometric-construction']"
632fdb01837ac920af6f82bc_f_1_35_0,SCAL,288,positive whole numbers,2,"['geometry', 'trigonometry', 'geometric-construction']"
63301968837ac920af756750_f_1_8_0,FUNC,y,a linear function,['y'],"['calculus', 'algebra-precalculus', 'trigonometry', 'implicit-differentiation']"
632f6d14837ac920af651e4a_f_5_14_0,SCAL,1/n,larger and larger values,"['1', '/', 'n']","['calculus', 'limits', 'trigonometry']"
632f6d14837ac920af651fdb_f_0_3_0,SCAL,0,f_0_2_0   values,0,['trigonometry']
632fa432837ac920af69b017_f_1_3_0,SCAL,\frac{n}{2},a maximal value,"['\\frac', '{', 'n', '}', '{', '2', '}']","['calculus', 'trigonometry', 'optimization', 'a.m.-g.m.-inequality', 'cauchy-schwarz-inequality']"
632fa432837ac920af69b084_f_1_17_0,FUNC,\sin(z)=\dfrac{e^{iz}-e^{-iz}}{2},an elementary function,"['\\sin', '(', 'z', ')', '=', '\\dfrac', '{', 'e', '^', '{', 'i', 'z', '}', '-', 'e', '^', '{', '-', 'i', 'z', '}', '}', '{', '2', '}']","['trigonometry', 'elementary-functions']"
632fa432837ac920af69b61f_f_0_4_0,FUNC,f,any function,['f'],"['linear-algebra', 'trigonometry', 'linear-transformations']"
632fdb02837ac920af6f8ab0_f_0_5_0,SCAL,-1,values,"['-', '1']","['functions', 'trigonometry', 'elementary-set-theory']"
632fdb02837ac920af6f8ab0_f_0_8_0,SCAL,sin(-1),two values,"['s', 'i', 'n', '(', '-', '1', ')']","['functions', 'trigonometry', 'elementary-set-theory']"
632f74d6837ac920af652317_f_1_2_0,FUNC,f,a linear function,['f'],['trigonometry']
632fdb02837ac920af6f8c7a_f_2_1_0,FUNC,g(x)=3x^2+2x+a,two functions,"['g', '(', 'x', ')', '=', '3', 'x', '^', '2', '+', '2', 'x', '+', 'a']","['calculus', 'derivatives', 'trigonometry', 'maxima-minima']"
632fdb02837ac920af6f8c7a_f_3_1_0,SCAL,-1,smallest value,"['-', '1']","['calculus', 'derivatives', 'trigonometry', 'maxima-minima']"
632fdb02837ac920af6f8c7a_f_3_14_0,SCAL,-1,smallest value,"['-', '1']","['calculus', 'derivatives', 'trigonometry', 'maxima-minima']"
632f74d7837ac920af65281b_f_1_5_0,SCAL,2,an eigenvalue,2,"['trigonometry', 'eigenvalues-eigenvectors']"
632f74d7837ac920af65281b_f_1_15_0,SCAL,0,an eigenvalue,0,"['trigonometry', 'eigenvalues-eigenvectors']"
632fa433837ac920af69bcec_f_2_8_0,SCAL,1,the value,1,['trigonometry']
632fe1bf837ac920af6f91bc_f_3_12_0,SCAL,2,the number,2,"['integration', 'trigonometry', 'limits']"
6330196a837ac920af757724_f_0_1_0,FUNC,f,f_0_0_0        A function   f_0_1_0,['f'],"['functions', 'trigonometry', 'periodic-functions']"
632f74d9837ac920af6532e5_f_3_42_0,SCAL,ir,“ pure imaginary ” number,"['i', 'r']","['complex-analysis', 'functions', 'trigonometry', 'intuition', 'visualization']"
632fe1c1837ac920af6fa17a_f_0_0_0,SCAL,r(t),  A vector valued function,"['r', '(', 't', ')']","['trigonometry', 'plane-curves', 'maple']"
632fa436837ac920af69cd2f_f_2_2_0,FUNC,g(x)=\frac{x^2-4}{x-2},the function,"['g', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '-', '4', '}', '{', 'x', '-', '2', '}']",['trigonometry']
632fa436837ac920af69cd2f_f_2_4_0,FUNC,g(x)=x+2,the function,"['g', '(', 'x', ')', '=', 'x', '+', '2']",['trigonometry']
632f74d9837ac920af65345a_f_0_2_0,SCAL,3.14,the value   f_0_2_0,"['3', '1']",['trigonometry']
632f74d9837ac920af65345a_f_1_7_0,FUNC,g,the function   f_1_7_0,['g'],['trigonometry']
632f74d9837ac920af65345a_f_1_13_0,FUNC,g,the function,['g'],['trigonometry']
632f74d9837ac920af65345a_f_1_15_0,FUNC,f,the initial function   f_1_15_0,['f'],['trigonometry']
632fe1c2837ac920af6fa6b9_f_1_0_0,FUNC,f,  The function,['f'],"['complex-analysis', 'trigonometry', 'roots', 'hyperbolic-functions']"
6330196b837ac920af757cf8_f_1_5_0,SCAL,-1,both the values,"['-', '1']",['trigonometry']
632fe1c2837ac920af6fa8e0_f_0_4_0,FUNC,\exp,the real function,\exp,"['real-analysis', 'complex-analysis', 'trigonometry', 'definition', 'functional-equations']"
6330196b837ac920af757d66_f_0_2_0,SCAL,\frac{m^2 - 1}{n^2-1},the value,"['\\frac', '{', 'm', '^', '2', '-', '1', '}', '{', 'n', '^', '2', '-', '1', '}']",['trigonometry']
6330196c837ac920af757fe9_f_3_17_0,SCAL,0,the same value   f_3_17_0,0,"['calculus', 'algebra-precalculus', 'trigonometry', 'inequality']"
6330196c837ac920af757fec_f_0_1_0,SCAL,7 ,a constant speed,7,"['calculus', 'trigonometry']"
632fe1c3837ac920af6facb3_f_0_6_0,SCAL,1,absolute value   f_0_6_0,1,"['calculus', 'complex-analysis', 'trigonometry']"
6330196c837ac920af7580ca_f_1_0_0,SCAL,9 ,the one,9,"['integration', 'trigonometry']"
632fe1c3837ac920af6fb097_f_1_1_0,FUNC,f(z)=\frac{1}{1+z^2},The associated complex function,"['f', '(', 'z', ')', '=', '\\frac', '{', '1', '}', '{', '1', '+', 'z', '^', '2', '}']","['calculus', 'trigonometry', 'integration']"
632fe1c3837ac920af6fb097_f_4_13_0,SCAL,\frac{y}{x},the fraction,"['\\frac', '{', 'y', '}', '{', 'x', '}']","['calculus', 'trigonometry', 'integration']"
632fe1c4837ac920af6fb33c_f_0_0_0,FUNC,f(x)=ax^2,the two functions,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2']","['trigonometry', 'transformation', 'quadratics']"
632f74da837ac920af653ab6_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},a map,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['functions', 'trigonometry', 'proof-verification']"
632fe1c4837ac920af6fb358_f_0_0_0,FUNC,"f:[0,1]\to \mathbb{R}",the function,"['f', ':', '[', '0', ',', '1', ']', '\\to', '\\mathbb{R}']","['real-analysis', 'measure-theory', 'trigonometry', 'continuity']"
632fa437837ac920af69d859_f_1_0_0,FUNC,\arctan,function,\arctan,"['real-analysis', 'sequences-and-series', 'trigonometry']"
632fa438837ac920af69d9c3_f_1_8_0,FUNC,\arctan,an odd function,\arctan,['trigonometry']
6330196d837ac920af758834_f_1_3_0,FUNC,x,  f_1_2_0   maps,['x'],"['calculus', 'limits', 'trigonometry']"
632fa438837ac920af69db0b_f_2_4_0,FUNC,f,a function,['f'],"['calculus', 'trigonometry', 'proof-explanation', 'fake-proofs', 'trigonometric-integrals']"
632fa438837ac920af69db0b_f_2_10_0,SCAL,a - b,all possible values,"['a', '-', 'b']","['calculus', 'trigonometry', 'proof-explanation', 'fake-proofs', 'trigonometric-integrals']"
632fa438837ac920af69db0b_f_4_8_0,SCAL,1,constant,1,"['calculus', 'trigonometry', 'proof-explanation', 'fake-proofs', 'trigonometric-integrals']"
632fa438837ac920af69dc71_f_1_0_0,SCAL,1,Your approach number,1,['trigonometry']
6330196e837ac920af759020_f_0_0_0,FUNC,f:X\rightarrow Y,A function,"['f', ':', 'X', '\\rightarrow', 'Y']","['functions', 'trigonometry']"
6330196e837ac920af759020_f_2_4_0,FUNC,\tan,the function,\tan,"['functions', 'trigonometry']"
632f74db837ac920af6540f6_f_3_14_0,SCAL,0,the eigenvalue,0,['trigonometry']
632fe1c6837ac920af6fbefd_f_1_17_0,SCAL,0,", the special value",0,"['trigonometry', 'polynomials', 'contest-math']"
632fe1c6837ac920af6fbf3a_f_1_8_0,SCAL,0,value,0,"['real-analysis', 'limits', 'trigonometry', 'irrational-numbers', 'rational-numbers']"
632fe1c6837ac920af6fbf3a_f_1_15_0,SCAL,1,the value   f_1_15_0,1,"['real-analysis', 'limits', 'trigonometry', 'irrational-numbers', 'rational-numbers']"
632f74db837ac920af654265_f_0_22_0,FUNC,f,the function,['f'],"['limits', 'functions', 'elementary-set-theory', 'trigonometry', 'continuity']"
632f74db837ac920af654265_f_0_29_0,FUNC,f,The function,['f'],"['limits', 'functions', 'elementary-set-theory', 'trigonometry', 'continuity']"
632f74db837ac920af654265_f_3_3_0,SCAL,0,the value   f_3_3_0,0,"['limits', 'functions', 'elementary-set-theory', 'trigonometry', 'continuity']"
632fa439837ac920af69e1a9_f_4_7_0,SCAL,2,the fractions,2,"['geometry', 'trigonometry', 'numerical-methods']"
6330196e837ac920af7592d8_f_1_1_0,SCAL,e^{i/n},the number   f_1_1_0,"['e', '^', '{', 'i', '/', 'n', '}']","['number-theory', 'trigonometry', 'rational-numbers', 'transcendental-numbers']"
632fa439837ac920af69e1a9_f_4_36_0,SCAL,0,f_4_35_0 th digit,0,"['geometry', 'trigonometry', 'numerical-methods']"
632fa439837ac920af69e1a9_f_4_40_0,SCAL,0,the digit,0,"['geometry', 'trigonometry', 'numerical-methods']"
632fe1c6837ac920af6fc365_f_2_5_0,FUNC,\tan,the   function    f_2_5_0,\tan,['trigonometry']
632fe1c6837ac920af6fc365_f_3_16_0,FUNC,f(x) = 3x+2,our function,"['f', '(', 'x', ')', '=', '3', 'x', '+', '2']",['trigonometry']
6330196f837ac920af7596d9_f_4_1_0,SCAL,1.5707963267948965579989817342720925807952880859375,double /code   value,"['1', '5']","['trigonometry', 'floating-point']"
632fa439837ac920af69e1a9_f_12_128_0,SCAL,6 ,: digits,6,"['geometry', 'trigonometry', 'numerical-methods']"
632f74dc837ac920af6546e8_f_1_5_0,FUNC,f,any function,['f'],"['trigonometry', 'summation', 'asymptotics']"
632fe1c7837ac920af6fc63b_f_0_5_0,SCAL,a/b,a abbreviated fraction,"['a', '/', 'b']",['trigonometry']
632fa439837ac920af69e1a9_f_13_240_0,SCAL,25 ,single - digit numbers,2,"['geometry', 'trigonometry', 'numerical-methods']"
632fa439837ac920af69e1d7_f_2_3_0,FUNC,\arcsin,a function,\arcsin,"['calculus', 'geometry', 'trigonometry']"
632fa439837ac920af69e236_f_0_4_0,FUNC,f,The functions,['f'],"['algebra-precalculus', 'trigonometry']"
632fa439837ac920af69e236_f_0_8_0,FUNC,g,The function   f_0_8_0,['g'],"['algebra-precalculus', 'trigonometry']"
632fa439837ac920af69e2fa_f_1_5_0,SCAL,2,a common number,2,"['trigonometry', 'derivatives']"
632fa439837ac920af69e4e2_f_1_2_0,SCAL,0,the value   f_1_2_0,0,"['calculus', 'algebra-precalculus', 'trigonometry']"
632f74dd837ac920af654a28_f_8_25_0,SCAL,4 ,The value,4,"['trigonometry', 'graphing-functions', 'conic-sections']"
63301970837ac920af759c03_f_4_1_0,FUNC,y,the sine function measures,['y'],"['trigonometry', 'definition', 'intuition']"
63301970837ac920af759f32_f_1_2_0,SCAL,a+bi,number,"['a', '+', 'b', 'i']","['trigonometry', 'complex-numbers']"
632fa43a837ac920af69ecc0_f_0_8_0,SCAL,8 ,the value,8,['trigonometry']
632fe1c9837ac920af6fd90c_f_6_0_0,FUNC,f,a function   f_6_0_0,['f'],"['calculus', 'trigonometry', 'fourier-series']"
632fa43b837ac920af69ee82_f_3_13_0,FUNC,g(x)=f(x)-x,a new function,"['g', '(', 'x', ')', '=', 'f', '(', 'x', ')', '-', 'x']","['calculus', 'limits', 'functions', 'trigonometry']"
63301972837ac920af75acf0_f_1_5_0,SCAL,4,the maximum value,4,['trigonometry']
632fa43b837ac920af69ef43_f_0_5_0,FUNC,f,The function,['f'],"['measure-theory', 'trigonometry', 'average', 'cauchy-schwarz-inequality']"
632fa43b837ac920af69ef4c_f_1_15_0,FUNC,\tan,an odd function,\tan,"['complex-analysis', 'trigonometry']"
632fe1ca837ac920af6fda94_f_2_8_0,SCAL,(1),the continued fraction,"['(', '1', ')']","['number-theory', 'trigonometry', 'power-series', 'continued-fractions']"
632f74de837ac920af655612_f_1_46_0,FUNC,f,that the only continuous functions,['f'],"['real-analysis', 'trigonometry']"
632fa43b837ac920af69f0a5_f_1_0_0,FUNC,f:A \to B,a bijective map,"['f', ':', 'A', '\\to', 'B']","['trigonometry', 'inverse-function']"
632fe1ca837ac920af6fdc5a_f_1_0_0,FUNC,f(x) = cos(x),state transition function,"['f', '(', 'x', ')', '=', 'c', 'o', 's', '(', 'x', ')']","['calculus', 'limits', 'trigonometry', 'dynamical-systems']"
63301972837ac920af75b044_f_0_20_0,FUNC,u,some functions,['u'],"['calculus', 'ordinary-differential-equations', 'trigonometry']"
63301972837ac920af75b044_f_0_28_0,FUNC,u,some function,['u'],"['calculus', 'ordinary-differential-equations', 'trigonometry']"
632fe1ca837ac920af6fdc5f_f_8_22_0,FUNC,g,inverse functions,['g'],"['trigonometry', 'fake-proofs']"
632fe1ca837ac920af6fdc5f_f_8_28_0,FUNC,g,The function   f_8_28_0,['g'],"['trigonometry', 'fake-proofs']"
632fe1ca837ac920af6fdc5f_f_8_31_0,SCAL,e^x,one,"['e', '^', 'x']","['trigonometry', 'fake-proofs']"
632fa43b837ac920af69f2a0_f_0_0_0,FUNC,g:\mathbb R\to \mathbb R\times\mathbb R,the function,"['g', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R', '\\times', '\\mathbb', 'R']","['functions', 'trigonometry', 'graphing-functions']"
63301973837ac920af75b253_f_1_14_0,SCAL,0,the value,0,"['limits', 'trigonometry']"
63301973837ac920af75b253_f_2_2_0,SCAL,15 ,a few digits,1,"['limits', 'trigonometry']"
632fa43b837ac920af69f369_f_0_4_0,SCAL,14,the minimum value,1,['trigonometry']
63301973837ac920af75b2fc_f_0_1_0,SCAL,1 ,The value,1,"['algebra-precalculus', 'trigonometry']"
632f74df837ac920af65599c_f_4_5_0,FUNC,f,our function   f_4_5_0,['f'],"['functions', 'trigonometry', 'inverse']"
632f74df837ac920af655a0e_f_1_9_0,SCAL,f(x),the intermediate value,"['f', '(', 'x', ')']",['trigonometry']
632fa43d837ac920af69ff1f_f_0_8_0,SCAL,14 ,the maximum value   f_0_8_0,1,['trigonometry']
632f74e0837ac920af655dd4_f_3_3_0,FUNC,f,any function,['f'],['trigonometry']
632fa43d837ac920af69ffe5_f_5_11_0,SCAL,0.60181,", the true value","['0', '6']",['trigonometry']
632f74e0837ac920af655fed_f_0_0_0,SCAL,618 ,the golden number,6,"['geometry', 'trigonometry', 'euclidean-geometry', 'golden-ratio']"
63301975837ac920af75bf18_f_1_1_0,FUNC,f,The   f_1_0_0 -periodic function   f_1_1_0,['f'],"['sequences-and-series', 'trigonometry', 'summation', 'fourier-series', 'education']"
632fa43e837ac920af6a05b2_f_0_0_0,FUNC,f :\mathbb{R}^2 \to \mathbb R^2,the function,"['f', ':', '\\mathbb{R}', '^', '2', '\\to', '\\mathbb', 'R', '^', '2']","['functional-analysis', 'trigonometry', 'vector-spaces']"
63301975837ac920af75bfab_f_1_1_0,SCAL,0 ,complex numbers,0,"['trigonometry', 'circles', 'transformation']"
632f74e0837ac920af65621c_f_0_11_0,FUNC,f,regular maps,['f'],"['complex-analysis', 'trigonometry', 'optimization']"
632fe1cd837ac920af6ff309_f_1_1_0,FUNC,r:\mathbb{R} \to \mathbb{R},periodic function   f_1_1_0,"['r', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['calculus', 'trigonometry', 'mathematical-modeling']"
632fa43f837ac920af6a0992_f_0_6_0,SCAL,2k,value   f_0_6_0,"['2', 'k']","['elementary-number-theory', 'trigonometry', 'totient-function', 'minimal-polynomials']"
632fa43f837ac920af6a0b78_f_0_10_0,SCAL,206.6,The minimum value,"['2', '6']",['trigonometry']
632f74e1837ac920af656657_f_1_12_0,FUNC,g,a function,['g'],"['calculus', 'limits', 'trigonometry', 'limits-without-lhopital']"
632fa440837ac920af6a100a_f_0_0_0,FUNC,\sin,function,\sin,"['calculus', 'algebra-precalculus', 'trigonometry', 'contest-math', 'self-learning']"
632fa440837ac920af6a14b5_f_1_5_0,SCAL,0,the value,0,"['calculus', 'limits', 'trigonometry', 'limits-without-lhopital']"
632f74e2837ac920af656caa_f_0_4_0,SCAL,(2),algebraic numbers,"['(', '2', ')']","['trigonometry', 'closed-form', 'gamma-function', 'continued-fractions', 'hyperbolic-functions']"
63301977837ac920af75d071_f_2_8_0,FUNC,h,a continuous function,['h'],"['sequences-and-series', 'trigonometry']"
632fe1d0837ac920af700747_f_1_6_0,FUNC,\cos,a trigonometric function,\cos,"['trigonometry', 'derivatives']"
632f74e2837ac920af657071_f_0_3_0,SCAL,20,the flux fraction,2,"['trigonometry', 'definite-integrals']"
632fa441837ac920af6a192d_f_0_2_0,FUNC,n,or the trigonometric functions,['n'],"['geometry', 'trigonometry']"
632fe1d0837ac920af700848_f_2_2_0,FUNC,\sin,the functions,\sin,"['trigonometry', 'periodic-functions']"
632fa441837ac920af6a1c7e_f_0_3_0,FUNC,f,injection,['f'],"['functions', 'trigonometry']"
63301f92837ac920af75da7a_f_1_2_0,FUNC,\sin,a function,\sin,"['trigonometry', 'notation']"
632fa441837ac920af6a1c7e_f_2_0_0,FUNC,f,an increasing function,['f'],"['functions', 'trigonometry']"
632fe1d1837ac920af700d16_f_4_6_0,FUNC,\sin,"Basically , any function",\sin,"['calculus', 'trigonometry', 'integration']"
632fa441837ac920af6a1d50_f_3_0_0,FUNC,f(x)=x^2,  The function,"['f', '(', 'x', ')', '=', 'x', '^', '2']",['trigonometry']
632fa441837ac920af6a1d50_f_5_2_0,SCAL,0.7071,the value   f_5_2_0,"['0', '7']",['trigonometry']
632fa441837ac920af6a1d50_f_5_7_0,FUNC,\cos,the cosine   f_5_7_0   function,\cos,['trigonometry']
632fa441837ac920af6a1d55_f_2_0_0,FUNC,\arctan,The function,\arctan,"['real-analysis', 'trigonometry', 'polynomials']"
632f74e3837ac920af657746_f_3_22_0,SCAL,1,the minimum value,1,"['trigonometry', 'maxima-minima']"
632f74e3837ac920af657746_f_4_2_0,FUNC,F,the function,['F'],"['trigonometry', 'maxima-minima']"
63301f93837ac920af75e4d3_f_1_1_0,FUNC,\cos,a holomorphic function,\cos,"['trigonometry', 'complex-numbers']"
632fa442837ac920af6a210f_f_2_0_0,FUNC,u,some differentiable function,['u'],"['integration', 'trigonometry', 'derivatives']"
632fa442837ac920af6a21d0_f_0_5_0,SCAL,f(x),defines,"['f', '(', 'x', ')']",['trigonometry']
63301f94837ac920af75ea9b_f_1_2_0,FUNC,f,Two functions,['f'],"['calculus', 'limits', 'trigonometry']"
632f74e4837ac920af657d20_f_0_0_0,FUNC,f,the following functions,['f'],"['calculus', 'real-analysis', 'limits', 'trigonometry']"
632f74e4837ac920af657d20_f_3_6_0,SCAL,0,number     hence answer,0,"['calculus', 'real-analysis', 'limits', 'trigonometry']"
632f74e4837ac920af657db8_f_0_0_0,SET,\mathbb{N},the set   f_0_0_0,\mathbb{N},"['real-analysis', 'complex-analysis', 'trigonometry', 'reference-request', 'soft-question']"
632fa442837ac920af6a23cc_f_0_4_0,SCAL,4,value,4,['trigonometry']
632fe1d4837ac920af701f30_f_0_21_0,FUNC,c,a unique function   f_0_21_0,['c'],['trigonometry']
632fe1d4837ac920af701f30_f_0_26_0,FUNC,s,a unique function   f_0_26_0,['s'],['trigonometry']
63301f96837ac920af75f48a_f_3_1_0,FUNC,\cot,the functions,\cot,"['trigonometry', 'alternative-proof']"
632f74e5837ac920af658373_f_3_4_0,FUNC,f,a function,['f'],"['calculus', 'limits', 'trigonometry', 'limits-without-lhopital']"
63301f97837ac920af75f9d8_f_3_5_0,SCAL,0,the value   f_3_5_0,0,"['trigonometry', 'inequality']"
63301f97837ac920af75f9d8_f_4_3_0,FUNC,f,a convex function,['f'],"['trigonometry', 'inequality']"
632f74e5837ac920af6583db_f_0_12_0,FUNC,X,cosine function,['X'],"['geometry', 'functions', 'trigonometry']"
632f74e5837ac920af658444_f_3_0_0,FUNC,f (x)=x ,the functions,"['f', '(', 'x', ')', '=', 'x']",['trigonometry']
63301f97837ac920af75fabb_f_0_0_0,FUNC,f,all continuous functions,['f'],"['calculus', 'trigonometry', 'continuity', 'contest-math', 'functional-equations']"
632fa444837ac920af6a2d34_f_1_38_0,SCAL,2,f_1_37_0   value,2,"['algebra-precalculus', 'trigonometry', 'exponentiation']"
632fe8ac837ac920af702b0d_f_1_0_0,FUNC,f,any   function,['f'],"['real-analysis', 'calculus', 'limits', 'trigonometry', 'epsilon-delta']"
63301f97837ac920af75ffec_f_1_0_0,SCAL,0,the constant term,0,"['algebra-precalculus', 'trigonometry', 'quadratics']"
63301f97837ac920af760013_f_3_3_0,SCAL,-1,value   f_3_3_0,"['-', '1']","['algebra-precalculus', 'trigonometry']"
632fe8ac837ac920af702cca_f_3_5_0,FUNC,f,an odd function,['f'],"['real-analysis', 'limits', 'trigonometry']"
632fe8ac837ac920af702cda_f_2_0_0,FUNC,f(x)=-x^2+6x-5,the function,"['f', '(', 'x', ')', '=', '-', 'x', '^', '2', '+', '6', 'x', '-', '5']","['algebra-precalculus', 'trigonometry', 'graphing-functions']"
