fid,mtype,exprstr,mention,tokens,tags
632f6d0e837ac920af64fc81_f_3_15_0,SET,\mathbb{N},whose underlying set,\mathbb{N},['elementary-set-theory']
632f6d0f837ac920af64fe15_f_0_0_0,FUNC,f(x)=2x+1,the function,"['f', '(', 'x', ')', '=', '2', 'x', '+', '1']","['algebra-precalculus', 'functions', 'elementary-set-theory', 'definition']"
632fe1d0837ac920af700553_f_3_0_0,FUNC,a\colon A\to \mathbb R ,bijections,"['a', '\\colon', 'A', '\\to', '\\mathbb', 'R']","['elementary-set-theory', 'cardinals', 'axiom-of-choice']"
632f6d0f837ac920af65003f_f_0_7_0,FUNC,f,a    function,['f'],"['discrete-mathematics', 'elementary-set-theory', 'proof-verification']"
632f6d0f837ac920af65003f_f_0_8_0,FUNC,f,a function,['f'],"['discrete-mathematics', 'elementary-set-theory', 'proof-verification']"
632fa446837ac920af6a3c40_f_2_0_0,FUNC,g,a bijection,['g'],"['elementary-set-theory', 'proof-writing']"
632fa446837ac920af6a3c40_f_2_23_0,FUNC,g,a bijection,['g'],"['elementary-set-theory', 'proof-writing']"
632fa446837ac920af6a3c8c_f_1_4_0,SET,\varnothing,a set,\varnothing,['elementary-set-theory']
632fa446837ac920af6a3c8c_f_2_2_0,SET,"\{x,y\}",sets,"['\\{', 'x', ',', 'y', '\\}']",['elementary-set-theory']
632fe1d0837ac920af70058b_f_1_0_0,FUNC,f:S\to T,The functions,"['f', ':', 'S', '\\to', 'T']",['elementary-set-theory']
632fa446837ac920af6a3c8c_f_2_5_0,SET,\{x\},a set,"['\\{', 'x', '\\}']",['elementary-set-theory']
632fa446837ac920af6a3c8c_f_2_7_0,SET,\varnothing,a set,\varnothing,['elementary-set-theory']
632fa446837ac920af6a3c8c_f_2_8_0,SET,\varnothing,a set,\varnothing,['elementary-set-theory']
632fa446837ac920af6a3c8c_f_2_9_0,SET,\{\varnothing\},a set,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']",['elementary-set-theory']
632fa446837ac920af6a3cac_f_0_0_0,SCAL,1 ,the value,1,"['elementary-set-theory', 'notation', 'terminology', 'special-functions']"
632fe1d0837ac920af70058b_f_1_13_0,FUNC,F,The functions,['F'],['elementary-set-theory']
632fa446837ac920af6a3cac_f_3_0_0,FUNC,f:A\to B,A function,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'notation', 'terminology', 'special-functions']"
632fa446837ac920af6a3cac_f_3_10_0,FUNC,f:S\to C,a function,"['f', ':', 'S', '\\to', 'C']","['elementary-set-theory', 'notation', 'terminology', 'special-functions']"
632fe1d0837ac920af700636_f_1_0_0,FUNC,f:A\to B,every surjective function,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'category-theory']"
6330196b837ac920af757afa_f_1_1_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'functions']"
6330196b837ac920af757b08_f_0_1_0,SCAL,n+1,numbers,"['n', '+', '1']","['elementary-set-theory', 'proof-explanation', 'real-numbers']"
632fa446837ac920af6a3cf2_f_1_0_0,FUNC,f,A function,['f'],"['real-analysis', 'elementary-set-theory', 'continuity']"
6330196b837ac920af757b08_f_3_2_0,SCAL,s(n),each real number,"['s', '(', 'n', ')']","['elementary-set-theory', 'proof-explanation', 'real-numbers']"
6330196b837ac920af757b08_f_4_0_0,FUNC,f,a function   f_4_0_0,['f'],"['elementary-set-theory', 'proof-explanation', 'real-numbers']"
6330196b837ac920af757b08_f_5_0_0,SCAL,1 ,numbers,1,"['elementary-set-theory', 'proof-explanation', 'real-numbers']"
6330196b837ac920af757b08_f_5_2_0,SCAL,1 ,a natural number,1,"['elementary-set-theory', 'proof-explanation', 'real-numbers']"
632fa446837ac920af6a3e51_f_1_3_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
632f6d0f837ac920af6501fa_f_0_0_0,FUNC,f: M \to N,a bijection,"['f', ':', 'M', '\\to', 'N']","['calculus', 'elementary-set-theory', 'proof-writing', 'proof-explanation']"
632fa446837ac920af6a3f07_f_1_0_0,FUNC,f,The function,['f'],['elementary-set-theory']
632f6d0f837ac920af6501fa_f_1_5_0,FUNC,f,a bijection,['f'],"['calculus', 'elementary-set-theory', 'proof-writing', 'proof-explanation']"
632fe1d0837ac920af70087a_f_0_6_0,SCAL,f(i),the value   f_0_6_0,"['f', '(', 'i', ')']","['elementary-set-theory', 'vector-spaces']"
632fe1d0837ac920af70087a_f_0_13_0,SCAL,2 ,the number   f_0_13_0 condition,2,"['elementary-set-theory', 'vector-spaces']"
6330196b837ac920af757c79_f_0_0_0,FUNC,F: \mathbb{R} \times \mathbb{R} \to \mathbb{R},a continuous functions,"['F', ':', '\\mathbb{R}', '\\times', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['real-analysis', 'analysis', 'measure-theory', 'elementary-set-theory']"
6330196b837ac920af757c96_f_0_11_0,FUNC,g,a function,['g'],"['general-topology', 'analysis', 'elementary-set-theory', 'cardinals']"
6330196b837ac920af757c96_f_0_16_0,FUNC,g,The function   f_0_16_0,['g'],"['general-topology', 'analysis', 'elementary-set-theory', 'cardinals']"
632f6d0f837ac920af650353_f_0_4_0,SET,H(i),a set   f_0_4_0,"['H', '(', 'i', ')']",['elementary-set-theory']
6330196b837ac920af757c96_f_0_31_0,FUNC,f,the injective functions,['f'],"['general-topology', 'analysis', 'elementary-set-theory', 'cardinals']"
632faaf7837ac920af6a4011_f_4_0_0,SCAL,1 ,number,1,"['elementary-set-theory', 'proof-explanation']"
632f6d0f837ac920af650353_f_0_25_0,FUNC,f,functions,['f'],['elementary-set-theory']
632f6d0f837ac920af650353_f_1_0_0,SET,H(i),a set,"['H', '(', 'i', ')']",['elementary-set-theory']
632fe1d1837ac920af70098f_f_0_5_0,FUNC,i,the identity function,['i'],"['elementary-set-theory', 'model-theory']"
632faaf7837ac920af6a4011_f_11_0_0,SET,\mathbb N,the set,"['\\mathbb', 'N']","['elementary-set-theory', 'proof-explanation']"
6330196b837ac920af757d08_f_0_1_0,SET,A \times B,well ordered sets,"['A', '\\times', 'B']","['elementary-set-theory', 'order-theory']"
632f6d10837ac920af6503b5_f_0_1_0,FUNC,d,the divisor function,['d'],"['combinatorics', 'number-theory', 'elementary-set-theory', 'prime-numbers', 'divisor-counting-function']"
632faaf7837ac920af6a41af_f_1_2_0,FUNC,f:A\times B\rightarrow A,two mappings,"['f', ':', 'A', '\\times', 'B', '\\rightarrow', 'A']",['elementary-set-theory']
632f6d10837ac920af6503da_f_1_1_0,FUNC,f\colon S\rightarrow S,map,"['f', '\\colon', 'S', '\\rightarrow', 'S']","['real-analysis', 'elementary-set-theory']"
632f6d10837ac920af6503da_f_1_2_0,FUNC,f\colon S\rightarrow S,map,"['f', '\\colon', 'S', '\\rightarrow', 'S']","['real-analysis', 'elementary-set-theory']"
632f6d10837ac920af650453_f_0_1_0,SET,\mathbb{R},a set,\mathbb{R},"['abstract-algebra', 'elementary-set-theory', 'ring-theory']"
632fe1d1837ac920af700a47_f_2_0_0,SET,\mathbb{R}^S,the set,"['\\mathbb{R}', '^', 'S']",['elementary-set-theory']
6330196b837ac920af757de4_f_1_5_0,SET,\varnothing,set,\varnothing,['elementary-set-theory']
6330196b837ac920af757de4_f_1_6_0,SET,\{\varnothing\},the set   f_1_6_0,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']",['elementary-set-theory']
6330196b837ac920af757de4_f_2_2_0,SET,\{\varnothing\},the set   f_2_2_0,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']",['elementary-set-theory']
632faaf7837ac920af6a4218_f_0_8_0,FUNC,g: \mathbb{N} \rightarrow A,another function   f_0_8_0,"['g', ':', '\\mathbb{N}', '\\rightarrow', 'A']","['real-analysis', 'elementary-set-theory', 'proof-verification', 'proof-writing']"
632faaf7837ac920af6a4218_f_1_5_0,FUNC,g,a function,['g'],"['real-analysis', 'elementary-set-theory', 'proof-verification', 'proof-writing']"
632faaf7837ac920af6a4222_f_0_0_0,FUNC,f,a function   f_0_0_0,['f'],"['functions', 'elementary-set-theory']"
632fe1d1837ac920af700af1_f_3_9_0,FUNC,g,a bijection,['g'],['elementary-set-theory']
632f6d10837ac920af650602_f_2_0_0,FUNC,f,such a function,['f'],['elementary-set-theory']
632f6d10837ac920af650602_f_2_1_0,FUNC,y,such a function,['y'],['elementary-set-theory']
632faaf7837ac920af6a4247_f_0_35_0,FUNC,h\circ f,a bijection,"['h', '\\circ', 'f']","['elementary-set-theory', 'proof-verification', 'set-partition']"
632faaf7837ac920af6a424d_f_0_1_0,FUNC,f: X \to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['functions', 'elementary-set-theory']"
632faaf7837ac920af6a424d_f_2_2_0,FUNC,f,the function,['f'],"['functions', 'elementary-set-theory']"
6330196b837ac920af757dff_f_2_10_0,FUNC,f,the bijection,['f'],['elementary-set-theory']
632faaf7837ac920af6a424d_f_2_11_0,FUNC,f: A \rightarrow B,the function   f_2_11_0,"['f', ':', 'A', '\\rightarrow', 'B']","['functions', 'elementary-set-theory']"
632faaf7837ac920af6a424d_f_4_1_0,FUNC,f: X \to Y,a relation,"['f', ':', 'X', '\\to', 'Y']","['functions', 'elementary-set-theory']"
632faaf7837ac920af6a424d_f_5_3_0,FUNC," f:[-1,1]\to [0,1]",a function   f_5_3_0,"['f', ':', '[', '1', ',', '1', ']', '\\to', '[', '0', ',', '1', ']']","['functions', 'elementary-set-theory']"
632fe1d1837ac920af700c07_f_0_3_0,SET,\mathbb{Z},the set,\mathbb{Z},"['elementary-set-theory', 'discrete-mathematics', 'notation']"
632f6d10837ac920af6506a1_f_1_1_0,FUNC,f:X\rightarrow X,a bijection,"['f', ':', 'X', '\\rightarrow', 'X']","['combinatorics', 'functions', 'elementary-set-theory']"
632f6d10837ac920af6506a1_f_2_3_0,FUNC,f,an injection,['f'],"['combinatorics', 'functions', 'elementary-set-theory']"
632faaf7837ac920af6a4267_f_0_4_0,SCAL,1,the value,1,['elementary-set-theory']
6330196c837ac920af757eeb_f_0_5_0,FUNC,"g,h:Y\to A",all functions,"['g', ',', 'h', ':', 'Y', '\\to', 'A']","['elementary-set-theory', 'functions']"
6330196c837ac920af757eeb_f_1_1_0,FUNC,"g,h\colon Y\to A",two functions,"['g', ',', 'h', '\\colon', 'Y', '\\to', 'A']","['elementary-set-theory', 'functions']"
632fe1d1837ac920af700e4d_f_2_1_0,FUNC,f:A\times B\to B\times A,a bijection   f_2_1_0,"['f', ':', 'A', '\\times', 'B', '\\to', 'B', '\\times', 'A']",['elementary-set-theory']
632faaf7837ac920af6a4470_f_0_4_0,FUNC,A,functions,['A'],"['discrete-mathematics', 'elementary-set-theory', 'equivalence-relations']"
632fe1d1837ac920af700e94_f_0_4_0,FUNC,f(x)=1/x,the function,"['f', '(', 'x', ')', '=', '1', '/', 'x']",['elementary-set-theory']
6330196c837ac920af757f12_f_0_4_0,FUNC,Y,injective functions,['Y'],['elementary-set-theory']
632f6d10837ac920af6507ed_f_1_3_0,SET,"\{a,b\}",an element,"['\\{', 'a', ',', 'b', '\\}']",['elementary-set-theory']
632f6d10837ac920af6507ed_f_1_5_0,SET,"\{b,c,d\}",The set,"['\\{', 'b', ',', 'c', ',', 'd', '\\}']",['elementary-set-theory']
632f6d10837ac920af6507ed_f_1_7_0,SET,"\{b,c\}",a subset,"['\\{', 'b', ',', 'c', '\\}']",['elementary-set-theory']
632f6d10837ac920af6507ed_f_1_9_0,SET,\{a\},a subset,"['\\{', 'a', '\\}']",['elementary-set-theory']
632faaf7837ac920af6a44d4_f_1_9_0,FUNC,d:S\times S \rightarrow \mathbb{R},a continuous function,"['d', ':', 'S', '\\times', 'S', '\\rightarrow', '\\mathbb{R}']","['general-topology', 'elementary-set-theory', 'metric-spaces', 'compactness']"
632faaf8837ac920af6a4528_f_0_1_0,FUNC,H:G \to M^M,a unique map   f_0_1_0,"['H', ':', 'G', '\\to', 'M', '^', 'M']","['group-theory', 'elementary-set-theory', 'linear-transformations']"
632f6d11837ac920af650a4c_f_0_1_0,FUNC,f:X\to\mathbb{R},a function,"['f', ':', 'X', '\\to', '\\mathbb{R}']","['real-analysis', 'sequences-and-series', 'elementary-set-theory', 'solution-verification']"
632f6d11837ac920af650a4c_f_0_11_0,FUNC,f:X\to \mathbb{R},a function,"['f', ':', 'X', '\\to', '\\mathbb{R}']","['real-analysis', 'sequences-and-series', 'elementary-set-theory', 'solution-verification']"
632fe1d2837ac920af701063_f_0_1_0,FUNC,f,a function   f_0_1_0,['f'],"['elementary-set-theory', 'terminology']"
632f6d11837ac920af650a4c_f_0_19_0,FUNC,f:X\to\mathbb{R},a function,"['f', ':', 'X', '\\to', '\\mathbb{R}']","['real-analysis', 'sequences-and-series', 'elementary-set-theory', 'solution-verification']"
632f6d11837ac920af650a4c_f_0_24_0,FUNC,g:\mathbb{N}\to X,some bijection,"['g', ':', '\\mathbb{N}', '\\to', 'X']","['real-analysis', 'sequences-and-series', 'elementary-set-theory', 'solution-verification']"
632f6d11837ac920af650a8b_f_1_2_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
6330196c837ac920af757f58_f_0_0_0,SCAL,0 ,natural numbers,0,"['elementary-set-theory', 'natural-numbers']"
632f6d11837ac920af650ab9_f_0_4_0,FUNC,f,each function,['f'],"['functions', 'elementary-set-theory']"
632faaf8837ac920af6a45ad_f_0_1_0,SET,"\{0,1\}",the two - point subset   f_0_1_0,"['\\{', '0', ',', '1', '\\}']",['elementary-set-theory']
632fe1d2837ac920af70109a_f_0_22_0,FUNC,"f:[0,1] \rightarrow X",a continuous map,"['f', ':', '[', '0', ',', '1', ']', '\\rightarrow', 'X']","['general-topology', 'elementary-set-theory', 'metric-spaces']"
632fe1d2837ac920af7010eb_f_1_5_0,FUNC,i,  f_1_4_0   maps,['i'],"['elementary-set-theory', 'functions']"
632fe1d2837ac920af7010eb_f_2_10_0,FUNC,"p : \{ 0 , 1 \} \to A \cup B",all functions,"['p', ':', '\\{', '0', ',', '1', '\\}', '\\to', 'A', '\\cup', 'B']","['elementary-set-theory', 'functions']"
632fe1d2837ac920af701117_f_1_0_0,FUNC,G,the functions,['G'],"['elementary-set-theory', 'functions']"
632fe1d2837ac920af701117_f_1_2_0,FUNC,G,the function,['G'],"['elementary-set-theory', 'functions']"
632fe1d2837ac920af701133_f_1_9_0,FUNC,f,functions,['f'],"['elementary-set-theory', 'functions', 'order-theory']"
632f6d11837ac920af650cc4_f_0_22_0,FUNC,f,my choice function,['f'],"['elementary-set-theory', 'axiom-of-choice']"
6330196c837ac920af75802b_f_1_13_0,SET,\{1\},natural,"['\\{', '1', '\\}']","['elementary-set-theory', 'discrete-mathematics']"
6330196c837ac920af75802b_f_1_19_0,SET,\mathbb{R},an element,\mathbb{R},"['elementary-set-theory', 'discrete-mathematics']"
632faaf8837ac920af6a46ec_f_1_0_0,SET,\mathbb N,a closed subset,"['\\mathbb', 'N']","['real-analysis', 'elementary-set-theory', 'examples-counterexamples', 'real-numbers', 'maxima-minima']"
632faaf8837ac920af6a4748_f_2_0_0,FUNC,f:\mathbb R\to\{0\},function,"['f', ':', '\\mathbb', 'R', '\\to', '\\{', '0', '\\}']","['elementary-set-theory', 'proof-verification', 'proof-writing']"
632fe1d2837ac920af70129a_f_3_11_0,SET,A\cap B,the set,"['A', '\\cap', 'B']",['elementary-set-theory']
6330196c837ac920af75807b_f_1_1_0,FUNC,g: X \to Y,a function   f_1_1_0,"['g', ':', 'X', '\\to', 'Y']","['elementary-set-theory', 'relations', 'big-list']"
632fe1d2837ac920af7012b6_f_0_0_0,SCAL,6n+1,a prime number,"['6', 'n', '+', '1']","['elementary-number-theory', 'elementary-set-theory']"
632faaf8837ac920af6a4928_f_0_3_0,FUNC,f:X\to Y,all functions,"['f', ':', 'X', '\\to', 'Y']","['sequences-and-series', 'functions', 'elementary-set-theory', 'vector-spaces']"
632fe1d2837ac920af70137c_f_1_19_0,FUNC,F,The function,['F'],"['elementary-set-theory', 'cardinals']"
632fe1d2837ac920af70137c_f_1_24_0,FUNC,F,a bijection,['F'],"['elementary-set-theory', 'cardinals']"
632f6d11837ac920af650f92_f_0_5_0,FUNC,f,a function,['f'],"['real-analysis', 'general-topology', 'functional-analysis', 'elementary-set-theory']"
632f6d11837ac920af650f92_f_0_8_0,FUNC,g,a function,['g'],"['real-analysis', 'general-topology', 'functional-analysis', 'elementary-set-theory']"
632fe1d2837ac920af70137c_f_1_28_0,FUNC,a,such functions,['a'],"['elementary-set-theory', 'cardinals']"
632f6d11837ac920af650f92_f_0_12_0,SET,R^n,a compact subset,"['R', '^', 'n']","['real-analysis', 'general-topology', 'functional-analysis', 'elementary-set-theory']"
632faaf8837ac920af6a4a04_f_0_3_0,FUNC,g: A\to B,a bijective function,"['g', ':', 'A', '\\to', 'B']","['functions', 'elementary-set-theory']"
632faaf8837ac920af6a4a04_f_0_12_0,FUNC,f,a bijection,['f'],"['functions', 'elementary-set-theory']"
632faaf8837ac920af6a4a04_f_1_2_0,FUNC,g,the mapping   f_1_2_0,['g'],"['functions', 'elementary-set-theory']"
632faaf8837ac920af6a4a04_f_1_5_0,FUNC,g,a bijective mapping,['g'],"['functions', 'elementary-set-theory']"
632f6d11837ac920af650f9d_f_1_15_0,FUNC,f\colon A\to B,a function,"['f', '\\colon', 'A', '\\to', 'B']",['elementary-set-theory']
632f6d11837ac920af650f9d_f_1_27_0,FUNC,f,all such functions,['f'],['elementary-set-theory']
632f6d11837ac920af650f9d_f_1_32_0,SET,A\times B,The set,"['A', '\\times', 'B']",['elementary-set-theory']
632faaf9837ac920af6a4be3_f_4_0_0,SET,"\{1,2,3\}",The set   f_4_0_0,"['\\{', '1', ',', '2', ',', '3', '\\}']","['discrete-mathematics', 'elementary-set-theory']"
632faaf9837ac920af6a4be3_f_4_1_0,SCAL,1 ,the numbers,1,"['discrete-mathematics', 'elementary-set-theory']"
632faaf9837ac920af6a4bfd_f_0_0_0,FUNC,f,a function,['f'],['elementary-set-theory']
632faaf9837ac920af6a4bfd_f_1_2_0,FUNC,f,a function,['f'],['elementary-set-theory']
6330196c837ac920af75834f_f_0_1_0,FUNC,f,a bijective function   f_0_1_0,['f'],['elementary-set-theory']
6330196c837ac920af75834f_f_1_1_0,FUNC,f:I \to A,a mapping   f_1_1_0,"['f', ':', 'I', '\\to', 'A']",['elementary-set-theory']
632faaf9837ac920af6a4d6c_f_2_8_0,FUNC,g,A map,['g'],"['group-theory', 'functions', 'elementary-set-theory']"
632faaf9837ac920af6a4d6c_f_2_9_0,FUNC,g,A map,['g'],"['group-theory', 'functions', 'elementary-set-theory']"
6330196c837ac920af7584c1_f_0_10_0,SET,\varnothing,the empty set,\varnothing,"['elementary-set-theory', 'solution-verification']"
6330196c837ac920af7584e6_f_0_0_0,FUNC,f:A\to B,a function,"['f', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'proof-verification']"
632fe1d3837ac920af701677_f_0_0_0,SET,"\{1,2,4\}",the set,"['\\{', '1', ',', '2', ',', '4', '\\}']","['elementary-set-theory', 'discrete-mathematics']"
632f6d12837ac920af651278_f_1_1_0,FUNC,f:S \to T,a bijection   f_1_1_0,"['f', ':', 'S', '\\to', 'T']","['elementary-set-theory', 'proof-verification', 'cardinals']"
632f6d12837ac920af651278_f_1_11_0,FUNC,f,a bijection,['f'],"['elementary-set-theory', 'proof-verification', 'cardinals']"
632f6d12837ac920af651278_f_1_23_0,FUNC,f,a bijection,['f'],"['elementary-set-theory', 'proof-verification', 'cardinals']"
632f6d12837ac920af651278_f_2_0_0,FUNC,f : S \to T,a bijection,"['f', ':', 'S', '\\to', 'T']","['elementary-set-theory', 'proof-verification', 'cardinals']"
632f6d12837ac920af6512e0_f_1_3_0,FUNC,f,an open mapping,['f'],"['real-analysis', 'general-topology', 'elementary-set-theory', 'vector-analysis']"
632f6d12837ac920af6512e0_f_1_10_0,FUNC,f,an open mapping,['f'],"['real-analysis', 'general-topology', 'elementary-set-theory', 'vector-analysis']"
632f6d12837ac920af6512e0_f_1_11_0,FUNC,f,an open mapping,['f'],"['real-analysis', 'general-topology', 'elementary-set-theory', 'vector-analysis']"
632fe1d3837ac920af701738_f_0_1_0,FUNC,f,a function   f_0_1_0,['f'],['elementary-set-theory']
632fe1d3837ac920af70175a_f_0_6_0,FUNC,f,What sort,['f'],"['analysis', 'elementary-set-theory']"
632fe1d3837ac920af70175a_f_1_0_0,FUNC,f,any function,['f'],"['analysis', 'elementary-set-theory']"
632fe1d3837ac920af70175a_f_1_1_0,FUNC,f,such a function,['f'],"['analysis', 'elementary-set-theory']"
632faaf9837ac920af6a4edb_f_0_0_0,SET,\mathbb{N},sets,\mathbb{N},"['elementary-set-theory', 'proof-writing']"
632fe1d3837ac920af701792_f_0_1_0,SCAL,0,the value   f_0_1_0,0,"['elementary-set-theory', 'logic', 'definition']"
6330196d837ac920af758645_f_0_0_0,FUNC,r,a recursive function,['r'],"['elementary-set-theory', 'functions', 'recursive-algorithms', 'recursion']"
632fe1d3837ac920af70189a_f_1_4_0,SCAL,f(n),the number,"['f', '(', 'n', ')']","['combinatorics', 'elementary-set-theory']"
632fe1d3837ac920af70189a_f_1_9_0,SCAL,2,the number,2,"['combinatorics', 'elementary-set-theory']"
6330196d837ac920af758678_f_1_4_0,SET,(A \times B) \cap (A \times C),set,"['(', 'A', '\\times', 'B', ')', '\\cap', '(', 'A', '\\times', 'C', ')']","['elementary-set-theory', 'solution-verification']"
632faaf9837ac920af6a4f92_f_0_2_0,SET,\{1\},a good example,"['\\{', '1', '\\}']",['elementary-set-theory']
6330196d837ac920af7586a8_f_2_8_0,FUNC,h\colon Z\to W,another function,"['h', '\\colon', 'Z', '\\to', 'W']","['functions', 'elementary-set-theory', 'function-and-relation-composition']"
632fe1d3837ac920af70196b_f_2_0_0,SET,"[0,1]",set,"['[', '0', ',', '1', ']']",['elementary-set-theory']
632faaf9837ac920af6a4fc3_f_1_5_0,FUNC,h,functions,['h'],['elementary-set-theory']
632f6d13837ac920af651757_f_0_1_0,FUNC,"f,g : A \rightarrow R",two measurable functions,"['f', ',', 'g', ':', 'A', '\\rightarrow', 'R']","['real-analysis', 'elementary-set-theory']"
632faaf9837ac920af6a5022_f_0_9_0,FUNC,f(x) = x^2,a function,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['elementary-set-theory', 'definition']"
632faaf9837ac920af6a502c_f_1_0_0,FUNC,f,a non - surjective function,['f'],"['functions', 'elementary-set-theory']"
6330196d837ac920af7586cf_f_4_6_0,FUNC,f:\mathbb N\to A,a function,"['f', ':', '\\mathbb', 'N', '\\to', 'A']",['elementary-set-theory']
6330196d837ac920af7586cf_f_4_11_0,FUNC,f,a bijection,['f'],['elementary-set-theory']
6330196d837ac920af7586e6_f_1_0_0,FUNC,f,Two functions,['f'],"['elementary-set-theory', 'functions', 'soft-question']"
632f6d13837ac920af651829_f_0_10_0,FUNC,B,so   f_0_9_0   maps   f_0_10_0,['B'],['elementary-set-theory']
632f6d13837ac920af651829_f_1_0_0,FUNC,f,a function,['f'],['elementary-set-theory']
632f6d13837ac920af651829_f_2_0_0,SET,"\{1,3,4,7 \}",set,"['\\{', '1', ',', '3', ',', '4', ',', '7', '\\}']",['elementary-set-theory']
632f6d13837ac920af651829_f_2_2_0,FUNC,f,the function,['f'],['elementary-set-theory']
632f6d13837ac920af651829_f_3_0_0,FUNC,f \colon A \to B,a function   f_3_0_0,"['f', '\\colon', 'A', '\\to', 'B']",['elementary-set-theory']
632f6d13837ac920af6518aa_f_1_0_0,FUNC,f,A function,['f'],"['functions', 'elementary-set-theory', 'polynomials']"
632f6d13837ac920af6518aa_f_1_5_0,FUNC,f,A function,['f'],"['functions', 'elementary-set-theory', 'polynomials']"
632fe1d3837ac920af7019cd_f_3_22_0,FUNC,f,a function,['f'],"['combinatorics', 'elementary-set-theory']"
6330196d837ac920af758741_f_1_2_0,FUNC,f,an arbitrary function,['f'],"['calculus', 'elementary-set-theory']"
632faafa837ac920af6a516f_f_0_1_0,FUNC,f,a function,['f'],['elementary-set-theory']
632f6d13837ac920af65196a_f_0_9_0,FUNC,f: S \rightarrow T,bijective function,"['f', ':', 'S', '\\rightarrow', 'T']",['elementary-set-theory']
632faafa837ac920af6a516f_f_1_0_0,FUNC,F,a function,['F'],['elementary-set-theory']
632fe1d3837ac920af701b27_f_1_0_0,SET,"[1,2]",the set   f_1_0_0,"['[', '1', ',', '2', ']']","['general-topology', 'elementary-set-theory']"
632fe1d3837ac920af701b68_f_0_0_0,SCAL,9 ,the digits,9,"['elementary-set-theory', 'discrete-mathematics']"
632fe1d3837ac920af701b68_f_1_1_0,SCAL,2^5,odd digits,"['2', '^', '5']","['elementary-set-theory', 'discrete-mathematics']"
632faafa837ac920af6a5181_f_2_10_0,FUNC,f,the function,['f'],"['general-topology', 'elementary-set-theory']"
632faafa837ac920af6a52bb_f_0_0_0,SET,"(0,1)",open sets,"['(', '0', ',', '1', ')']","['real-analysis', 'elementary-set-theory']"
632fe1d3837ac920af701bda_f_0_1_0,SET, \varnothing ,the empty set,\varnothing,['elementary-set-theory']
632fe1d3837ac920af701bda_f_1_4_0,FUNC,f,functions,['f'],['elementary-set-theory']
6330196d837ac920af7587a3_f_0_6_0,SET,C \cap D,the empty set,"['C', '\\cap', 'D']",['elementary-set-theory']
632fe1d3837ac920af701c1a_f_0_4_0,SCAL,1,its   f_0_3_0 th digit,1,"['real-analysis', 'elementary-set-theory']"
632f6d13837ac920af651ac4_f_0_4_0,FUNC,f : X \to Y,functions,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
632f6d13837ac920af651ac4_f_1_0_0,FUNC,f:X\to Y,A function,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
632fe1d3837ac920af701c1a_f_3_3_0,FUNC,f\colon\mathbb N \to \mathbb N,a bijection   f_3_3_0,"['f', '\\colon', '\\mathbb', 'N', '\\to', '\\mathbb', 'N']","['real-analysis', 'elementary-set-theory']"
632fe1d3837ac920af701c1a_f_3_19_0,FUNC,f,the resulting function,['f'],"['real-analysis', 'elementary-set-theory']"
6330196d837ac920af758805_f_1_17_0,FUNC,f\colon A\to B,a bijection   f_1_17_0,"['f', '\\colon', 'A', '\\to', 'B']","['elementary-set-theory', 'cardinals']"
6330196d837ac920af758805_f_2_0_0,FUNC,f,an auxiliary function,['f'],"['elementary-set-theory', 'cardinals']"
6330196d837ac920af7588c3_f_0_4_0,FUNC,"f : (a, b) \rightarrow \mathbb{R}",a function,"['f', ':', '(', 'a', ',', 'b', ')', '\\rightarrow', '\\mathbb{R}']","['real-analysis', 'elementary-set-theory', 'functions']"
6330196d837ac920af7588c3_f_0_5_0,FUNC,f,a bijection,['f'],"['real-analysis', 'elementary-set-theory', 'functions']"
632faafa837ac920af6a5443_f_0_0_0,FUNC,"h(x,y)=xy",function,"['h', '(', 'x', ',', 'y', ')', '=', 'x', 'y']",['elementary-set-theory']
632faafa837ac920af6a5443_f_4_0_0,FUNC,f:A\rightarrow B,A function,"['f', ':', 'A', '\\rightarrow', 'B']",['elementary-set-theory']
632faafa837ac920af6a546d_f_0_0_0,FUNC,f:X\rightarrow Y,a function,"['f', ':', 'X', '\\rightarrow', 'Y']","['functions', 'elementary-set-theory']"
632faafa837ac920af6a549f_f_0_0_0,FUNC,g:A\to A,function,"['g', ':', 'A', '\\to', 'A']","['functions', 'elementary-set-theory']"
632faafa837ac920af6a549f_f_0_2_0,FUNC,g,Inverse function,['g'],"['functions', 'elementary-set-theory']"
632faafa837ac920af6a549f_f_0_3_0,FUNC,g,Inverse function,['g'],"['functions', 'elementary-set-theory']"
