fid,mtype,exprstr,mention,tokens,type_tokens,tags
632f7c56837ac920af664d9f_f_4_24_0,FUNC,A,the translation mapping,['A'],"['func_name', '__ANON_0']","['geometry', 'analytic-geometry', 'triangles', 'area']"
632fab06837ac920af6aa7b4_f_0_17_0,FUNC,y,the two functions,['y'],"['func_name', '__ANON_1']",['analytic-geometry']
63301fa3837ac920af7653be_f_1_12_0,FUNC,v,f_1_11_0   axis maps,['v'],"['func_name', '__ANON_1']","['geometry', 'analytic-geometry', '3d', 'computational-mathematics']"
632f7c59837ac920af665f11_f_0_4_0,FUNC,f:\mathbb{R}\to\mathbb{R},a differentiable function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['geometry', 'analytic-geometry']"
632ff012837ac920af70d7b9_f_0_4_0,FUNC,Y,a bijection,['Y'],"['func_name', '__ANON_0']","['analytic-geometry', 'complete-spaces']"
632fb213837ac920af6b0716_f_2_0_0,FUNC,d,a distance function,['d'],"['func_name', '__ANON_1']","['vector-spaces', 'metric-spaces', 'analytic-geometry']"
632ff016837ac920af70eda3_f_1_0_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']",['analytic-geometry']
63302658837ac920af7703df_f_1_14_0,FUNC,T,The function,['T'],"['func_name', '__ANON_0']","['matrices', 'analytic-geometry', '3d', 'rotations']"
632fb219837ac920af6b34d8_f_2_2_0,FUNC,P,No function   f_2_2_0,['P'],"['func_name', '__ANON_0']",['analytic-geometry']
632fb21e837ac920af6b51b5_f_2_4_0,FUNC,U,( principal branch ) maps,['U'],"['func_name', '__ANON_0']","['complex-analysis', 'algebraic-geometry', 'analytic-geometry', 'complex-geometry', 'riemann-surfaces']"
632ff021837ac920af713211_f_2_0_0,FUNC,"D(s,t)=(t+2s)^2+(3t-s+1)^2+(t-2s-5)^2",the bivariate function,"['D', '(', 's', ',', 't', ')', '=', '(', 't', '+', '2', 's', ')', '^', '2', '+', '(', '3', 't', '-', 's', '+', '1', ')', '^', '2', '+', '(', 't', '-', '2', 's', '-', '5', ')', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_0', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', 'group', 'L_PAREN', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', 'group', 'L_PAREN', 'additive', 'additive', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3']","['linear-algebra', 'analytic-geometry']"
632fb220837ac920af6b6279_f_2_95_0,SCAL,2a,the constant value,"['2', 'a']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']","['proof-verification', 'proof-writing', 'analytic-geometry']"
63302e0a837ac920af775043_f_2_0_0,SCAL,1,the target value,1,"['expr_atom', '__ANON_3']","['linear-algebra', 'analytic-geometry']"
632ff024837ac920af71489b_f_1_6_0,FUNC,g,a scalar function,['g'],"['func_name', '__ANON_1']","['ordinary-differential-equations', 'multivariable-calculus', 'analytic-geometry']"
632fb223837ac920af6b7b92_f_1_8_0,FUNC,\arctan,  f_1_7_0      The function,\arctan,FUNC_NORMAL,"['algebra-precalculus', 'trigonometry', 'analytic-geometry']"
632fb8d2837ac920af6b8ccf_f_2_5_0,SCAL,a+bi,complex numbers,"['a', '+', 'b', 'i']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","['geometry', 'analytic-geometry', 'simplex']"
632ff028837ac920af716605_f_1_74_0,SCAL,(3),the values,"['(', '3', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']","['euclidean-geometry', 'analytic-geometry']"
632ff02a837ac920af7170af_f_0_2_0,SCAL,\frac{a}{b}+\frac{c}{d}+\frac{m}{n},the value,"['\\frac', '{', 'a', '}', '{', 'b', '}', '+', '\\frac', '{', 'c', '}', '{', 'd', '}', '+', '\\frac', '{', 'm', '}', '{', 'n', '}']","['additive', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","['geometry', 'contest-math', 'euclidean-geometry', 'analytic-geometry']"
632fb8d3837ac920af6b967f_f_0_3_0,SET,N(i),a set,"['N', '(', 'i', ')']","['__ANON_0', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['linear-algebra', 'matrices', 'geometry', 'eigenvalues-eigenvectors', 'analytic-geometry']"
633035e9837ac920af77de12_f_1_30_0,FUNC,r,The function,['r'],"['func_name', '__ANON_1']","['real-analysis', 'analytic-geometry', 'parametric', 'uniform-continuity']"
632fb8d9837ac920af6bbfe9_f_0_2_0,FUNC,f(x)=mx+b,the functions     f_0_2_0      f_0_3_0,"['f', '(', 'x', ')', '=', 'm', 'x', '+', 'b']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']","['real-analysis', 'functions', 'analytic-geometry']"
633035f2837ac920af780cbf_f_0_2_0,FUNC,T,an orthogonal map,['T'],"['func_name', '__ANON_0']","['linear-algebra', 'analytic-geometry']"
633035f8837ac920af782bd1_f_1_12_0,FUNC,g,the function,['g'],"['func_name', '__ANON_1']","['geometry', 'analytic-geometry']"
633035f8837ac920af782bd1_f_1_28_0,FUNC,h,a new function,['h'],"['func_name', '__ANON_1']","['geometry', 'analytic-geometry']"
633035ff837ac920af7844d6_f_1_18_0,FUNC,f,some function   f_1_18_0,['f'],"['func_name', '__ANON_1']","['differential-geometry', 'analytic-geometry', 'homology-cohomology', 'vector-analysis']"
