fid,mtype,exprstr,mention,tokens,type_tokens,tags
632f74e6837ac920af658af6_f_0_0_0,FUNC,F:R \rightarrow R,the Dirichlet function,"['F', ':', 'R', '\\rightarrow', 'R']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","['calculus', 'integration', 'algebra-precalculus', 'definite-integrals']"
632f74e6837ac920af658bb9_f_1_0_0,SCAL,2 ,number,2,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'proof-verification']"
63301fa1837ac920af7641e7_f_2_1_0,FUNC,f(x)=sin(x),the function   f_2_1_0,"['f', '(', 'x', ')', '=', 's', 'i', 'n', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['algebra-precalculus', 'trigonometry']"
63301fa1837ac920af764208_f_3_13_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']",['algebra-precalculus']
632f74e7837ac920af658c36_f_2_12_0,FUNC,f,a bijection,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'inequality']"
63301fa1837ac920af764348_f_0_0_0,FUNC,x,a function,['x'],"['func_name', '__ANON_1']",['algebra-precalculus']
632fe8b7837ac920af707514_f_0_10_0,FUNC,f,a bijective function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions', 'proof-explanation', 'contest-math']"
63301fa1837ac920af764480_f_0_3_0,FUNC,f(2.5)=-0.625,the function,"['f', '(', ')', '=', '-']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', 'number', 'R_PAREN', 'EQUAL', 'unary', 'SUB', 'expr_atom', 'number']",['algebra-precalculus']
632fe8b7837ac920af707514_f_1_1_0,SCAL,f(a) ,a rational number,"['f', '(', 'a', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['algebra-precalculus', 'functions', 'proof-explanation', 'contest-math']"
632f74e7837ac920af658e6f_f_1_4_0,SCAL,ab,square natural numbers,"['a', 'b']","['unary', '__ANON_1', '__ANON_1']","['algebra-precalculus', 'functions', 'polynomials']"
632fe8b7837ac920af707566_f_0_0_0,FUNC,h(x) = f(x) + g(x),a function,"['h', '(', 'x', ')', '=', 'f', '(', 'x', ')', '+', 'g', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['algebra-precalculus', 'functions', 'periodic-functions']"
632fe8b7837ac920af707566_f_1_1_0,FUNC,g,periodic functions,['g'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions', 'periodic-functions']"
632fe8b7837ac920af70757a_f_1_5_0,FUNC,f(x)= e^{-x^2}+3,the function,"['f', '(', 'x', ')', '=', 'e', '^', '{', '-', 'x', '^', '2', '}', '+', '3']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', 'expr_atom', '__ANON_3']",['algebra-precalculus']
63301fa1837ac920af7645b2_f_0_0_0,SCAL,2^5*3^4*5^3*7^2*11^1,the number,"['2', '^', '5', '*', '3', '^', '4', '*', '5', '^', '3', '*', '7', '^', '2', '*', '1', '1', '^', '1']","['mp', 'mp', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3', 'MUL', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3', 'MUL', 'mp', 'mp', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3', 'MUL', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3', 'MUL', 'exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'elementary-number-theory']"
632f74e7837ac920af658fdb_f_1_2_0,FUNC, f(x) = -2x^2 + x + 1 ,function,"['f', '(', 'x', ')', '=', '-', '2', 'x', '^', '2', '+', 'x', '+', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'trigonometry', 'derivatives', 'inequality']"
63301fa1837ac920af7645b2_f_3_12_0,SCAL,24,the number,"['2', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'elementary-number-theory']"
632f74e7837ac920af659076_f_1_0_0,FUNC,W,The    Lambert W function     f_1_0_0,['W'],"['func_name', '__ANON_0']","['algebra-precalculus', 'logarithms', 'special-functions']"
63301fa1837ac920af76460c_f_0_2_0,SCAL,2,number   f_0_2_0,2,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'logarithms', 'power-series']"
63301fa1837ac920af76460c_f_0_5_0,SCAL,4,number   f_0_5_0,4,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'logarithms', 'power-series']"
632fe8b7837ac920af7076ee_f_0_0_0,FUNC,f,functions,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus']"
632fe8b7837ac920af7076ee_f_0_6_0,SCAL,17 ,number   f_0_6_0,"['1', '7']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['calculus', 'algebra-precalculus']"
632f74e7837ac920af6590ac_f_4_0_0,SCAL,n^{n+1},the number,"['n', '^', '{', 'n', '+', '1', '}']","['exp', '__ANON_1', 'CARET', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']","['combinatorics', 'algebra-precalculus']"
632f74e7837ac920af6590ac_f_4_3_0,FUNC,f,any such function,['f'],"['func_name', '__ANON_1']","['combinatorics', 'algebra-precalculus']"
632fe8b7837ac920af70772f_f_1_13_0,SCAL,3,these prime numbers,3,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'number-theory', 'discrete-mathematics', 'modular-arithmetic', 'natural-numbers']"
63301fa2837ac920af764803_f_2_5_0,SCAL,1,the constant term,1,"['expr_atom', '__ANON_3']",['algebra-precalculus']
63301fa2837ac920af76484b_f_6_0_0,FUNC,f(x) = x^2 + 1,the function   f_6_0_0,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3']",['algebra-precalculus']
632fa444837ac920af6a2ca9_f_2_4_0,FUNC,p(x) = x^2 - 16,the function,"['p', '(', 'x', ')', '=', 'x', '^', '2', '-', '1', '6']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'absolute-value']"
632fe8b7837ac920af707a7a_f_0_1_0,SCAL,\frac {b}{a},different possible integer values,"['\\frac', '{', 'b', '}', '{', 'a', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","['algebra-precalculus', 'inequality', 'fractions']"
63301fa2837ac920af764907_f_0_11_0,FUNC,E,an exponential function,['E'],"['func_name', '__ANON_0']",['algebra-precalculus']
63301fa2837ac920af764907_f_1_7_0,FUNC,m,the trivial map,['m'],"['func_name', '__ANON_1']",['algebra-precalculus']
63301fa2837ac920af7649b8_f_2_5_0,SCAL,0.5,a finite nonzero value,[],"['expr_atom', 'number']","['calculus', 'algebra-precalculus', 'limits']"
632f74e8837ac920af659286_f_6_8_0,SCAL,3,the number,3,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'exponentiation']"
632fa444837ac920af6a2cbb_f_0_5_0,SCAL,f(x),constant,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['probability', 'algebra-precalculus']"
632f74e8837ac920af659286_f_6_9_0,SCAL,3,the number,3,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'exponentiation']"
632fa444837ac920af6a2cbb_f_0_9_0,SCAL,f(t),constant,"['f', '(', 't', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['probability', 'algebra-precalculus']"
632fe8b8837ac920af707bf9_f_3_30_0,SCAL,0,the values,0,"['expr_atom', '__ANON_3']",['algebra-precalculus']
632fa444837ac920af6a2d34_f_1_38_0,SCAL,2,f_1_37_0   value,2,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'trigonometry', 'exponentiation']"
632f74e8837ac920af65930d_f_1_0_0,FUNC,x,cubic function / equation,['x'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions', 'inverse-function']"
632f74e8837ac920af659394_f_1_2_0,SCAL,\frac{x^2+ax+b}{x^2-2x+1},the fraction,"['\\frac', '{', 'x', '^', '2', '+', 'a', 'x', '+', 'b', '}', '{', 'x', '^', '2', '-', '2', 'x', '+', '1', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']","['calculus', 'integration', 'algebra-precalculus', 'elementary-functions']"
632fa444837ac920af6a2da7_f_0_1_0,SCAL,6 ,some number,6,"['expr_atom', '__ANON_3']",['algebra-precalculus']
632fe8b8837ac920af707dcc_f_0_1_0,SCAL,5,a real number,5,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'solution-verification']"
632fe8b8837ac920af707dcc_f_1_1_0,SCAL,4.9,an allowed value,[],"['expr_atom', 'number']","['algebra-precalculus', 'solution-verification']"
63301fa2837ac920af764ac8_f_2_4_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'trigonometry']"
632f74e8837ac920af659452_f_0_3_0,SCAL,9,the value,9,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'inequality', 'maxima-minima', 'a.m.-g.m.-inequality']"
632f74e8837ac920af659452_f_1_2_0,SCAL,8,the minimum value,8,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'inequality', 'maxima-minima', 'a.m.-g.m.-inequality']"
632f74e8837ac920af659452_f_1_4_0,SCAL,9,The maximum value,9,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'inequality', 'maxima-minima', 'a.m.-g.m.-inequality']"
632fa444837ac920af6a2dfc_f_0_0_0,FUNC,y,a function,['y'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_0_2_0,FUNC,x,a function,['x'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_0_4_0,FUNC,y,a function,['y'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_1_4_0,FUNC,f: A \to B,a function   f_1_4_0,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_2_0_0,FUNC,f,a continuous function,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_2_1_0,FUNC,f,the function   f_2_1_0,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_2_3_0,FUNC,f,your function,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_2_4_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_2_5_0,FUNC,f(x) = x^2,the function,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_2_9_0,FUNC,f,The function,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
632fa444837ac920af6a2dfc_f_3_0_0,FUNC,f ,a mapping,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'inverse-function']"
63301fa2837ac920af764b49_f_2_4_0,FUNC,g \circ f,The mapping,"['g', '\\circ', 'f']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']","['calculus', 'algebra-precalculus']"
63301fa2837ac920af764b49_f_2_6_0,FUNC,f \circ g,The mapping   f_2_6_0,"['f', '\\circ', 'g']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']","['calculus', 'algebra-precalculus']"
63301fa2837ac920af764b5f_f_1_0_0,SCAL,\frac{2}{3},the fraction,"['\\frac', '{', '2', '}', '{', '3', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",['algebra-precalculus']
632f74e8837ac920af6594c2_f_1_0_0,FUNC,"
r(x) = \frac{(x^2 + x)}{(x + 1)(2x - 4)}
",function,"['r', '(', 'x', ')', '=', '\\frac', '{', '(', 'x', '^', '2', '+', 'x', ')', '}', '{', '(', 'x', '+', '1', ')', '(', '2', 'x', '-', '4', ')', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1', 'R_PAREN', 'R_BRACE', 'L_BRACE', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'group', 'L_PAREN', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE']","['algebra-precalculus', 'functions', 'polynomials', 'graphing-functions']"
632fa444837ac920af6a2f8d_f_0_0_0,SCAL,6,three numbers,6,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'polynomials', 'roots', 'symmetric-polynomials']"
63301fa2837ac920af764b95_f_0_1_0,SCAL,1,the value   f_0_1_0,1,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'functions']"
63301fa2837ac920af764b95_f_1_2_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'functions']"
632f74e8837ac920af6595da_f_2_0_0,SCAL,x \div y,a number,"['x', '\\div', 'y']","['mp', '__ANON_1', 'CMD_DIV', '__ANON_1']","['algebra-precalculus', 'fractions']"
63301fa2837ac920af764bbe_f_2_3_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'logarithms']"
632fe8b8837ac920af708100_f_2_0_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'limits', 'continuity']"
63301fa2837ac920af764bbe_f_2_13_0,FUNC,\exp(x) = e^x,the exponential function,"['\\exp', '(', 'x', ')', '=', 'e', '^', 'x']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', '__ANON_1']","['algebra-precalculus', 'logarithms']"
632fe8b8837ac920af708100_f_2_7_0,FUNC,g(x)=x+2,the function,"['g', '(', 'x', ')', '=', 'x', '+', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'limits', 'continuity']"
632fe8b8837ac920af708100_f_2_8_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'limits', 'continuity']"
632fe8b8837ac920af7081bc_f_1_2_0,SCAL,1001,the two numbers,"['1', '0', '0', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'elementary-number-theory']"
632fa444837ac920af6a30a9_f_0_0_0,FUNC,f: \mathbb{N} \to \mathbb{N},the function,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['algebra-precalculus', 'functions', 'quadratics']"
632fa444837ac920af6a30a9_f_0_1_0,SET,\mathbb{N},the set,\mathbb{N},"['set_constant', 'SET_BASIC']","['algebra-precalculus', 'functions', 'quadratics']"
632fa444837ac920af6a30a9_f_4_0_0,FUNC,f\colon \mathbb{N} \to \mathbb{N},the function,"['f', '\\colon', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['algebra-precalculus', 'functions', 'quadratics']"
632fa444837ac920af6a3100_f_4_27_0,SCAL,0,the whole fraction,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'functions', 'radicals', 'fractions']"
632f74e8837ac920af65976e_f_0_1_0,FUNC,f(x)=3^x,the two functions,"['f', '(', 'x', ')', '=', '3', '^', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1']","['algebra-precalculus', 'logarithms', 'newton-raphson', 'lambert-w']"
63301fa3837ac920af764e8e_f_0_2_0,SCAL,61 ,  f_0_1_0 prime numbers,"['6', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'modular-arithmetic']"
63301fa3837ac920af764e8e_f_0_5_0,SCAL,10 ,a modulo value,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'modular-arithmetic']"
632f74e9837ac920af65994a_f_0_8_0,FUNC,"f,g : \mathbb{R} \to \mathbb{R}",two aribtrary functions,"['f', ',', 'g', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_enumeration', 'func_name', '__ANON_1', 'COMMA', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['algebra-precalculus', 'functions', 'function-and-relation-composition']"
63301fa3837ac920af764f4c_f_2_10_0,SCAL,0,the value,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'polynomials', 'roots']"
63301fa3837ac920af764f4c_f_2_12_0,SCAL,0,two numbers,0,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'polynomials', 'roots']"
632f74e9837ac920af659a6d_f_0_1_0,SCAL,10 ,a three - digit base   f_0_1_0 number,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'elementary-number-theory', 'quadratics', 'maxima-minima', 'decimal-expansion']"
632f74e9837ac920af659a99_f_0_1_0,SCAL,1 ,the digits   f_0_1_0,1,"['expr_atom', '__ANON_3']",['algebra-precalculus']
632f74e9837ac920af659a99_f_0_6_0,SCAL,24 ,a 4 - digit number   f_0_6_0 times,"['2', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['algebra-precalculus']
632f74e9837ac920af659a99_f_2_1_0,SCAL,1 ,only the digits   f_2_1_0,1,"['expr_atom', '__ANON_3']",['algebra-precalculus']
632fe8b9837ac920af7084a3_f_1_2_0,FUNC,g(x)=x^5,the functions,"['g', '(', 'x', ')', '=', 'x', '^', '5']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['real-analysis', 'algebra-precalculus', 'functions', 'elementary-functions']"
63301fa3837ac920af765032_f_2_3_0,FUNC,W,the Lambert function,['W'],"['func_name', '__ANON_0']","['calculus', 'algebra-precalculus']"
632fe8b9837ac920af70867e_f_1_8_0,FUNC,f(a) = a^n + (1-a)^n - 1,the function,"['f', '(', 'a', ')', '=', 'a', '^', 'n', '+', '(', '1', '-', 'a', ')', '^', 'n', '-', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'ADD', 'additive', 'exp', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN', 'CARET', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",['algebra-precalculus']
632fa445837ac920af6a336a_f_0_0_0,FUNC,f(x) = (x-3)^\frac{1}{2},that the function,"['f', '(', 'x', ')', '=', '(', 'x', '-', '3', ')', '^', '\\frac', '{', '1', '}', '{', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",['algebra-precalculus']
632fa445837ac920af6a336a_f_1_0_0,FUNC,f(x) = (x-3)^{1/2},the function,"['f', '(', 'x', ')', '=', '(', 'x', '-', '3', ')', '^', '{', '1', '/', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'L_BRACE', 'mp', 'expr_atom', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3', 'R_BRACE']",['algebra-precalculus']
632fe8b9837ac920af708725_f_3_6_0,SCAL,1,the constant series,1,"['expr_atom', '__ANON_3']","['calculus', 'combinatorics', 'algebra-precalculus', 'generating-functions', 'multinomial-coefficients']"
632f74e9837ac920af659c86_f_1_11_0,FUNC,f(x)=x^2 - 2x,the function   f_1_11_0,"['f', '(', 'x', ')', '=', 'x', '^', '2', '-', '2', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'unary', 'expr_atom', '__ANON_3', '__ANON_1']","['calculus', 'algebra-precalculus', 'functions', 'fractional-part']"
632f74e9837ac920af659c86_f_1_32_0,FUNC,g(x) = \{x\},the function,"['g', '(', 'x', ')', '=', '\\{', 'x', '\\}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'group', 'L_BRACE_LITERAL', '__ANON_1', 'R_BRACE_LITERAL']","['calculus', 'algebra-precalculus', 'functions', 'fractional-part']"
632fe8ba837ac920af708979_f_1_5_0,SCAL,a-1,the number,"['a', '-', '1']","['additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","['algebra-precalculus', 'induction']"
63301fa3837ac920af7654ba_f_0_0_0,FUNC,f,nonnegative functions,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'asymptotics', 'computer-science']"
632fa445837ac920af6a360d_f_3_1_0,SCAL,16,the constant term,"['1', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['algebra-precalculus', 'polynomials', 'contest-math']"
632fa445837ac920af6a360d_f_3_5_0,SCAL,4,constant term   f_3_5_0,4,"['expr_atom', '__ANON_3']","['algebra-precalculus', 'polynomials', 'contest-math']"
632fe8ba837ac920af708a00_f_0_0_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['real-analysis', 'algebra-precalculus', 'functions']"
632f74ea837ac920af659f49_f_0_1_0,SCAL,1,positive real numbers,1,"['expr_atom', '__ANON_3']",['algebra-precalculus']
632fe8ba837ac920af708a33_f_1_0_0,FUNC,f(x)=ax+b,a linear function,"['f', '(', 'x', ')', '=', 'a', 'x', '+', 'b']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'unary', '__ANON_1', '__ANON_1', 'ADD', '__ANON_1']","['algebra-precalculus', 'functions']"
632fe8ba837ac920af708a95_f_1_4_0,SCAL,27.55741870821083,exact   value,[],"['expr_atom', 'number']","['algebra-precalculus', 'number-theory', 'contest-math']"
63301fa4837ac920af765597_f_1_8_0,SCAL,\frac{a+b}{c+d},same,"['\\frac', '{', 'a', '+', 'b', '}', '{', 'c', '+', 'd', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_BRACE']","['algebra-precalculus', 'exponential-function']"
63301fa4837ac920af7655c8_f_2_20_0,SCAL,7,constant ) otherwise ultimate period,7,"['expr_atom', '__ANON_3']","['sequences-and-series', 'algebra-precalculus', 'periodic-functions']"
632f74ea837ac920af65a0b6_f_2_2_0,SCAL,3,the value,3,"['expr_atom', '__ANON_3']",['algebra-precalculus']
632fa445837ac920af6a395b_f_2_4_0,SCAL,\frac{1}{8},a maximal value,"['\\frac', '{', '1', '}', '{', '8', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['algebra-precalculus', 'optimization', 'analytic-geometry', 'area', 'a.m.-g.m.-inequality']"
