fid,mtype,exprstr,mention,tokens,type_tokens,tags
632fdafa837ac920af6f521f_f_0_13_0,FUNC,y,the function,['y'],"['func_name', '__ANON_1']","['calculus', 'trigonometry', 'optimization', 'maxima-minima']"
633012d1837ac920af753050_f_1_12_0,SCAL,f(x),the values,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",['trigonometry']
632f6d0f837ac920af64ff7a_f_3_9_0,FUNC,\sin,an odd function,\sin,FUNC_NORMAL,"['real-analysis', 'trigonometry']"
632f6d0f837ac920af650094_f_0_2_0,SCAL,a+b,the value,"['a', '+', 'b']","['additive', '__ANON_1', 'ADD', '__ANON_1']","['calculus', 'algebra-precalculus', 'geometry', 'trigonometry', 'quadratics']"
632f9dab837ac920af697f18_f_0_1_0,SCAL,250 ,this fractional number,"['2', '5', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",['trigonometry']
632fdafb837ac920af6f5bf7_f_0_4_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['geometry', 'trigonometry']"
63301962837ac920af753ce7_f_0_2_0,FUNC,f,a function   f_0_2_0,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'trigonometry']"
63301962837ac920af753ce7_f_1_0_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'trigonometry']"
632fdafc837ac920af6f6226_f_0_0_0,FUNC,f: \mathbb{R} \to \mathbb{R},the function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['real-analysis', 'trigonometry']"
632fdafc837ac920af6f6226_f_0_13_0,FUNC,f,the function   f_0_13_0,['f'],"['func_name', '__ANON_1']","['real-analysis', 'trigonometry']"
632fdafc837ac920af6f6243_f_0_0_0,FUNC,f :\mathbb{R}\to \mathbb{R},a continuous function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['calculus', 'limits', 'functions', 'trigonometry', 'definite-integrals']"
632f6d10837ac920af6507fb_f_1_0_0,FUNC,f:\mathbb{R} \to \mathbb{R},A function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['calculus', 'functions', 'trigonometry', 'periodic-functions', 'constants']"
632f6d11837ac920af650a14_f_1_1_0,SCAL,sin(45),value,"['s', 'i', 'n', '(', '4', '5', ')']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_PAREN']",['trigonometry']
632fdafc837ac920af6f6448_f_0_1_0,FUNC,f :\mathbb{R}\to \mathbb{R},a function   f_0_1_0,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['calculus', 'trigonometry', 'definite-integrals', 'functional-equations']"
632f6d11837ac920af650b6a_f_1_0_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['calculus', 'trigonometry', 'graphing-functions']"
632fdafc837ac920af6f65cf_f_1_1_0,SCAL,12.1852,value approximately   f_1_1_0,[],"['expr_atom', 'number']",['trigonometry']
632fdafd837ac920af6f66a3_f_1_8_0,SCAL,i q,Now the two complex numbers,"['i', 'q']","['unary', '__ANON_1', '__ANON_1']","['trigonometry', 'irrational-numbers', 'rational-numbers', 'pi']"
63301964837ac920af7548c4_f_2_4_0,FUNC,f,a trig function,['f'],"['func_name', '__ANON_1']","['calculus', 'trigonometry']"
63301964837ac920af7548c4_f_2_5_0,FUNC,g,a trig function,['g'],"['func_name', '__ANON_1']","['calculus', 'trigonometry']"
632f9dae837ac920af6991e0_f_5_1_0,SCAL,-1,a value   f_5_1_0,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']","['trigonometry', 'inequality', 'polynomials', 'optimization']"
632fdafd837ac920af6f69d2_f_0_13_0,FUNC,f,the map,['f'],"['func_name', '__ANON_1']","['trigonometry', 'elementary-set-theory', 'complex-numbers', 'equivalence-relations']"
632fdafd837ac920af6f69d2_f_1_29_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['trigonometry', 'elementary-set-theory', 'complex-numbers', 'equivalence-relations']"
63301964837ac920af7549c9_f_4_9_0,FUNC,g(x) = x (1-x),the function,"['g', '(', 'x', ')', '=', 'x', '(', '1', '-', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', '__ANON_1', 'R_PAREN']","['calculus', 'trigonometry']"
632f9dae837ac920af699443_f_2_1_0,SCAL,-c,output values,"['-', 'c']","['unary', 'SUB', '__ANON_1']",['trigonometry']
632f9dae837ac920af6994dc_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},a function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['real-analysis', 'trigonometry']"
632fdafd837ac920af6f6b88_f_1_0_0,SCAL,-2^{-53},nonzero value,"['-', '2', '^', '{', '-', '5', '3', '}']","['unary', 'SUB', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'unary', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE']","['algebra-precalculus', 'trigonometry']"
632fdafd837ac920af6f6c3a_f_0_1_0,FUNC,\sin(z) = \dfrac{e^{iz}-e^{-iz}}{2i},the trigonometric functions,"['\\sin', '(', 'z', ')', '=', '\\dfrac', '{', 'e', '^', '{', 'i', 'z', '}', '-', 'e', '^', '{', '-', 'i', 'z', '}', '}', '{', '2', 'i', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'SUB', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_BRACE', 'L_BRACE', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'R_BRACE']",['trigonometry']
632f6d11837ac920af650d40_f_2_4_0,SCAL,0,f_2_3_0   value,0,"['expr_atom', '__ANON_3']","['trigonometry', 'roots', 'graphing-functions', 'pi']"
632fdafe837ac920af6f6db9_f_3_3_0,SCAL,f(x),the value,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",['trigonometry']
632f9daf837ac920af69977a_f_0_3_0,FUNC,"f(x,y)=x/y",the function,"['f', '(', 'x', ',', 'y', ')', '=', 'x', '/', 'y']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'mp', '__ANON_1', 'DIV', '__ANON_1']","['trigonometry', 'inequality']"
632f6d12837ac920af65119a_f_1_13_0,FUNC,T,a contraction mapping,['T'],"['func_name', '__ANON_0']","['geometry', 'trigonometry', 'triangles']"
632f6d12837ac920af65119a_f_1_14_0,FUNC,T,a contraction mapping,['T'],"['func_name', '__ANON_0']","['geometry', 'trigonometry', 'triangles']"
63301965837ac920af75504c_f_1_8_0,FUNC,f,an invertible function,['f'],"['func_name', '__ANON_1']","['calculus', 'real-analysis', 'analysis', 'trigonometry']"
632f6d12837ac920af65121b_f_1_1_0,FUNC,f,"rational , function   f_1_1_0",['f'],"['func_name', '__ANON_1']","['calculus', 'trigonometry']"
632f6d12837ac920af65127e_f_2_0_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['calculus', 'limits', 'trigonometry']"
632fdafe837ac920af6f70f3_f_0_0_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['algebra-precalculus', 'number-theory', 'functions', 'trigonometry']"
632f6d12837ac920af65127e_f_4_9_0,SCAL,1,Therefore the numbers,1,"['expr_atom', '__ANON_3']","['calculus', 'limits', 'trigonometry']"
632fa42f837ac920af699fb2_f_1_6_0,FUNC,\cot,a convex function,\cot,FUNC_NORMAL,"['geometry', 'multivariable-calculus', 'trigonometry', 'optimization', 'jensen-inequality']"
63301966837ac920af755750_f_1_1_0,SCAL,0,", minimum value   f_1_1_0",0,"['expr_atom', '__ANON_3']","['geometry', 'functions', 'trigonometry', 'polygons']"
632fa42f837ac920af69a0fa_f_1_3_0,SCAL,1,a maximal value,1,"['expr_atom', '__ANON_3']","['trigonometry', 'optimization', 'functional-inequalities']"
632f6d12837ac920af6514e9_f_1_1_0,FUNC,f:X\to X,  and a continuous function   f_1_1_0,"['f', ':', 'X', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","['real-analysis', 'sequences-and-series', 'functions', 'trigonometry']"
632fa42f837ac920af69a0fa_f_1_6_0,SCAL,\frac{1}{2},a minimal value,"['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['trigonometry', 'optimization', 'functional-inequalities']"
632fa42f837ac920af69a0fa_f_1_9_0,FUNC,f,a continuous function,['f'],"['func_name', '__ANON_1']","['trigonometry', 'optimization', 'functional-inequalities']"
632fdaff837ac920af6f763e_f_0_0_0,FUNC,f : \mathbb{R}\to\mathbb{R},all function,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['analysis', 'functions', 'trigonometry', 'fourier-series', 'functional-equations']"
632fdaff837ac920af6f763e_f_1_11_0,FUNC,h,infinitely many such functions,['h'],"['func_name', '__ANON_1']","['analysis', 'functions', 'trigonometry', 'fourier-series', 'functional-equations']"
63301966837ac920af755a0b_f_1_0_0,FUNC,f:\mathbb{R} \rightarrow \mathbb{R},A function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['limits', 'trigonometry', 'continuity']"
63301967837ac920af755c79_f_1_0_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['functions', 'trigonometry']"
632fa430837ac920af69a291_f_0_2_0,FUNC,x,a function,['x'],"['func_name', '__ANON_1']","['ordinary-differential-equations', 'trigonometry']"
632fa430837ac920af69a4f6_f_1_32_0,SCAL,2k+1,a number,"['2', 'k', '+', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","['trigonometry', 'primitive-roots', 'cyclotomic-polynomials']"
632fdb00837ac920af6f7c71_f_3_5_0,FUNC,f,the function   f_3_5_0,['f'],"['func_name', '__ANON_1']",['trigonometry']
632fdb00837ac920af6f7c71_f_3_10_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']",['trigonometry']
632fdb00837ac920af6f7d44_f_0_18_0,SCAL,1 ,\sqrt{2}\left[\overline{a(t)\cdot\cos(\omega _ f_0_18_0 t)}\right]\\ \text{and}\nonumber\\ D,1,"['expr_atom', '__ANON_3']","['trigonometry', 'fourier-series']"
632fdb00837ac920af6f7d44_f_0_19_0,SCAL,1 ,_ f_0_18_0 t)}\right]\\ \text{and}\nonumber\\ D,1,"['expr_atom', '__ANON_3']","['trigonometry', 'fourier-series']"
632fa431837ac920af69aa01_f_2_2_0,SCAL,\frac{1}{2},a positive number,"['\\frac', '{', '1', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['algebra-precalculus', 'trigonometry']"
63301968837ac920af7563d0_f_1_0_0,SCAL,-1+i,The complex number,"['-', '1', '+', 'i']","['additive', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1']","['algebra-precalculus', 'trigonometry', 'complex-numbers']"
63301968837ac920af7563d0_f_1_3_0,SCAL,-1+i,the numbers,"['-', '1', '+', 'i']","['additive', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'ADD', '__ANON_1']","['algebra-precalculus', 'trigonometry', 'complex-numbers']"
632fa431837ac920af69aa78_f_2_7_0,FUNC,f,a convex function,['f'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'trigonometry']"
63301968837ac920af75661d_f_0_1_0,SCAL,3 ,the numbers   f_0_1_0,3,"['expr_atom', '__ANON_3']","['trigonometry', 'graphing-functions', 'parametric']"
632fa431837ac920af69ab31_f_3_0_0,FUNC,f : A \to B,triple,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","['trigonometry', 'numerical-methods', 'catastrophic-cancellation']"
632fdb01837ac920af6f82bc_f_1_15_0,SCAL,-xyz,The constant term   f_1_15_0,"['-', 'x', 'y', 'z']","['unary', 'SUB', 'unary', '__ANON_1', '__ANON_1', '__ANON_1']","['geometry', 'trigonometry', 'geometric-construction']"
632fdb01837ac920af6f82bc_f_1_35_0,SCAL,288,positive whole numbers,"['2', '8', '8']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['geometry', 'trigonometry', 'geometric-construction']"
63301968837ac920af756750_f_1_8_0,FUNC,y,a linear function,['y'],"['func_name', '__ANON_1']","['calculus', 'algebra-precalculus', 'trigonometry', 'implicit-differentiation']"
632f6d14837ac920af651e4a_f_5_14_0,SCAL,1/n,larger and larger values,"['1', '/', 'n']","['mp', 'expr_atom', '__ANON_3', 'DIV', '__ANON_1']","['calculus', 'limits', 'trigonometry']"
632f6d14837ac920af651fdb_f_0_3_0,SCAL,0,f_0_2_0   values,0,"['expr_atom', '__ANON_3']",['trigonometry']
632fa432837ac920af69b017_f_1_3_0,SCAL,\frac{n}{2},a maximal value,"['\\frac', '{', 'n', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['calculus', 'trigonometry', 'optimization', 'a.m.-g.m.-inequality', 'cauchy-schwarz-inequality']"
632fa432837ac920af69b084_f_1_17_0,FUNC,\sin(z)=\dfrac{e^{iz}-e^{-iz}}{2},an elementary function,"['\\sin', '(', 'z', ')', '=', '\\dfrac', '{', 'e', '^', '{', 'i', 'z', '}', '-', 'e', '^', '{', '-', 'i', 'z', '}', '}', '{', '2', '}']","['func_expr', 'func_name_arg', 'FUNC_NORMAL', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'SUB', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['trigonometry', 'elementary-functions']"
632fa432837ac920af69b61f_f_0_4_0,FUNC,f,any function,['f'],"['func_name', '__ANON_1']","['linear-algebra', 'trigonometry', 'linear-transformations']"
632fdb02837ac920af6f8ab0_f_0_5_0,SCAL,-1,values,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']","['functions', 'trigonometry', 'elementary-set-theory']"
632fdb02837ac920af6f8ab0_f_0_8_0,SCAL,sin(-1),two values,"['s', 'i', 'n', '(', '-', '1', ')']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', 'group', 'L_PAREN', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']","['functions', 'trigonometry', 'elementary-set-theory']"
632f74d6837ac920af652317_f_1_2_0,FUNC,f,a linear function,['f'],"['func_name', '__ANON_1']",['trigonometry']
632fdb02837ac920af6f8c7a_f_2_1_0,FUNC,g(x)=3x^2+2x+a,two functions,"['g', '(', 'x', ')', '=', '3', 'x', '^', '2', '+', '2', 'x', '+', 'a']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'additive', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', '__ANON_1']","['calculus', 'derivatives', 'trigonometry', 'maxima-minima']"
632fdb02837ac920af6f8c7a_f_3_1_0,SCAL,-1,smallest value,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']","['calculus', 'derivatives', 'trigonometry', 'maxima-minima']"
632fdb02837ac920af6f8c7a_f_3_14_0,SCAL,-1,smallest value,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']","['calculus', 'derivatives', 'trigonometry', 'maxima-minima']"
632f74d7837ac920af65281b_f_1_5_0,SCAL,2,an eigenvalue,2,"['expr_atom', '__ANON_3']","['trigonometry', 'eigenvalues-eigenvectors']"
632f74d7837ac920af65281b_f_1_15_0,SCAL,0,an eigenvalue,0,"['expr_atom', '__ANON_3']","['trigonometry', 'eigenvalues-eigenvectors']"
632fa433837ac920af69bcec_f_2_8_0,SCAL,1,the value,1,"['expr_atom', '__ANON_3']",['trigonometry']
632fe1bf837ac920af6f91bc_f_3_12_0,SCAL,2,the number,2,"['expr_atom', '__ANON_3']","['integration', 'trigonometry', 'limits']"
6330196a837ac920af757724_f_0_1_0,FUNC,f,f_0_0_0        A function   f_0_1_0,['f'],"['func_name', '__ANON_1']","['functions', 'trigonometry', 'periodic-functions']"
632f74d9837ac920af6532e5_f_3_42_0,SCAL,ir,“ pure imaginary ” number,"['i', 'r']","['unary', '__ANON_1', '__ANON_1']","['complex-analysis', 'functions', 'trigonometry', 'intuition', 'visualization']"
632fe1c1837ac920af6fa17a_f_0_0_0,SCAL,r(t),  A vector valued function,"['r', '(', 't', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['trigonometry', 'plane-curves', 'maple']"
632fa436837ac920af69cd2f_f_2_2_0,FUNC,g(x)=\frac{x^2-4}{x-2},the function,"['g', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '-', '4', '}', '{', 'x', '-', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']",['trigonometry']
632fa436837ac920af69cd2f_f_2_4_0,FUNC,g(x)=x+2,the function,"['g', '(', 'x', ')', '=', 'x', '+', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']",['trigonometry']
632f74d9837ac920af65345a_f_0_2_0,SCAL,3.14,the value   f_0_2_0,[],"['expr_atom', 'number']",['trigonometry']
632f74d9837ac920af65345a_f_1_7_0,FUNC,g,the function   f_1_7_0,['g'],"['func_name', '__ANON_1']",['trigonometry']
632f74d9837ac920af65345a_f_1_13_0,FUNC,g,the function,['g'],"['func_name', '__ANON_1']",['trigonometry']
632f74d9837ac920af65345a_f_1_15_0,FUNC,f,the initial function   f_1_15_0,['f'],"['func_name', '__ANON_1']",['trigonometry']
632fe1c2837ac920af6fa6b9_f_1_0_0,FUNC,f,  The function,['f'],"['func_name', '__ANON_1']","['complex-analysis', 'trigonometry', 'roots', 'hyperbolic-functions']"
6330196b837ac920af757cf8_f_1_5_0,SCAL,-1,both the values,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']",['trigonometry']
632fe1c2837ac920af6fa8e0_f_0_4_0,FUNC,\exp,the real function,\exp,FUNC_NORMAL,"['real-analysis', 'complex-analysis', 'trigonometry', 'definition', 'functional-equations']"
6330196b837ac920af757d66_f_0_2_0,SCAL,\frac{m^2 - 1}{n^2-1},the value,"['\\frac', '{', 'm', '^', '2', '-', '1', '}', '{', 'n', '^', '2', '-', '1', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']",['trigonometry']
6330196c837ac920af757fe9_f_3_17_0,SCAL,0,the same value   f_3_17_0,0,"['expr_atom', '__ANON_3']","['calculus', 'algebra-precalculus', 'trigonometry', 'inequality']"
6330196c837ac920af757fec_f_0_1_0,SCAL,7 ,a constant speed,7,"['expr_atom', '__ANON_3']","['calculus', 'trigonometry']"
632fe1c3837ac920af6facb3_f_0_6_0,SCAL,1,absolute value   f_0_6_0,1,"['expr_atom', '__ANON_3']","['calculus', 'complex-analysis', 'trigonometry']"
6330196c837ac920af7580ca_f_1_0_0,SCAL,9 ,the one,9,"['expr_atom', '__ANON_3']","['integration', 'trigonometry']"
632fe1c3837ac920af6fb097_f_1_1_0,FUNC,f(z)=\frac{1}{1+z^2},The associated complex function,"['f', '(', 'z', ')', '=', '\\frac', '{', '1', '}', '{', '1', '+', 'z', '^', '2', '}']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'additive', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE']","['calculus', 'trigonometry', 'integration']"
632fe1c3837ac920af6fb097_f_4_13_0,SCAL,\frac{y}{x},the fraction,"['\\frac', '{', 'y', '}', '{', 'x', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","['calculus', 'trigonometry', 'integration']"
632fe1c4837ac920af6fb33c_f_0_0_0,FUNC,f(x)=ax^2,the two functions,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['trigonometry', 'transformation', 'quadratics']"
632f74da837ac920af653ab6_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},a map,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","['functions', 'trigonometry', 'proof-verification']"
632fe1c4837ac920af6fb358_f_0_0_0,FUNC,"f:[0,1]\to \mathbb{R}",the function,"['f', ':', '[', '0', ',', '1', ']', '\\to', '\\mathbb{R}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_BRACKET', 'TO', 'set_constant', 'SET_BASIC']","['real-analysis', 'measure-theory', 'trigonometry', 'continuity']"
632fa437837ac920af69d859_f_1_0_0,FUNC,\arctan,function,\arctan,FUNC_NORMAL,"['real-analysis', 'sequences-and-series', 'trigonometry']"
632fa438837ac920af69d9c3_f_1_8_0,FUNC,\arctan,an odd function,\arctan,FUNC_NORMAL,['trigonometry']
6330196d837ac920af758834_f_1_3_0,FUNC,x,  f_1_2_0   maps,['x'],"['func_name', '__ANON_1']","['calculus', 'limits', 'trigonometry']"
632fa438837ac920af69db0b_f_2_4_0,FUNC,f,a function,['f'],"['func_name', '__ANON_1']","['calculus', 'trigonometry', 'proof-explanation', 'fake-proofs', 'trigonometric-integrals']"
632fa438837ac920af69db0b_f_2_10_0,SCAL,a - b,all possible values,"['a', '-', 'b']","['additive', '__ANON_1', 'SUB', '__ANON_1']","['calculus', 'trigonometry', 'proof-explanation', 'fake-proofs', 'trigonometric-integrals']"
632fa438837ac920af69db0b_f_4_8_0,SCAL,1,constant,1,"['expr_atom', '__ANON_3']","['calculus', 'trigonometry', 'proof-explanation', 'fake-proofs', 'trigonometric-integrals']"
632fa438837ac920af69dc71_f_1_0_0,SCAL,1,Your approach number,1,"['expr_atom', '__ANON_3']",['trigonometry']
6330196e837ac920af759020_f_0_0_0,FUNC,f:X\rightarrow Y,A function,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","['functions', 'trigonometry']"
6330196e837ac920af759020_f_2_4_0,FUNC,\tan,the function,\tan,FUNC_NORMAL,"['functions', 'trigonometry']"
632f74db837ac920af6540f6_f_3_14_0,SCAL,0,the eigenvalue,0,"['expr_atom', '__ANON_3']",['trigonometry']
632fe1c6837ac920af6fbefd_f_1_17_0,SCAL,0,", the special value",0,"['expr_atom', '__ANON_3']","['trigonometry', 'polynomials', 'contest-math']"
632fe1c6837ac920af6fbf3a_f_1_8_0,SCAL,0,value,0,"['expr_atom', '__ANON_3']","['real-analysis', 'limits', 'trigonometry', 'irrational-numbers', 'rational-numbers']"
632fe1c6837ac920af6fbf3a_f_1_15_0,SCAL,1,the value   f_1_15_0,1,"['expr_atom', '__ANON_3']","['real-analysis', 'limits', 'trigonometry', 'irrational-numbers', 'rational-numbers']"
632f74db837ac920af654265_f_0_22_0,FUNC,f,the function,['f'],"['func_name', '__ANON_1']","['limits', 'functions', 'elementary-set-theory', 'trigonometry', 'continuity']"
632f74db837ac920af654265_f_0_29_0,FUNC,f,The function,['f'],"['func_name', '__ANON_1']","['limits', 'functions', 'elementary-set-theory', 'trigonometry', 'continuity']"
632f74db837ac920af654265_f_3_3_0,SCAL,0,the value   f_3_3_0,0,"['expr_atom', '__ANON_3']","['limits', 'functions', 'elementary-set-theory', 'trigonometry', 'continuity']"
632fa439837ac920af69e1a9_f_4_7_0,SCAL,2,the fractions,2,"['expr_atom', '__ANON_3']","['geometry', 'trigonometry', 'numerical-methods']"
