fid,mtype,exprstr,mention,tokens,type_tokens,tags
632fdaee837ac920af6f01d4_f_2_0_0,SCAL,362279431624673937974303738230488502933082643722886373107941760000,such highly composite number,"['3', '6', '2', '2', '7', '9', '4', '3', '1', '6', '2', '4', '6', '7', '3', '9', '3', '7', '9', '7', '4', '3', '0', '3', '7', '3', '8', '2', '3', '0', '4', '8', '8', '5', '0', '2', '9', '3', '3', '0', '8', '2', '6', '4', '3', '7', '2', '2', '8', '8', '6', '3', '7', '3', '1', '0', '7', '9', '4', '1', '7', '6', '0', '0', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['number-theory', 'elementary-number-theory', 'divisibility', 'examples-counterexamples']"
632f9da0837ac920af6933ba_f_2_14_0,SCAL,\frac{x}{ab},the rational number,"['\\frac', '{', 'x', '}', '{', 'a', 'b', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', '__ANON_1', 'R_BRACE']","['elementary-number-theory', 'divisibility']"
632f9da0837ac920af6933c0_f_0_3_0,SCAL,473,a prime number,"['4', '7', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers']"
63301964837ac920af754d0f_f_0_19_0,SCAL,0.1001110000111110000001111111\cdots,the real number,"['\\cdot', 's']","['mp', 'expr_atom', 'number', 'CMD_CDOT', '__ANON_1']",['elementary-number-theory']
63301964837ac920af754d41_f_4_7_0,SCAL,2b-1,any number,"['2', 'b', '-', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",['elementary-number-theory']
632f6cfc837ac920af648e5b_f_0_1_0,SCAL,111\cdots 1,  f_0_0_0   digit number   f_0_1_0,"['1', '1', '1', '\\cdot', 's', '1']","['mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'CMD_CDOT', 'unary', '__ANON_1', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f6cfc837ac920af648e70_f_1_3_0,SCAL,8,the digits,8,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'proof-writing', 'contest-math']"
632f6cfc837ac920af648e70_f_2_6_0,SCAL,10 ,the digits,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'proof-writing', 'contest-math']"
632f6cfc837ac920af648e70_f_2_11_0,SCAL,m*b,the digits,"['m', '*', 'b']","['mp', '__ANON_1', 'MUL', '__ANON_1']","['elementary-number-theory', 'proof-writing', 'contest-math']"
632f6cfc837ac920af648e70_f_2_30_0,SCAL,m*e \{+ 9 \},digits,"['m', '*', 'e', '\\{', '+', '9', '\\}']","['mp', '__ANON_1', 'MUL', 'unary', '__ANON_1', 'group', 'L_BRACE_LITERAL', 'unary', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE_LITERAL']","['elementary-number-theory', 'proof-writing', 'contest-math']"
632fdaee837ac920af6f0329_f_1_9_0,SCAL,137945607,number,"['1', '3', '7', '9', '4', '5', '6', '0', '7']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'computational-complexity']"
63301965837ac920af754e52_f_1_15_0,SCAL,r(n),the number,"['r', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['number-theory', 'elementary-number-theory', 'diophantine-equations']"
632f6cfc837ac920af648f03_f_0_0_0,SCAL,101 ,  A number,"['1', '0', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
63301965837ac920af754e63_f_0_8_0,SCAL,0,the number   f_0_8_0,0,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'elementary-set-theory']"
632f6cfc837ac920af648f03_f_0_19_0,SCAL,101 ,the number,"['1', '0', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f9da1837ac920af6936ff_f_1_2_0,SCAL,d\cdot 11,The number   f_1_2_0,"['d', '\\cdot', '1', '1']","['mp', '__ANON_1', 'CMD_CDOT', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']",['elementary-number-theory']
63301965837ac920af754f36_f_0_3_0,SCAL,0,a triangular number,0,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'summation', 'sums-of-squares']"
632f9da1837ac920af693713_f_3_6_0,SCAL,22050,number,"['2', '2', '0', '5', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['combinatorics', 'elementary-number-theory']"
63301965837ac920af755001_f_1_13_0,SET,A\cap B,the set,"['A', '\\cap', 'B']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']","['number-theory', 'elementary-number-theory']"
632fdaef837ac920af6f06c8_f_0_9_0,SCAL,11,this number,"['1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'divisibility']"
63301965837ac920af75506d_f_1_5_0,SCAL,24,The four numbers,"['2', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632fdaef837ac920af6f06d8_f_0_6_0,SCAL,2020 ,a nice number,"['2', '0', '2', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['combinatorics', 'number-theory', 'elementary-number-theory', 'prime-numbers', 'prime-twins']"
632f6cfc837ac920af6490a1_f_3_2_0,FUNC,f(x)=x(x-100),the quadratic function,"['f', '(', 'x', ')', '=', 'x', '(', 'x', '-', '1', '0', '0', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_PAREN']",['elementary-number-theory']
632fdaef837ac920af6f06ec_f_1_9_0,SCAL,p-1,the value   f_1_9_0,"['p', '-', '1']","['additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'modular-arithmetic']"
632fdaef837ac920af6f076b_f_0_18_0,SCAL,2,more numbers,2,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'prime-factorization']"
632fdaef837ac920af6f076b_f_0_22_0,SCAL,5,more numbers,5,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'prime-factorization']"
632fdaef837ac920af6f076b_f_0_26_0,SCAL,6,more numbers,6,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'prime-factorization']"
632f6cfc837ac920af649150_f_1_0_0,SCAL,101010\cdots10101,The decimal number,"['1', '0', '1', '0', '1', '0', '\\cdot', 's', '1', '0', '1', '0', '1']","['mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'CMD_CDOT', 'unary', '__ANON_1', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f6cfc837ac920af649150_f_1_15_0,SCAL,101,original number,"['1', '0', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f9da1837ac920af693805_f_0_0_0,SCAL,311 ,the number   f_0_0_0,"['3', '1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['combinatorics', 'elementary-number-theory']"
632fdaef837ac920af6f08cb_f_0_3_0,SCAL,a^{p-1} - 3p - 1,a composite number,"['a', '^', '{', 'p', '-', '1', '}', '-', '3', 'p', '-', '1']","['additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'SUB', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",['elementary-number-theory']
632f9da1837ac920af693805_f_0_4_0,SCAL,151 ,the consecutive numbers,"['1', '5', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['combinatorics', 'elementary-number-theory']"
632f9da1837ac920af693805_f_1_13_0,SCAL,0,the number,0,"['expr_atom', '__ANON_3']","['combinatorics', 'elementary-number-theory']"
63301965837ac920af755162_f_3_9_0,SCAL,12n-1,the number   f_3_9_0,"['1', '2', 'n', '-', '1']","['additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'education', 'divisibility']"
632f9da1837ac920af69383a_f_3_20_0,FUNC,c:\mathbb{Z}^2 \to \mathbb{Z},some function,"['c', ':', '\\mathbb{Z}', '^', '2', '\\to', '\\mathbb{Z}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', 'set_constant', 'SET_BASIC', 'CARET', '__ANON_3', 'TO', 'set_constant', 'SET_BASIC']","['number-theory', 'elementary-number-theory', 'diophantine-equations', 'vieta-jumping']"
632f9da1837ac920af693867_f_2_0_0,SCAL,abc,the number,"['a', 'b', 'c']","['unary', '__ANON_1', '__ANON_1', '__ANON_1']","['elementary-number-theory', 'divisibility']"
632f9da1837ac920af693867_f_3_5_0,SCAL,01 ,f_3_4_0 digit,"['0', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f9da1837ac920af693867_f_3_7_0,SCAL,02 ,",   f_3_6_0 digit","['0', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f9da1837ac920af693867_f_3_16_0,SCAL,5 ,") , f_3_15_0 digit",5,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f9da1837ac920af693867_f_3_19_0,SCAL,6 ,)   f_3_18_0 digit,6,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f9da1837ac920af693867_f_3_22_0,SCAL,7 ,digit,7,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f9da1837ac920af693867_f_6_0_0,SCAL,9 ,the largest digit,9,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f9da1837ac920af693867_f_6_2_0,SCAL,399 ,the 1st number,"['3', '9', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632fdaef837ac920af6f0b5e_f_4_3_0,SCAL,25,the integer number   f_4_3_0,"['2', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'modular-arithmetic', 'contest-math', 'divisibility']"
632fdaef837ac920af6f0be8_f_0_7_0,SCAL,1,the digit,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'oeis']"
632fdaef837ac920af6f0c25_f_1_6_0,SCAL,x^{1/d},a constant times,"['x', '^', '{', '1', '/', 'd', '}']","['exp', '__ANON_1', 'CARET', 'L_BRACE', 'mp', 'expr_atom', '__ANON_3', 'DIV', '__ANON_1', 'R_BRACE']","['number-theory', 'elementary-number-theory', 'polynomials', 'prime-numbers', 'analytic-number-theory']"
632fdaef837ac920af6f0c60_f_0_0_0,FUNC,n,bijection,['n'],"['func_name', '__ANON_1']","['number-theory', 'elementary-number-theory']"
632f9da1837ac920af693a08_f_0_5_0,SCAL,(0-9),a digit   f_0_5_0 )     f_0_6_0,"['(', '0', '-', '9', ')']","['group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']",['elementary-number-theory']
632f9da1837ac920af693a08_f_0_10_0,SCAL,(0-9),a digit   f_0_10_0,"['(', '0', '-', '9', ')']","['group', 'L_PAREN', 'additive', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']",['elementary-number-theory']
632f9da1837ac920af693a08_f_0_16_0,SCAL,16,a factor,"['1', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f9da1837ac920af693a08_f_1_0_0,SCAL,19,a prime number,"['1', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",['elementary-number-theory']
632f6cfd837ac920af649336_f_0_2_0,SCAL,\frac{540}{k},a cube number,"['\\frac', '{', '5', '4', '0', '}', '{', 'k', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","['elementary-number-theory', 'arithmetic']"
632f9da1837ac920af693a26_f_2_6_0,FUNC,f,a bijection,['f'],"['func_name', '__ANON_1']","['elementary-number-theory', 'elementary-set-theory']"
632f6cfd837ac920af6494b3_f_0_1_0,SCAL,2^n - 1,the Mersenne number   f_0_1_0,"['2', '^', 'n', '-', '1']","['additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",['elementary-number-theory']
632f6cfd837ac920af64950a_f_3_0_0,SCAL,101,the number,"['1', '0', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'binary', 'decimal-expansion']"
632f6cfd837ac920af64950a_f_3_2_0,SCAL,10,the number,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'binary', 'decimal-expansion']"
632f9da1837ac920af693afb_f_1_7_0,SCAL,1,class number   f_1_7_0,1,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'conjectures', 'sums-of-squares']"
63301965837ac920af7554a5_f_2_0_0,SCAL,d(n),the number,"['d', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['number-theory', 'elementary-number-theory', 'recreational-mathematics', 'education']"
632f6cfd837ac920af649590_f_1_0_0,SCAL,h(d),The class number,"['h', '(', 'd', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['number-theory', 'elementary-number-theory', 'algebraic-number-theory', 'analytic-number-theory']"
632fdaf0837ac920af6f1101_f_1_5_0,SCAL,2^{2016},last two digits,"['2', '^', '{', '2', '0', '1', '6', '}']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']","['elementary-number-theory', 'modular-arithmetic']"
632f9da2837ac920af693d36_f_1_7_0,SCAL,p^{-1},an inverse value   f_1_7_0,"['p', '^', '{', '-', '1', '}']","['exp', '__ANON_1', 'CARET', 'L_BRACE', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']","['elementary-number-theory', 'modular-arithmetic']"
632f9da2837ac920af693d6f_f_3_0_0,SCAL,23 ,the smallest such number,"['2', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'modular-arithmetic']"
632f6cfd837ac920af6497cf_f_0_1_0,SCAL,2^{61}- 1,a prime number,"['2', '^', '{', '6', '1', '}', '-', '1']","['additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'SUB', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'arithmetic', 'divisibility']"
632f6cfd837ac920af6497cf_f_6_3_0,SCAL,2k+1,any odd number,"['2', 'k', '+', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'arithmetic', 'divisibility']"
632f6cfd837ac920af64981a_f_0_0_0,SCAL,300!,the two numbers,"['3', '0', '0', '!']","['postfix', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'BANG']",['elementary-number-theory']
632f9da2837ac920af693eaa_f_1_0_0,SCAL,7,a prime number,7,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f9da2837ac920af693eaa_f_6_9_0,SCAL,7 ,a prime number,7,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'divisibility']"
632f9da2837ac920af693f7c_f_0_35_0,SCAL,g+tp,a primitive root,"['g', '+', 't', 'p']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","['elementary-number-theory', 'proof-explanation']"
632f9da2837ac920af693f7c_f_0_38_0,SCAL,g+tp,the number,"['g', '+', 't', 'p']","['additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","['elementary-number-theory', 'proof-explanation']"
63301966837ac920af7557c9_f_1_3_0,SCAL,5 ,the last digits,5,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'binomial-theorem', 'number-systems', 'decimal-expansion']"
632f6cfe837ac920af649b7c_f_0_0_0,SCAL,n(n+1),two consecutive numbers,"['n', '(', 'n', '+', '1', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN']",['elementary-number-theory']
632f6cfe837ac920af649b7c_f_1_0_0,SCAL,n(n+1),Such numbers,"['n', '(', 'n', '+', '1', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN']",['elementary-number-theory']
632fdaf1837ac920af6f1578_f_1_31_0,SCAL,15,the number   f_1_31_0,"['1', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['combinatorics', 'elementary-number-theory', 'discrete-mathematics', 'inclusion-exclusion']"
63301966837ac920af75586e_f_0_0_0,SCAL,n^2+n^3,an even number,"['n', '^', '2', '+', 'n', '^', '3']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'proof-verification']"
63301966837ac920af75586e_f_0_1_0,SCAL,n^2+n^3,an even number,"['n', '^', '2', '+', 'n', '^', '3']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'proof-verification']"
632f9da2837ac920af694067_f_0_2_0,SCAL,cd,a Pell number,"['c', 'd']","['unary', '__ANON_1', '__ANON_1']","['elementary-number-theory', 'systems-of-equations', 'divisibility', 'pell-type-equations']"
63301966837ac920af75586e_f_0_3_0,SCAL,2n,an even number,"['2', 'n']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']","['elementary-number-theory', 'proof-verification']"
63301966837ac920af75586e_f_3_0_0,SCAL,n^2+n^3,an even number,"['n', '^', '2', '+', 'n', '^', '3']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","['elementary-number-theory', 'proof-verification']"
632fdaf1837ac920af6f15cc_f_0_3_0,SCAL,3,numbers,3,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-factorization']"
632fdaf1837ac920af6f15cc_f_0_4_0,SCAL,3,most numbers,3,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-factorization']"
632fdaf1837ac920af6f15cc_f_0_5_0,SCAL,3,most numbers,3,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-factorization']"
632fdaf1837ac920af6f15cc_f_1_0_0,SCAL,3,numbers,3,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'prime-factorization']"
63301966837ac920af75587e_f_0_14_0,SCAL,\frac{\frac{x-2}{x(x-1)^2}+\frac{2}{x(x^2-1)}}{x+1},that fraction,"['\\frac', '{', '\\frac', '{', 'x', '-', '2', '}', '{', 'x', '(', 'x', '-', '1', ')', '^', '2', '}', '+', '\\frac', '{', '2', '}', '{', 'x', '(', 'x', '^', '2', '-', '1', ')', '}', '}', '{', 'x', '+', '1', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', 'exp', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE', 'R_BRACE', 'L_BRACE', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']","['elementary-number-theory', 'arithmetic', 'numerical-linear-algebra']"
632f9da2837ac920af6940b4_f_3_15_0,SCAL,h(n),the number,"['h', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","['algebra-precalculus', 'elementary-number-theory', 'functions', 'polynomials', 'contest-math']"
632f6cfe837ac920af649c20_f_0_1_0,SCAL,1785 ,a composite number,"['1', '7', '8', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'modular-arithmetic', 'congruences']"
632f6cfe837ac920af649d25_f_0_1_0,SCAL,\frac{2^{122}+1}{5},a composite number,"['\\frac', '{', '2', '^', '{', '1', '2', '2', '}', '+', '1', '}', '{', '5', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","['elementary-number-theory', 'prime-factorization']"
632fdaf1837ac920af6f1808_f_0_0_0,SCAL,2 ,the first digit,2,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'modular-arithmetic', 'decimal-expansion']"
632fdaf1837ac920af6f18bc_f_0_0_0,FUNC,d,"First , function   f_0_0_0",['d'],"['func_name', '__ANON_1']","['number-theory', 'elementary-number-theory', 'prime-numbers', 'soft-question', 'conjectures']"
63301966837ac920af7559dd_f_0_4_0,SCAL,xyz,values,"['x', 'y', 'z']","['unary', '__ANON_1', '__ANON_1', '__ANON_1']","['number-theory', 'elementary-number-theory', 'problem-solving']"
632f9da2837ac920af6941e8_f_0_26_0,SCAL,8,Carmichael number,8,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'polynomials']"
632f6cfe837ac920af649e44_f_0_0_0,SCAL,29 ,his digit,"['2', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'modular-arithmetic']"
632f9da3837ac920af69421d_f_1_20_0,SCAL,2,the first digit,2,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'arithmetic']"
632f9da3837ac920af69421d_f_1_28_0,SCAL,2898,the number,"['2', '8', '9', '8']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'arithmetic']"
632f9da3837ac920af69421d_f_1_33_0,SCAL,18,digit sum   f_1_33_0,"['1', '8']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'arithmetic']"
632f9da3837ac920af69421d_f_2_8_0,SCAL,1449,the smallest number,"['1', '4', '4', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'arithmetic']"
632f9da3837ac920af69422f_f_1_27_0,SCAL,79,a prime number,"['7', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","['elementary-number-theory', 'divisibility']"
63301966837ac920af755a92_f_0_0_0,FUNC,p(k) = k+(-1)^kc,the function,"['p', '(', 'k', ')', '=', 'k', '+', '(', '-', '1', ')', '^', 'k', 'c']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'unary', 'exp', 'group', 'L_PAREN', 'unary', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'CARET', '__ANON_1', '__ANON_1']","['elementary-number-theory', 'permutations']"
632fdaf2837ac920af6f1a2f_f_0_1_0,SCAL,\frac{50!}{6^n},a natural number,"['\\frac', '{', '5', '0', '!', '}', '{', '6', '^', 'n', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'postfix', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'BANG', 'R_BRACE', 'L_BRACE', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'R_BRACE']",['elementary-number-theory']
632fdaf2837ac920af6f1a2f_f_1_4_0,SCAL,3,the numbers,3,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632fdaf2837ac920af6f1a2f_f_1_18_0,SCAL,9,the numbers,9,"['expr_atom', '__ANON_3']",['elementary-number-theory']
632f9da3837ac920af6942dd_f_0_6_0,SCAL,2 ,( f_0_5_0 numbers,2,"['expr_atom', '__ANON_3']","['number-theory', 'elementary-number-theory', 'modular-arithmetic', 'congruences', 'cryptography']"
63301966837ac920af755b85_f_0_3_0,SET,\mathbb{N},the set,\mathbb{N},"['set_constant', 'SET_BASIC']","['elementary-number-theory', 'divisibility']"
63301967837ac920af755b8d_f_0_7_0,SCAL,2 ,", positional number system base",2,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'reference-request', 'computational-complexity', 'computability']"
63301967837ac920af755b8d_f_0_8_0,SCAL,2 ,positional number system base   f_0_8_0,2,"['expr_atom', '__ANON_3']","['elementary-number-theory', 'reference-request', 'computational-complexity', 'computability']"
632f6cff837ac920af64a1b8_f_2_1_0,SCAL,a/b+b/a,a natural number,"['a', '/', 'b', '+', 'b', '/', 'a']","['additive', 'mp', '__ANON_1', 'DIV', '__ANON_1', 'ADD', 'mp', '__ANON_1', 'DIV', '__ANON_1']","['elementary-number-theory', 'divisibility', 'diophantine-equations']"
